number,quote
32,"He disappeared into his bedroom and returned in a few minutes in the
     character of an amiable and simple-minded Nonconformist clergyman.
     His broad black hat, his baggy trousers, his white tie, his
     sympathetic smile, and general look of peering and benevolent
     curiosity were such as Mr. John Hare alone could have equalled. It
     was not merely that Holmes changed his costume. His expression, his
     manner, his very soul seemed to vary with every fresh part that he
     assumed. The stage lost a fine actor, even as science lost an acute
     reasoner, when he became a specialist in crime.

     It was a quarter past six when we left Baker Street, and it still
     wanted ten minutes to the hour when we found ourselves in Serpentine
     Avenue. It was already dusk, and the lamps were just being lighted as
     we paced up and down in front of Briony Lodge, waiting for the coming
     of its occupant. The house was just such as I had pictured it from
     Sherlock Holmes' succinct description, but the locality appeared to
     be less private than I expected. On the contrary, for a small street
     in a quiet neighbourhood, it was remarkably animated. There was a
     group of shabbily dressed men smoking and laughing in a corner, a
     scissors-grinder with his wheel, two guardsmen who were flirting with
     a nurse-girl, and several well-dressed young men who were lounging up
     and down with cigars in their mouths."
33,"There were several people on the pavement at the time, but the
     greeting appeared to come from a slim youth in an ulster who had
     hurried by."
34,"CHAPTER III



     I slept at Baker Street that night, and we were engaged upon our
     toast and coffee in the morning when the King of Bohemia rushed into
     the room."
35,"We descended and started off once
     more for Briony Lodge."
36,
37,
38,
39,"He relapsed into a moody silence,
     which was not broken until we drew up in Serpentine Avenue.

     The door of Briony Lodge was open, and an elderly woman stood upon
     the steps. She watched us with a sardonic eye as we stepped from the
     brougham."
40,said she.
41,"answered my companion, looking at her with a
     questioning and rather startled gaze."
42,"From what I have seen of the lady she seems indeed to be on a very
     different level to your Majesty,"
43,"I am sorry
     that I have not been able to bring your Majesty's business to a more
     successful conclusion."
44,"Your Majesty has something which I should value even more highly,"
45,You have but to name it.
46,This photograph!
47,"Try the settee,"
48,"How did you know, for example, that I did manual
     labour. It's as true as gospel, for I began as a ship's carpenter."
49,"I
     thought at first that you had done something clever, but I see that
     there was nothing in it, after all."
50,"I begin to think, Watson,"
51,"that I make a mistake in
     explaining. 'Omne ignotum pro magnifico,' you know, and my poor
     little reputation, such as it is, will suffer shipwreck if I am so
     candid. Can you not find the advertisement, Mr. Wilson?"
52,"I have a small pawnbroker's
     business at Coburg Square, near the City. It's not a very large
     affair, and of late years it has not done more than just give me a
     living. I used to be able to keep two assistants, but now I only keep
     one; and I would have a job to pay him but that he is willing to come
     for half wages so as to learn the business."
53,What is the name of this obliging youth?
54,"His name is Vincent Spaulding, and he's not such a youth, either.
     It's hard to say his age. I should not wish a smarter assistant, Mr.
     Holmes; and I know very well that he could better himself and earn
     twice what I am able to give him. But, after all, if he is satisfied,
     why should I put ideas in his head?"
55,"'Why,' says he, 'here's another vacancy on the League of the
     Red-headed Men. It's worth quite a little fortune to any man who gets
     it, and I understand that there are more vacancies than there are
     men, so that the trustees are at their wits' end what to do with the
     money. If my hair would only change colour, here's a nice little crib
     all ready for me to step into.'"
56,
57,
58,"I started off, Mr. Holmes, but when I got to that address it was a
     manufactory of artificial knee-caps, and no one in it had ever heard
     of either Mr. William Morris or Mr. Duncan Ross."
59,And what did you do then?
60,"I went home to Saxe-Coburg Square, and I took the advice of my
     assistant. But he could not help me in any way. He could only say
     that if I waited I should hear by post. But that was not quite good
     enough, Mr. Holmes. I did not wish to lose such a place without a
     struggle, so, as I had heard that you were good enough to give advice
     to poor folk who were in need of it, I came right away to you."
61,"And you did very wisely,"
62,"Your case is an exceedingly
     remarkable one, and I shall be happy to look into it. From what you
     have told me I think that it is possible that graver issues hang from
     it than might at first sight appear."
63,"Why, I have lost four pound a
     week."
64,"As far as you are personally concerned,"
65,"I do not
     see that you have any grievance against this extraordinary league. On
     the contrary, you are, as I understand, richer by some £30, to say
     nothing of the minute knowledge which you have gained on every
     subject which comes under the letter A. You have lost nothing by
     them."
66,"Yes, sir. He told me that a gipsy had done it for him when he was a
     lad."
67,Hum!
68,"He is still with
     you?"
69,"Oh, yes, sir; I have only just left him."
70,"That will do, Mr. Wilson. I shall be happy to give you an opinion
     upon the subject in the course of a day or two. To-day is Saturday,
     and I hope that by Monday we may come to a conclusion."
71,"Well, Watson,"
72,"what do
     you make of it all?"
73,"It is a most mysterious
     business."
74,"As a rule,"
75,"the more bizarre a thing is the less
     mysterious it proves to be. It is your commonplace, featureless
     crimes which are really puzzling, just as a commonplace face is the
     most difficult to identify. But I must be prompt over this matter."
76,"Thank you,"
77,"I only wished to ask you how you would go
     from here to the Strand."
78,"Smart fellow, that,"
79,"He is, in
     my judgment, the fourth smartest man in London, and for daring I am
     not sure that he has not a claim to be third. I have known something
     of him before."
80,"Let me see,"
81,"I should like just to remember the order of the houses
     here. It is a hobby of mine to have an exact knowledge of London.
     There is Mortimer's, the tobacconist, the little newspaper shop, the
     Coburg branch of the City and Suburban Bank, the Vegetarian
     Restaurant, and McFarlane's carriage-building depot. That carries us
     right on to the other block. And now, Doctor, we've done our work, so
     it's time we had some play. A sandwich and a cup of coffee, and then
     off to violin-land, where all is sweetness and delicacy and harmony,
     and there are no red-headed clients to vex us with their conundrums."
82,"Ha! Our party is complete,"
83,"He has his own little methods, which are, if
     he won't mind my saying so, just a little too theoretical and
     fantastic, but he has the makings of a detective in him. It is not
     too much to say that once or twice, as in that business of the Sholto
     murder and the Agra treasure, he has been more nearly correct than
     the official force."
84,"Still, I confess that I miss my rubber. It is the
     first Saturday night for seven-and-twenty years that I have not had
     my rubber."
85,"I think you will find,"
86,"that you will play
     for a higher stake to-night than you have ever done yet, and that the
     play will be more exciting. For you, Mr. Merryweather, the stake will
     be some £30,000; and for you, Jones, it will be the man upon whom you
     wish to lay your hands."
87,"You are not very vulnerable from above,"
88,"Nor from below,"
89,I must really ask you to be a little more quiet!
90,"You have already imperilled the whole success of our
     expedition. Might I beg that you would have the goodness to sit down
     upon one of those boxes, and not to interfere?"
91,"Yes. We had occasion some months ago to strengthen our resources and
     borrowed for that purpose 30,000 napoleons from the Bank of France.
     It has become known that we have never had occasion to unpack the
     money, and that it is still lying in our cellar. The crate upon which
     I sit contains 2,000 napoleons packed between layers of lead foil.
     Our reserve of bullion is much larger at present than is usually kept
     in a single branch office, and the directors have had misgivings upon
     the subject."
92,"Which were very well justified,"
93,"And now it is
     time that we arranged our little plans. I expect that within an hour
     matters will come to a head. In the meantime Mr. Merryweather, we
     must put the screen over that dark lantern."
94,"It's no use, John Clay,"
95,"You have no chance at
     all."
96,"So I see,"
97,"I fancy
     that my pal is all right, though I see you have got his coat-tails."
98,"There are three men waiting for him at the door,"
99,"Oh, indeed! You seem to have done the thing very completely. I must
     compliment you."
100,"And I you,"
101,"Your red-headed idea was very new and
     effective."
102,"You'll see your pal again presently,"
103,"I do not know how the bank can thank you or repay you.
     There is no doubt that you have detected and defeated in the most
     complete manner one of the most determined attempts at bank robbery
     that have ever come within my experience."
104,"I have had one or two little scores of my own to settle with Mr.
     John Clay,"
105,"I have been at some small expense over this
     matter, which I shall expect the bank to refund, but beyond that I am
     amply repaid by having had an experience which is in many ways
     unique, and by hearing the very remarkable narrative of the
     Red-headed League."
106,A CASE OF IDENTITY
107,
108,"He had risen from his chair and was standing between the parted
     blinds gazing down into the dull neutral-tinted London street.
     Looking over his shoulder, I saw that on the pavement opposite there
     stood a large woman with a heavy fur boa round her neck, and a large
     curling red feather in a broad-brimmed hat which was tilted in a
     coquettish Duchess of Devonshire fashion over her ear. From under
     this great panoply she peeped up in a nervous, hesitating fashion at
     our windows, while her body oscillated backward and forward, and her
     fingers fidgeted with her glove buttons. Suddenly, with a plunge, as
     of the swimmer who leaves the bank, she hurried across the road, and
     we heard the sharp clang of the bell."
109,"Then, suddenly realising the full purport of his
     words, she gave a violent start and looked up, with fear and
     astonishment upon her broad, good-humoured face."
110,"she cried,"
111,
112,"said Holmes, laughing;"
113,
114,
115,
116,
117,
118,
119,
120,
121,"She pulled a little handkerchief out of her
     muff and began to sob heavily into it."
122,
123,"he continued,
     glancing over them,"
124,"The question was hardly out of my mouth, and Holmes had not yet
     opened his lips to reply, when we heard a heavy footfall in the
     passage and a tap at the door."
125,"The man who entered was a sturdy, middle-sized fellow, some thirty
     years of age, clean-shaven, and sallow-skinned, with a bland,
     insinuating manner, and a pair of wonderfully sharp and penetrating
     grey eyes. He shot a questioning glance at each of us, placed his
     shiny top-hat upon the sideboard, and with a slight bow sidled down
     into the nearest chair."
126,
127,he said.
128,
129,"shouted Mr. Windibank, turning white to his lips and
     glancing about him like a rat in a trap."
130,"Our visitor had recovered something of his assurance while Holmes had
     been talking, and he rose from his chair now with a cold sneer upon
     his pale face."
131,
132,"He took two swift
     steps to the whip, but before he could grasp it there was a wild
     clatter of steps upon the stairs, the heavy hall door banged, and
     from the window we could see Mr. James Windibank running at the top
     of his speed down the road."
133,
134,
135,"I knew your energetic nature, and that you would not be happy
     until you had been on the scene of the crime."
136,"It was very nice and complimentary of you,"
137,"It is
     entirely a question of barometric pressure."
138,"I am so glad that you have come. I have driven down to
     tell you so. I know that James didn't do it. I know it, and I want
     you to start upon your work knowing it, too. Never let yourself doubt
     upon that point. We have known each other since we were little
     children, and I know his faults as no one else does; but he is too
     tender-hearted to hurt a fly. Such a charge is absurd to anyone who
     really knows him."
139,"I hope we may clear him, Miss Turner,"
140,"You
     may rely upon my doing all that I can."
141,"But you have read the evidence. You have formed some conclusion? Do
     you not see some loophole, some flaw? Do you not yourself think that
     he is innocent?"
142,"But he is right. Oh! I know that he is right. James never did it.
     And about his quarrel with his father, I am sure that the reason why
     he would not speak about it to the coroner was because I was
     concerned in it."
143,In what way?
144,"It is no time for me to hide anything. James and his father had many
     disagreements about me. Mr. McCarthy was very anxious that there
     should be a marriage between us. James and I have always loved each
     other as brother and sister; but of course he is young and has seen
     very little of life yet, and--and--well, he naturally did not wish to
     do anything like that yet. So there were quarrels, and this, I am
     sure, was one of them."
145,And your father?
146,Was he in favour of such a union?
147,"No, he was averse to it also. No one but Mr. McCarthy was in favour
     of it."
148,"Why should you raise up hopes which you are bound
     to disappoint? I am not over-tender of heart, but I call it cruel."
149,"I think that I see my way to clearing James McCarthy,"
150,Have you an order to see him in prison?
151,"Yes, but only for you and me."
152,"It is said
     that Mr. Turner, of the Hall, is so ill that his life is despaired
     of."
153,"An elderly man, I presume?"
154,"About sixty; but his constitution has been shattered by his life
     abroad, and he has been in failing health for some time. This
     business has had a very bad effect upon him. He was an old friend of
     McCarthy's, and, I may add, a great benefactor to him, for I have
     learned that he gave him Hatherley Farm rent free."
155,"Indeed! That is interesting,"
156,"Oh, yes! In a hundred other ways he has helped him. Everybody about
     here speaks of his kindness to him."
157,"I find it hard enough to tackle facts, Holmes,
     without flying away after theories and fancies."
158,"You are right,"
159,"you do find it very hard to
     tackle the facts."
160,"That McCarthy senior met his death from McCarthy junior and that all
     theories to the contrary are the merest moonshine."
161,"Well, moonshine is a brighter thing than fog,"
162,"But I am very much mistaken if this is not Hatherley Farm
     upon the left."
163,"Theories are all very well, but we have to deal with a hard-headed
     British jury."
164,"Nous verrons,"
165,"You work your own method,
     and I shall work mine. I shall be busy this afternoon, and shall
     probably return to London by the evening train."
166,"and I really cannot undertake to go about the country looking for a
     left-handed gentleman with a game leg. I should become the
     laughing-stock of Scotland Yard."
167,"All right,"
168,"I have given you the chance. Here
     are your lodgings. Good-bye. I shall drop you a line before I leave."
169,"I could see that the end had not been in his mouth. Therefore he
     used a holder. The tip had been cut off, not bitten off, but the cut
     was not a clean one, so I deduced a blunt pen-knife."
170,"you have drawn a net round this man from which he
     cannot escape, and you have saved an innocent human life as truly as
     if you had cut the cord which was hanging him. I see the direction in
     which all this points. The culprit is--"
171,"Pray sit down on the sofa,"
172,You had my note?
173,"Yes, the lodge-keeper brought it up. You said that you wished to see
     me here to avoid scandal."
174,"Yes,"
175,"It is
     so. I know all about McCarthy."
176,"But
     I would not have let the young man come to harm. I give you my word
     that I would have spoken out if it went against him at the Assizes."
177,"I am glad to hear you say so,"
178,"I would have spoken now had it not been for my dear girl. It would
     break her heart--it will break her heart when she hears that I am
     arrested."
179,"It may not come to that,"
180,What?
181,"I am no official agent. I understand that it was your daughter who
     required my presence here, and I am acting in her interests. Young
     McCarthy must be got off, however."
182,"When I went down there I found him talking with his son, so I smoked
     a cigar and waited behind a tree until he should be alone. But as I
     listened to his talk all that was black and bitter in me seemed to
     come uppermost. He was urging his son to marry my daughter with as
     little regard for what she might think as if she were a slut from off
     the streets. It drove me mad to think that I and all that I held most
     dear should be in the power of such a man as this. Could I not snap
     the bond? I was already a dying and a desperate man. Though clear of
     mind and fairly strong of limb, I knew that my own fate was sealed.
     But my memory and my girl! Both could be saved if I could but silence
     that foul tongue. I did it, Mr. Holmes. I would do it again. Deeply
     as I have sinned, I have led a life of martyrdom to atone for it. But
     that my girl should be entangled in the same meshes which held me was
     more than I could suffer. I struck him down with no more compunction
     than if he had been some foul and venomous beast. His cry brought
     back his son; but I had gained the cover of the wood, though I was
     forced to go back to fetch the cloak which I had dropped in my
     flight. That is the true story, gentlemen, of all that occurred."
183,"Well, it is not for me to judge you,"
184,"I pray that we may
     never be exposed to such a temptation."
185,God help us!
186,"Why does fate play
     such tricks with poor, helpless worms? I never hear of such a case as
     this that I do not think of Baxter's words, and say, 'There, but for
     the grace of God, goes Sherlock Holmes.'"
187,"I trust that I am not intruding. I fear that I have brought
     some traces of the storm and rain into your snug chamber."
188,"Give me your coat and umbrella,"
189,"They may rest here on
     the hook and will be dry presently. You have come up from the
     south-west, I see."
190,"And yet I question, sir, whether, in all your experience, you have
     ever listened to a more mysterious and inexplicable chain of events
     than those which have happened in my own family."
191,"You fill me with interest,"
192,"Pray give us the essential
     facts from the commencement, and I can afterwards question you as to
     those details which seem to me to be most important."
193,
194,
195,
196,"--he sank his face into his thin, white hands--"
197,
198,"and beneath were the following
     enigmatical notices:


     4th. Hudson came. Same old platform.
     7th. Set the pips on McCauley, Paramore, and John Swain, of St.
     Augustine.
     9th. McCauley cleared.
     10th. John Swain cleared.
     12th. Visited Paramore. All well."
199,
200,
201,"You will observe,"
202,"that the
     sudden breaking up of the society was coincident with the
     disappearance of Openshaw from America with their papers. It may well
     have been cause and effect. It is no wonder that he and his family
     have some of the more implacable spirits upon their track. You can
     understand that this register and diary may implicate some of the
     first men in the South, and that there may be many who will not sleep
     easy at night until it is recovered."
203,you are too late.
204,Ah!
205,"I feared as much. How was it
     done?"
206,"He put his two forefingers between his teeth and whistled shrilly--a
     signal which was answered by a similar whistle from the distance,
     followed shortly by the rattle of wheels and the clink of horses'
     hoofs."
207,
208,"It has been in some points a singular case,"
209,"I confess that I have been as blind as a
     mole, but it is better to learn wisdom late than never to learn it at
     all."
210,Who is on duty?
211,"Inspector Bradstreet, sir."
212,"Ah, Bradstreet, how are you?"
213,"He's a beauty, isn't he?"
214,"He certainly needs a wash,"
215,"I had an idea that he
     might, and I took the liberty of bringing the tools with me."
216,"If I am Mr. Neville St. Clair, then it is obvious that no crime has
     been committed, and that, therefore, I am illegally detained."
217,"No crime, but a very great error has been committed,"
218,You would have done better to have trusted your wife.
219,"It was not the wife; it was the children,"
220,
221,
222,
223,
224,"were scrawled upon one
     side. It was pierced in the brim for a hat-securer, but the elastic
     was missing. For the rest, it was cracked, exceedingly dusty, and
     spotted in several places, although there seemed to have been some
     attempt to hide the discoloured patches by smearing them with ink."
225,
226,"He was a large man with rounded shoulders, a massive head, and a
     broad, intelligent face, sloping down to a pointed beard of grizzled
     brown. A touch of red in nose and cheeks, with a slight tremor of his
     extended hand, recalled Holmes' surmise as to his habits. His rusty
     black frock-coat was buttoned right up in front, with the collar
     turned up, and his lank wrists protruded from his sleeves without a
     sign of cuff or shirt. He spoke in a slow staccato fashion, choosing
     his words with care, and gave the impression generally of a man of
     learning and letters who had had ill-usage at the hands of fortune."
227,"With a comical pomposity of
     manner he bowed solemnly to both of us and strode off upon his way."
228,"We passed across Holborn, down Endell Street, and so through a zigzag
     of slums to Covent Garden Market. One of the largest stalls bore the
     name of Breckinridge upon it, and the proprietor a horsey-looking
     man, with a sharp face and trim side-whiskers was helping a boy to
     put up the shutters."
229,he asked in a quavering voice.
230,"he
     answered with a sidelong glance."
231,A flush sprang to the white cheeks of the stranger.
232,"The little man stood glancing from one to the other of us with
     half-frightened, half-hopeful eyes, as one who is not sure whether he
     is on the verge of a windfall or of a catastrophe. Then he stepped
     into the cab, and in half an hour we were back in the sitting-room at
     Baker Street. Nothing had been said during our drive, but the high,
     thin breathing of our new companion, and the claspings and
     unclaspings of his hands, spoke of the nervous tension within him."
233,"Our visitor staggered to his feet and clutched the mantelpiece with
     his right hand. Holmes unlocked his strong-box and held up the blue
     carbuncle, which shone out like a star, with a cold, brilliant,
     many-pointed radiance. Ryder stood glaring with a drawn face,
     uncertain whether to claim or to disown it."
234,
235,"'Oh, very well. Kill it and take it with you.'"
236,"After all, Watson,"
237,"I am not retained by the police to supply their deficiencies.
     If Horner were in danger it would be another thing; but this fellow
     will not appear against him, and the case must collapse. I suppose
     that I am commuting a felony, but it is just possible that I am
     saving a soul. This fellow will not go wrong again; he is too
     terribly frightened. Send him to jail now, and you make him a
     jail-bird for life. Besides, it is the season of forgiveness. Chance
     has put in our way a most singular and whimsical problem, and its
     solution is its own reward. If you will have the goodness to touch
     the bell, Doctor, we will begin another investigation, in which, also
     a bird will be the chief feature."
238,"Good-morning, madam,"
239,"My name is Sherlock
     Holmes. This is my intimate friend and associate, Dr. Watson, before
     whom you can speak as freely as before myself. Ha! I am glad to see
     that Mrs. Hudson has had the good sense to light the fire. Pray draw
     up to it, and I shall order you a cup of hot coffee, for I observe
     that you are shivering."
240,"My name is Helen Stoner, and I am living with my stepfather, who is
     the last survivor of one of the oldest Saxon families in England, the
     Roylotts of Stoke Moran, on the western border of Surrey."
241,"The family was at one time among the richest in England, and the
     estates extended over the borders into Berkshire in the north, and
     Hampshire in the west. In the last century, however, four successive
     heirs were of a dissolute and wasteful disposition, and the family
     ruin was eventually completed by a gambler in the days of the
     Regency. Nothing was left save a few acres of ground, and the
     two-hundred-year-old house, which is itself crushed under a heavy
     mortgage. The last squire dragged out his existence there, living the
     horrible life of an aristocratic pauper; but his only son, my
     stepfather, seeing that he must adapt himself to the new conditions,
     obtained an advance from a relative, which enabled him to take a
     medical degree and went out to Calcutta, where, by his professional
     skill and his force of character, he established a large practice. In
     a fit of anger, however, caused by some robberies which had been
     perpetrated in the house, he beat his native butler to death and
     narrowly escaped a capital sentence. As it was, he suffered a long
     term of imprisonment and afterwards returned to England a morose and
     disappointed man."
242,
243,
244,
245,"For answer Holmes pushed back the frill of black lace which fringed
     the hand that lay upon our visitor's knee. Five little livid spots,
     the marks of four fingers and a thumb, were printed upon the white
     wrist."
246,"She dropped her thick black veil over her face and glided
     from the room."
247,"The ejaculation had been drawn from my companion by the fact that our
     door had been suddenly dashed open, and that a huge man had framed
     himself in the aperture. His costume was a peculiar mixture of the
     professional and of the agricultural, having a black top-hat, a long
     frock-coat, and a pair of high gaiters, with a hunting-crop swinging
     in his hand. So tall was he that his hat actually brushed the cross
     bar of the doorway, and his breadth seemed to span it across from
     side to side. A large face, seared with a thousand wrinkles, burned
     yellow with the sun, and marked with every evil passion, was turned
     from one to the other of us, while his deep-set, bile-shot eyes, and
     his high, thin, fleshless nose, gave him somewhat the resemblance to
     a fierce old bird of prey."
248,"said my companion
     quietly."
249,
250,
251,
252,screamed the old man furiously.
253,"he snarled, and hurling
     the twisted poker into the fireplace he strode out of the room."
254,"remarked the
     driver."
255,
256,"said the driver, pointing to a cluster of
     roofs some distance to the left;"
257,
258,"We got off, paid our fare, and the trap rattled back on its way to
     Leatherhead."
259,
260,said the lady.
261,
262,"Sherlock Holmes and I had no difficulty in engaging a bedroom and
     sitting-room at the Crown Inn. They were on the upper floor, and from
     our window we could command a view of the avenue gate, and of the
     inhabited wing of Stoke Moran Manor House. At dusk we saw Dr.
     Grimesby Roylott drive past, his huge form looming up beside the
     little figure of the lad who drove him. The boy had some slight
     difficulty in undoing the heavy iron gates, and we heard the hoarse
     roar of the doctor's voice and saw the fury with which he shook his
     clinched fists at him. The trap drove on, and a few minutes later we
     saw a sudden light spring up among the trees as the lamp was lit in
     one of the sitting-rooms."
263,
264,
265,"About nine o'clock the light among the trees was extinguished, and
     all was dark in the direction of the Manor House. Two hours passed
     slowly away, and then, suddenly, just at the stroke of eleven, a
     single bright light shone out right in front of us."
266,"As we passed out he exchanged a few words with the landlord,
     explaining that we were going on a late visit to an acquaintance, and
     that it was possible that we might spend the night there. A moment
     later we were out on the dark road, a chill wind blowing in our
     faces, and one yellow light twinkling in front of us through the
     gloom to guide us on our sombre errand.

     There was little difficulty in entering the grounds, for unrepaired
     breaches gaped in the old park wall. Making our way among the trees,
     we reached the lawn, crossed it, and were about to enter through the
     window when out from a clump of laurel bushes there darted what
     seemed to be a hideous and distorted child, who threw itself upon the
     grass with writhing limbs and then ran swiftly across the lawn into
     the darkness."
267,I gasped.
268,"whispered Holmes.

     I took a step forward. In an instant his strange headgear began to
     move, and there reared itself from among his hair the squat
     diamond-shaped head and puffed neck of a loathsome serpent."
269,"Well, I have
     drawn my circle, and I only wish I knew at what point upon it the
     folk that we are in search of are to be found."
270,"I think I could lay my finger on it,"
271,"Really, now!"
272,"you have formed your opinion!
     Come, now, we shall see who agrees with you. I say it is south, for
     the country is more deserted there."
273,"Of course there can be no doubt as to the nature of
     this gang."
274,"None at all,"
275,"They are coiners on a large scale, and
     have used the machine to form the amalgam which has taken the place
     of silver."
276,"There is the
     gravel-drive, and there are the rose-bushes where I lay. That second
     window is the one that I jumped from."
277,"Well, at least,"
278,"you have had your revenge upon them.
     There can be no question that it was your oil-lamp which, when it was
     crushed in the press, set fire to the wooden walls, though no doubt
     they were too excited in the chase after you to observe it at the
     time. Now keep your eyes open in this crowd for your friends of last
     night, though I very much fear that they are a good hundred miles off
     by now."
279,"it has been a pretty business for me! I have
     lost my thumb and I have lost a fifty-guinea fee, and what have I
     gained?"
280,"Experience,"
281,"Indirectly it may be of value,
     you know; you have only to put it into words to gain the reputation
     of being excellent company for the remainder of your existence."
282,"'A marriage has been arranged [it says] and will, if rumour is
     correct, very shortly take place, between Lord Robert St. Simon,
     second son of the Duke of Balmoral, and Miss Hatty Doran, the only
     daughter of Aloysius Doran. Esq., of San Francisco, Cal., U.S.A.'

     That is all."
283,"Terse and to the point,"
284,"There was a paragraph amplifying this in one of the society papers
     of the same week. Ah, here it is:"
285,
286,
287,
288,"announced our page-boy, throwing open the
     door. A gentleman entered, with a pleasant, cultured face, high-nosed
     and pale, with something perhaps of petulance about the mouth, and
     with the steady, well-opened eye of a man whose pleasant lot it had
     ever been to command and to be obeyed. His manner was brisk, and yet
     his general appearance gave an undue impression of age, for he had a
     slight forward stoop and a little bend of the knees as he walked. His
     hair, too, as he swept off his very curly-brimmed hat, was grizzled
     round the edges and thin upon the top. As to his dress, it was
     careful to the verge of foppishness, with high collar, black
     frock-coat, white waistcoat, yellow gloves, patent-leather shoes, and
     light-coloured gaiters. He advanced slowly into the room, turning his
     head from left to right, and swinging in his right hand the cord
     which held his golden eyeglasses."
289,
290,
291,"The nobleman swung his glasses a little faster and stared down into
     the fire."
292,
293,"The official detective was attired in a pea-jacket and cravat, which
     gave him a decidedly nautical appearance, and he carried a black
     canvas bag in his hand. With a short greeting he seated himself and
     lit the cigar which had been offered to him."
294,
295,
296,"said he, putting a new wedding-ring upon the top of the
     pile."
297,
298,"He took up the paper in a listless way,
     but his attention instantly became riveted, and he gave a little cry
     of satisfaction."
299,"It was indeed our visitor of the afternoon who came bustling in,
     dangling his glasses more vigorously than ever, and with a very
     perturbed expression upon his aristocratic features."
300,
301,"Then I trust that you at least will honour me with your company,"
302,"It is always a joy to meet an American, Mr.
     Moulton, for I am one of those who believe that the folly of a
     monarch and the blundering of a minister in far-gone years will not
     prevent our children from being some day citizens of the same
     world-wide country under a flag which shall be a quartering of the
     Union Jack with the Stars and Stripes."
303,"The case has been an interesting one,"
304,"because it serves to show very clearly how
     simple the explanation may be of an affair which at first sight seems
     to be almost inexplicable. Nothing could be more natural than the
     sequence of events as narrated by this lady, and nothing stranger
     than the result when viewed, for instance, by Mr. Lestrade of
     Scotland Yard."
305,"His conduct was
     certainly not very gracious."
306,"Ah, Watson,"
307,"perhaps you would not be very
     gracious either, if, after all the trouble of wooing and wedding, you
     found yourself deprived in an instant of wife and of fortune. I think
     that we may judge Lord St. Simon very mercifully and thank our stars
     that we are never likely to find ourselves in the same position. Draw
     your chair up and hand me my violin, for the only problem we have
     still to solve is how to while away these bleak autumnal evenings."
308,"He is looking
     up at the numbers of the houses."
309,"I believe that he is coming here,"
310,Here?
311,"Yes; I rather think he is coming to consult me professionally. I
     think that I recognise the symptoms. Ha! did I not tell you?"
312,No doubt you think me mad?
313,"God knows I have!--a trouble which is enough to unseat my reason, so
     sudden and so terrible is it. Public disgrace I might have faced,
     although I am a man whose character has never yet borne a stain.
     Private affliction also is the lot of every man; but the two coming
     together, and in so frightful a form, have been enough to shake my
     very soul. Besides, it is not I alone. The very noblest in the land
     may suffer unless some way be found out of this horrible affair."
314,"Pray compose yourself, sir,"
315,"and let me have a clear
     account of who you are and what it is that has befallen you."
316,
317,
318,
