number,quote
38,"The little man obeyed in a half-stupefied fashion, and we heard him
     stumbling down the stairs in the dark.





          CHAPTER VI
          Sherlock Holmes Gives a Demonstration"
39,"He mounted the steps, and, seizing a rafter with either hand, he
     swung himself up into the garret. Then, lying on his face, he reached
     down for the lamp and held it while I followed him.

     The chamber in which we found ourselves was about ten feet one way
     and six the other. The floor was formed by the rafters, with thin
     lath-and-plaster between, so that in walking one had to step from
     beam to beam. The roof ran up to an apex, and was evidently the inner
     shell of the true roof of the house. There was no furniture of any
     sort, and the accumulated dust of years lay thick upon the floor."
40,"He held down the lamp to the floor, and as he did so I saw for the
     second time that night a startled, surprised look come over his face.
     For myself, as I followed his gaze my skin was cold under my clothes.
     The floor was covered thickly with the prints of a naked
     foot,--clear, well defined, perfectly formed, but scarce half the
     size of those of an ordinary man."
41,He had recovered his self-possession in an instant.
42,"Heavy steps and the clamor of loud voices were audible from below,
     and the hall door shut with a loud crash."
43,
44,he wheezed.
45,
46,
47,"With great
     activity, considering his bulk, he sprang up the steps and squeezed
     through into the garret, and immediately afterwards we heard his
     exulting voice proclaiming that he had found the trap-door."
48,"cried the poor little man, throwing
     out his hands, and looking from one to the other of us."
49,
50,"asked Athelney Jones, in a sneering voice, but
     impressed none the less, as I could easily see, by the precision of
     the other's manner."
51,
52,"I began, but the words had a most magical
     effect, for the window instantly slammed down, and within a minute
     the door was unbarred and open. Mr. Sherman was a lanky, lean old
     man, with stooping shoulders, a stringy neck, and blue-tinted
     glasses."
53,"I confess that I had my doubts myself when I reflected upon the great
     traffic which had passed along the London road in the interval. My
     fears were soon appeased, however. Toby never hesitated or swerved,
     but waddled on in his peculiar rolling fashion. Clearly, the pungent
     smell of the creasote rose high above all other contending scents."
54,
55,
56,"It tended down towards the river-side, running through Belmont Place
     and Prince's Street. At the end of Broad Street it ran right down to
     the water's edge, where there was a small wooden wharf. Toby led us
     to the very edge of this, and there stood whining, looking out on the
     dark current beyond."
57,"Several small punts and skiffs were lying about in the water and on
     the edge of the wharf. We took Toby round to each in turn, but,
     though he sniffed earnestly, he made no sign.

     Close to the rude landing-stage was a small brick house, with a
     wooden placard slung out through the second window."
58,
59,
60,
61,
62,"The main thing with people of that sort,"
63,"is never to let them think that their
     information can be of the slightest importance to you. If you do,
     they will instantly shut up like an oyster. If you listen to them
     under protest, as it were, you are very likely to get what you want."
64,"Mr.
     Bartholomew Sholto, of Pondicherry Lodge, Upper Norwood, was found
     dead in his room under circumstances which point to foul play. As far
     as we can learn, no actual traces of violence were found upon Mr.
     Sholto's person, but a valuable collection of Indian gems which the
     deceased gentleman had inherited from his father has been carried
     off. The discovery was first made by Mr. Sherlock Holmes and Dr.
     Watson, who had called at the house with Mr. Thaddeus Sholto, brother
     of the deceased. By a singular piece of good fortune, Mr. Athelney
     Jones, the well-known member of the detective police force, happened
     to be at the Norwood Police Station, and was on the ground within
     half an hour of the first alarm. His trained and experienced
     faculties were at once directed towards the detection of the
     criminals, with the gratifying result that the brother, Thaddeus
     Sholto, has already been arrested, together with the housekeeper,
     Mrs. Bernstone, an Indian butler named Lal Rao, and a porter, or
     gatekeeper, named McMurdo. It is quite certain that the thief or
     thieves were well acquainted with the house, for Mr. Jones's
     well-known technical knowledge and his powers of minute observation
     have enabled him to prove conclusively that the miscreants could not
     have entered by the door or by the window, but must have made their
     way across the roof of the building, and so through a trap-door into
     a room which communicated with that in which the body was found. This
     fact, which has been very clearly made out, proves conclusively that
     it was no mere haphazard burglary. The prompt and energetic action of
     the officers of the law shows the great advantage of the presence on
     such occasions of a single vigorous and masterful mind. We cannot but
     think that it supplies an argument to those who would wish to see our
     detectives more decentralized, and so brought into closer and more
     effective touch with the cases which it is their duty to
     investigate."
65,Isn't it gorgeous!
66,"What
     do you think of it?"
67,"I believe that they are
     really after us."
68,"and brought 'em on sharp. Three
     bob and a tanner for tickets."
69,"Here you are,"
70,"In future they
     can report to you, Wiggins, and you to me. I cannot have the house
     invaded in this way. However, it is just as well that you should all
     hear the instructions. I want to find the whereabouts of a steam
     launch called the Aurora, owner Mordecai Smith, black with two red
     streaks, funnel black with a white band. She is down the river
     somewhere. I want one boy to be at Mordecai Smith's landing-stage
     opposite Millbank to say if the boat comes back. You must divide it
     out among yourselves, and do both banks thoroughly. Let me know the
     moment you have news. Is that all clear?"
71,"If the launch is above water they will find her,"
72,"They can go everywhere, see
     everything, overhear every one. I expect to hear before evening that
     they have spotted her. In the mean while, we can do nothing but await
     results. We cannot pick up the broken trail until we find either the
     Aurora or Mr. Mordecai Smith."
73,"Then I shall run over to Camberwell and call upon Mrs. Cecil
     Forrester. She asked me to, yesterday."
74,On Mrs. Cecil Forrester?
75,"Well, of course Miss Morstan too. They were anxious to hear what
     happened."
76,"I would not tell them too much,"
77,"Women are never to be
     entirely trusted,--not the best of them."
78,"Good-day, sir; good-day,"
79,"Yes, and I cannot be sure when he will be back. But perhaps you
     would care to wait. Take that chair and try one of these cigars."
80,"Well, I have been obliged to reconsider it. I had my net drawn
     tightly round Mr. Sholto, sir, when pop he went through a hole in the
     middle of it. He was able to prove an alibi which could not be
     shaken. From the time that he left his brother's room he was never
     out of sight of some one or other. So it could not be he who climbed
     over roofs and through trap-doors. It's a very dark case, and my
     professional credit is at stake. I should be very glad of a little
     assistance."
81,"We all need help sometimes,"
82,"No; but I am acting for him. You can tell me any message you have
     for him."
83,"I think that you might offer me a cigar too,"
84,"That is Jacobson's Yard,"
85,"We have no right to take anything for granted,"
86,"It
     is certainly ten to one that they go down-stream, but we cannot be
     certain. From this point we can see the entrance of the yard, and
     they can hardly see us. It will be a clear night and plenty of light.
     We must stay where we are. See how the folk swarm over yonder in the
     gaslight."
87,"Some one calls him a soul concealed in an animal,"
88,"Winwood Reade is good upon the subject,"
89,"He remarks
     that, while the individual man is an insoluble puzzle, in the
     aggregate he becomes a mathematical certainty. You can, for example,
     never foretell what any one man will do, but you can say with
     precision what an average number will be up to. Individuals vary, but
     percentages remain constant. So says the statistician. But do I see a
     handkerchief? Surely there is a white flutter over yonder."
90,I doubt if we shall catch her.
91,We must catch her!
92,"Heap it on,
     stokers! Make her do all she can! If we burn the boat we must have
     them!"
93,"Pile it on, men, pile it on!"
94,"Fire if he raises his hand,"
95,"See here,"
96,"We were
     hardly quick enough with our pistols."
97,"Well, Jonathan Small,"
98,"I am sorry
     that it has come to this."
99,"I don't believe that I can
     swing over the job. I give you my word on the book that I never
     raised hand against Mr. Sholto. It was that little hell-hound Tonga
     who shot one of his cursed darts into him. I had no part in it, sir.
     I was as grieved as if it had been my blood-relation. I welted the
     little devil with the slack end of the rope for it, but it was done,
     and I could not undo it again."
100,"Have a cigar,"
101,"and you had best take a pull out of my
     flask, for you are very wet. How could you expect so small and weak a
     man as this black fellow to overpower Mr. Sholto and hold him while
     you were climbing the rope?"
102,"Quite a family party,"
103,"I think I shall have a pull at that flask, Holmes.  Well, I think we
     may all congratulate each other. Pity we didn't take the other alive;
     but there was no choice. I say, Holmes, you must confess that you cut
     it rather fine. It was all we could do to overhaul her."
104,"All is well that ends well,"
105,"But I certainly did not
     know that the Aurora was such a clipper."
106,I owe it to you.
107,"No, no,"
108,"You forget that we know nothing of all this,"
109,"We have not heard your story, and we cannot tell how far justice may
     originally have been on your side."
110,"I should like to know how
     many fellows in my shoes would have refused a share of this loot when
     they knew that they would have their throats cut for their pains.
     Besides, it was my life or his when once he was in the fort. If he
     had got out, the whole business would come to light, and I should
     have been court-martialled and shot as likely as not; for people were
     not very lenient at a time like that."
111,"Go on with your story,"
112,"Well, we carried him in, Abdullah, Akbar, and I. A fine weight he
     was, too, for all that he was so short. Mahomet Singh was left to
     guard the door. We took him to a place which the Sikhs had already
     prepared. It was some distance off, where a winding passage leads to
     a great empty hall, the brick walls of which were all crumbling to
     pieces. The earth floor had sunk in at one place, making a natural
     grave, so we left Achmet the merchant there, having first covered him
     over with loose bricks. This done, we all went back to the treasure."
113,"I don't know that I have anything else to tell you. I had heard a
     waterman speak of the speed of Smith's launch, the Aurora, so I
     thought she would be a handy craft for our escape. I engaged with old
     Smith, and was to give him a big sum if he got us safe to our ship.
     He knew, no doubt, that there was some screw loose, but he was not in
     our secrets. All this is the truth, and if I tell it to you,
     gentlemen, it is not to amuse you,--for you have not done me a very
     good turn,--but it is because I believe the best defence I can make
     is just to hold back nothing, but let all the world know how badly I
     have myself been served by Major Sholto, and how innocent I am of the
     death of his son."
114,"A very remarkable account,"
115,"A fitting wind-up
     to an extremely interesting case. There is nothing at all new to me
     in the latter part of your narrative, except that you brought your
     own rope. That I did not know. By the way, I had hoped that Tonga had
     lost all his darts; yet he managed to shoot one at us in the boat."
116,"He had lost them all, sir, except the one which was in his blow-pipe
     at the time."
117,"Ah, of course,"
118,I had not thought of that.
119,Is there any other point which you would like to ask about?
120,"I think not, thank you,"
121,"You are a man to be humored,
     and we all know that you are a connoisseur of crime, but duty is
     duty, and I have gone rather far in doing what you and your friend
     asked me. I shall feel more at ease when we have our story-teller
     here safe under lock and key. The cab still waits, and there are two
     inspectors down-stairs. I am much obliged to you both for your
     assistance. Of course you will be wanted at the trial. Good-night to
     you."
122,
123,"And he stretched his long white hand up for it.









     ----------
     This text is provided to you"
