number,quote
51,"“I don’t believe in idleness,”"
52,"“And certainly not for young people. It’s not as though Megan was pretty or attractive or anything like that. Sometimes I think the girl’s half-witted. A great disappointment to her mother. The father, you know,”"
53,"“was definitely a wrong ’un. Afraid the child takes after him. Painful for her mother. Oh, well, it takes all sorts to make a world, that’s what I say.”"
54,"“Fortunately,”"
55,"“Yes, it wouldn’t do if we were all made to one pattern. But I don’t like to see anyone not getting all they can out of life. I enjoy life myself and I want everyone to enjoy it too. People say to me you must be bored to death living down there in the country all the year round. Not a bit of it, I say. I’m always busy, always happy! There’s always something going on in the country. My time’s taken up, what with my Guides, and the Institute and various committees—to say nothing of looking after Owen.”"
56,"“A great disappointment to her mother. The father, you know,”"
57,"“was definitely a wrong ’un. Afraid the child takes after him. Painful for her mother. Oh, well, it takes all sorts to make a world, that’s what I say.”"
58,"“Fortunately,”"
59,"“Yes, it wouldn’t do if we were all made to one pattern. But I don’t like to see anyone not getting all they can out of life. I enjoy life myself and I want everyone to enjoy it too. People say to me you must be bored to death living down there in the country all the year round. Not a bit of it, I say. I’m always busy, always happy! There’s always something going on in the country. My time’s taken up, what with my Guides, and the Institute and various committees—to say nothing of looking after Owen.”"
60,"“Fortunately,”"
61,“jolly”
62,"“Yes, it wouldn’t do if we were all made to one pattern. But I don’t like to see anyone not getting all they can out of life. I enjoy life myself and I want everyone to enjoy it"
63,quote
64,quote
65,quote
66,“I’ll admit to disappointment.”
67,“Too much of an Amazon for me.”
68,"“You think I’m completely fickle,”"
69,"“When people like Paul are in question, I’m only too glad that you should be.”"
70,"“Possibly, though I doubt it. Anyway, from all I’ve heard, geniuses are people to be heartily disliked. One thing, you won’t find any geniuses down here.”"
71,"“You’ll have to fall back upon Owen Griffith,”"
72,“He’s the only unattached male in the place. Unless you count old Colonel Appleton. He was looking at you like a hungry bloodhound most of the afternoon.”
73,“Don’t pretend. You’re never embarrassed.”
74,“You’re going to hunt the man down in cold blood.”
75,"“Leave the poor devil alone,”"
76,“How dare he cross the street when he saw me coming?”
77,"“All you women are alike. You harp on one theme. You’ll have Sister Aimée gunning you, too, if I’m not mistaken.”"
78,"“She dislikes me already,”"
79,"“We have come down here,”"
80,"“But peace and quiet were the last things we were to have,”"
81,quote
82,"“It’s nice of you to say that, Mr. Symmington. You must let me do all I can to help. Don’t worry about the children—I’ll see to them, and I’ve got the servants calmed down, and if there’s anything I can do, letterwriting or telephoning, don’t hesitate to ask me.”"
83,“Stay with you? In your house?”
84,"“Oh, do take me away! Please do. It’s so awful, being here, and feeling so wicked.”"
85,“I’m sorry for doing this. It seems idiotic.”
86,“Not at all. Have another handkerchief.”
87,"“It’s lovely,” she said. “Can I have another?”"
88,"“Please don’t be grateful,” said Joanna. “It will embarrass me. I was speaking the truth when I said we should be glad to have you. Jerry and I have used up all our conversation. We can’t think of anymore things to say to each other.”"
89,"“I’ve been thinking about that, and I think I know the answer. It was because that awful old father of theirs always insisted on such a lot of sucking up. When you’ve always got to be saying thank you and how kind and all the rest of it, it would make you go a bit rotten and queer inside, and you’d just long to be able to be beastly for a change—and when you got the chance, you’d probably find it went to your head and you’d go too far. Old Lear was pretty awful, wasn’t he? I mean, he did deserve the snub Cordelia gave him.”"
90,quote
91,"At best, it’s woolgathering. What Megan needs is good hard work—something to give her an interest in life. You’ve no idea what a difference that makes to a girl. I know a lot about girls. You’d be surprised at the difference even becoming a Guide makes to a girl. Megan’s much too old to spend her time lounging about and doing nothing."
92,"I know. I had no patience with that attitude of hers. Of course she’s dead now, poor woman, so one doesn’t want to say much, but she was a perfect example of what I call the unintelligent domestic type. Bridge and gossip and her children—and even there that Holland girl did all the looking after them. I’m afraid I never thought very much of Mrs. Symmington, although of course I never suspected the truth."
93,"I was terribly sorry for Dick Symmington, its all having to come out as it did at the inquest. It was awful for him."
94,"You see, I’ve known Dick Symmington a long time."
95,Really? I understood from your brother that he only bought this practice a few years ago.
96,"Oh yes, but Dick Symmington used to come and stay in our part of the world up north. I’ve known him for years."
97,"I know Dick very well… He’s a proud man, and very reserved. But he’s the sort of man who could be very jealous."
98,"Good Lord, do you think any woman would go and swallow a lot of cyanide of potassium for an accusation that wasn’t true?"
99,That’s what I did.
100,"Well, yes. But I didn’t let it worry me!"
101,"Naturally. These things always are. The ravings of a lunatic. I read a few words of it, realized what it was and chucked it straight into the wastepaper basket."
102,You didn’t think of taking it to the police?
103,Not then. Least said soonest mended—that’s what I felt.
104,No smoke without fire!
105,quote
106,"Oh well, we all know what the Chinese are like!"
107,It doesn’t appeal to you?
108,"Your attitude, Mr. Burton, is typical of that of most men. You dislike the idea of women working—of their competing—"
109,It is incredible to you that women should want a career. It was incredible to my parents. I was anxious to study for a doctor. They would not hear of paying the fees. But they paid them readily for Owen. Yet I should have made a better doctor than my brother.
110,"Oh, I’ve got over it now. I’ve plenty of willpower. My life is busy and active. I’m one of the happiest people in Lymstock. Plenty to do. But I do go up in arms against the silly old-fashioned prejudice that women’s place is always the home."
111,"No, poor child. She’ll be a misfit anywhere, I’m afraid. Her father, you know—"
112,"Everyone says ‘her father’ and drops their voice, and that is that. What did the man do? Is he alive still?"
113,"I really don’t know. And I’m rather vague myself, I’m afraid. But he was definitely a bad lot. Prison, I believe. And a streak of very strong abnormality. That’s why it wouldn’t surprise me if Megan was a bit ‘wanting.’"
114,I’m afraid your sister must find it very dull down here.
115,Doctor’s orders. I was to come somewhere very quiet where nothing ever happened.
116,"No, no, indeed."
117,You know—it’s got to be put a stop to—all this beastliness! We can’t have it going on.
118,Aren’t the police doing anything?
119,Nonsense! We probably have far more sense and intelligence! A little determination is all that is needed.
120,You know—it’s got to be put a stop to—all this beastliness! We can’t have it going on.
121,"But I really meant, the—the unpleasantness behind it."
122,I do hope that that child—that she hasn’t been too much upset by all this dreadful business?
123,quote
124,"This has been a terrible shock to me, Mr. Burton"
125,"Oh, you mean Mrs. Symmington?"
126,"Oh, I think so, dear. If suicide is your idea of escape from trouble then it doesn’t very much matter what the trouble is."
127,"The woman who wrote the letters, of course."
128,"I don't think, I shall waste sympathy on her."
129,"Mrs. Calthrop, who this woman is?”"
130,"I can guess. But then I might be wrong, mightn’t I?”"
131,"why have you never married, Mr. Burton?”"
132,"but it wouldn’t be a very good answer, because so many men have obviously married the wrong woman.”"
133,quote
134,"It's nice, isn't it?"
135,"Well, Miss Barton wanted to let the house. She put it down at the house agents."
136,"Forced to it. And she living so frugal and careful. But even then, the government can't leave her alone! Has to have its pound of flesh just the same."
137,Parlourmaid I was for fifteen years there.
138,"Well, Miss Barton wanted to let the house. She put it down at the house agents."
139,"Forced to it. And she living so frugal and careful. But even then, the government can't leave her alone! Has to have its pound of flesh just the same."
140,"Plenty of money there was in the old lady's time. And then they all died off one by one, poor dears. Miss Emily nursing of them one after the other. Wore herself out she did, and always so patient and uncomplaining. But it told on her, and then to have worry about money on top of it all!"
141,"Shares not bringing in what they used to, so she says, and why not, I should like to know? They ought to be ashamed of themselves. Doing down a lady like her who's got no head for figures and can't be up to their tricks."
142,quote
143,"It’s very good of you to come to such a feminine meal as tea, Mr. Burton."
144,It’s very nice to see such devotion between brother and sister.
145,"Wonderful, quite wonderful. Her energy and her organizing powers are really splendid. She’s so good with girls too. And she’s so practical and up-to-date in every way. She really runs this place. And absolutely devoted to her brother. It’s very nice to see such devotion between brother and sister."
146,She has sacrificed a great deal for his sake.
147,"Oh, no, no, that would be quite impossible."
148,"Oh, I don’t know how I would manage about my luggage—and going ashore at foreign ports—and all the different currencies—"
149,"You know, dear, she is really a very odd woman. The things she says sometimes."
150,"She is a very well-bred woman. She was a Miss Farroway of Bellpath, very good family, but these old families sometimes are a little peculiar, I believe. But she is devoted to her husband who is a man of very fine intellect—wasted, I am sometimes afraid, in this country circle. A good man, and most sincere, but I always find his habit of quoting Latin a little confusing."
151,"The schoolmistress here is a most unpleasant young woman. Quite Red, I’m afraid. She lowered her voice over the word “Red.”"
152,quote
153,"“It didn’t matter to me,”"
154,"“It wasn’t me who thought of asking her! She rang up herself, said she’d something on her mind and could she come here, it being her day off. And I said, yes, subject to your permission which I obtained. And after that, not a sound or sign of her! And no word of apology either, though I should hope I’ll get a postcard tomorrow morning. These girls nowadays—don’t know their place—no idea of how to behave.”"
155,quote
156,"“Somebody’s rung up the police, I suppose?”"
157,"“There you are, young woman,”"
158,"“Dish out a good strong cup of that tea for Miss Megan,”"
159,"“That’ll do,”"
160,“I can trust you to look after Miss Megan?”
161,"“Oh yes, sir.”"
162,"“I went through into the house. If I knew Rose and her kind, she would soon find it necessary to keep her strength up with a little food, and that would be good for Megan too. Confound these people, why couldn’t they look after the child?”"
163,"“Oh, Mr. Burton, isn’t it awful? Whoever can have done such a dreadful thing?”"
164,"“No,”"
165,“I must go up to the boys. Mr. Symmington is so anxious that they shouldn’t get a shock. He wants me to keep them right away.”
166,“I hope somebody is looking after her?”
167,"“I do hope she’s all right. I’ve been so rushed, you know, and the police and everything—but it was remiss of me. Poor girl, she must be feeling bad. I’ll go and look for her at once.”"
168,"“She’s all right,”"
169,“You get along to the kids.”
170,“I told Megan to stay with Rose.”
171,“I will say for Elsie Holland that she looked conscience stricken.”
172,"“Oh, Mr. Burton,”"
173,“I was just going to telephone you. I’m glad you are here.”
174,“I’ll use this room if I may.”
175,"“Thank you, superintendent, I’ll take your advice.”"
176,“You’ve got here very quickly? How did you hear?”
177,“Why was that?”
178,“I don’t think so. But you can ask her.”
179,“Yes. I shall come up and see her when I’ve finished here.”
180,“What happened exactly?”
181,“Near enough. It was the maids’ day out—”
182,“Both of them?”
183,“She knew something?”
184,quote
185,"It’s maddening,” I said, “not to know."
186,It’s simple—and convincing—and it means that Agnes knew who the anonymous letter writer was.
187,"But the more she thought about it, the more uneasy she grew. Ought she, perhaps, to tell someone about it?"
188,"As I see it, the girl didn’t realize what she had seen. Not at first. Somebody had left a letter at the house, yes—but that somebody was nobody she would dream of connecting with the anonymous letters. It was somebody, from that point of view, quite above suspicion."
189,"But the more she thought about it, the more uneasy she grew. Ought she, perhaps, to tell someone about it?"
190,Anyone overhear you?
191,That’s two ways it could have gone all over the place.
192,Do you mean that either Miss Griffith or Mr. Pye would bother to repeat a meaningless little bit of information like that?
193,Anything’s news in a place like this. You’d be surprised.
194,If the dressmaker’s mother has got a bad corn everybody hears about it!
195,"And then there is this end. Miss Holland, Rose—they could have heard what Agnes said. And there’s Fred Rendell. It may have gone round through him that Agnes went back to the house that afternoon."
196,"All the same, this narrows things down. That’s always the way we get ’em in the end. Steady, patient elimination. There aren’t so very many people it could be now."
197,You mean—?
198,"It knocks out any women clerks who were at their work all yesterday afternoon. It knocks out the schoolmistress. She was teaching. And the district nurse. I know where she was yesterday. Not that I ever thought it was any of them, but now we’re sure."
199,"You see, Mr. Burton, we’ve got two definite times now on which to concentrate—yesterday afternoon, and the week before."
200,"What do I think? I think a certain lady walked up to the front door and rang the bell, quite calm and smiling, the afternoon caller… Maybe she asked for Miss Holland, or for Miss Megan"
201,Miss Holland?”
202,"I know. And sometimes people don’t like to admit they’ve had them. But it’s very important in this case that we should know. We’re quite aware that the statements in them are just a tissue of lies, so you needn’t feel embarrassed.”"
203,"” he said, “that’s that! She says she hasn’t received any of these letters. And she sounds as though she’s speaking the truth.”"
204,"” said Nash. “Then what I want to know is, why the devil hasn’t she?”"
205,she’s uncommonly good-looking. And she’s young. In fact she’s just the meat an anonymous letter writer would like. Then why has she been left out?”
206,isn’t she?”
207,she’s uncommonly good-looking. And she’s young. In fact she’s just the meat an anonymous letter writer would like. Then why has she been left out?”
208,you know. I must mention it to Graves. He asked if we could tell him definitely of anyone who hadn’t had one.”
209,"” I said. “There’s Emily Barton, remember.”"
210,the girl only said she was worried about something and didn’t know what to do and that she’d like Miss Partridge’s advice.”
211,"you might say, is against humanity.”"
212,do you?”
213,’”
214,quote
215,None
216,None
217,None
218,None
219,None
220,None
221,None
222,None
223,None
224,None
225,None
226,None
227,None
228,None
229,None
230,None
231,None
232,None
233,None
234,None
235,None
236,None
237,None
238,None
239,None
240,None
241,None
242,None
243,None
244,None
245,None
246,None
247,None
248,None
249,None
250,None
251,None
252,None
253,None
254,None
255,None
256,None
257,None
258,None
259,None
260,None
261,None
262,None
263,None
264,None
265,None
266,None
267,None
268,None
269,None
270,None
271,None
272,None
273,None
274,None
275,None
276,None
277,None
278,None
279,None
280,None
281,None
282,None
283,None
284,None
285,quote
286,
287,"excited—pink cheeks—shining eyes—surely not because—not because—"""
288,
289,
290,
291,
292,of course.”
293,
294,quote
295,We have so little to talk about in the country!
296,"Such a nice little maid, and so willing, but sometimes just a little slow to take in things."
297,"But tell me, dear, what do the village people—I mean the townspeople—say? What do they think?"
298,"That’s right, isn’t it, Mrs. Dane Calthrop?"
299,She’s a very silly woman. Likes to show off. Goes out to gather herbs and things at the full of the moon and takes care that everybody in the place knows about it.
300,"And silly girls go and consult her, I suppose?"
301,"Oh! But the girl was killed with a skewer, so I hear—(very unpleasant!)."
302,"Well, naturally, that takes all suspicion away from this Mrs. Cleat. Because, you see, she could ill-wish her, so that the girl would waste away and die from natural causes."
303,Strange how the old beliefs linger.
304,"It isn’t superstition we’ve got to deal with here, but facts."
305,"As you say, Mr. Burton, now you—excuse me if I am being too personal—are a stranger here, and have a knowledge of the world and of various aspects of life. It seems to me that you ought to be able to find a solution to this distasteful problem."
306,The best solution I have had was a dream. In my dream it all fitted in and panned out beautifully. Unfortunately when I woke up the whole thing was nonsense!
307,"How interesting, though. Do tell me how the nonsense went!"
308,"Only Elsie Holland—the Symmingtons’ nursery governess, you know, was getting married to Dr. Griffith and the vicar here was reading the service in Latin—(‘Very appropriate, dear,’ murmured Mrs. Dane Calthrop to her spouse) and then Mrs. Dane Calthrop got up and forbade the banns and said it had got to be stopped!"
309,And I was quite right.
310,But where did a telephone message come in?
311,Will you think me very inquisitive and very rude if I ask just what that message was?
312,quote
313,"I should be inclined, myself, to look for somebody very sane."
314,That’s very important.
315,"If the police think that, there will have to be, no doubt."
316,"I’m afraid, that the people who are young and pretty are apt to be singled out by the writer."
317,"Let me see, Is that the Symmingtons’ nursery governess—the one you dreamt about, Mr. Burton?"
318,Now that’s very interesting. That’s the most interesting thing I’ve heard yet.
319,"I’m banking on the fact that an anonymous letter writer can’t stop writing letters. She may know it’s dangerous, but she’ll have to do it. It’s like a craving for drink or drugs."
320,But the envelopes present a difficulty. She’ll want to type them on the same machine. She can’t risk using another typewriter or her own handwriting.
321,Maybe.
322,But you suspect?
323,"But somebody’s very cunning, Mr. Burton. Somebody knows all the tricks of the game."
324,"Oh well, It can’t be helped. Better luck next time."
325,How are you getting on?
326,"All right, I suppose."
327,"Unkind—but probably true,"
328,quote
329,
330,"” she said when the man had gone. “You are sudden, aren’t you?”"
331,
332,” I said. “It runs in our family.”
333,
334,
335,"I do,” said Megan. “I always went through it to school. And I’ve been to the dentist there and to a pantomime.”"
336,
337,"” I said darkly, “will be a different London.”"
338,
339,” I said.
340,
341,
342,
343,"I want her turned out right in every particular from head to foot. Carte blanche. Stockings, shoes, undies, everything! By the way, the man who does Joanna’s hair is close round here, isn’t he?”"
344,
345,
346,
347,"I shall enjoy it—apart from the money—and that’s not to be sneezed at in these days—half my damned brutes of women never pay their bills. But as I say, I shall enjoy it.”"
348,
349,
350,"and I saying you were asleep in your bed. The master and Miss Holland""—(slight sniff after Miss Holland’s name)—“had early supper and went for a drive. I said I’d keep an eye to the boys. I thought I heard you come in when I was up in the nursery trying to quiet Colin, who was playing up, but you weren’t about when I came down so I thought you’d gone to bed. And that’s what I said when the master came in and asked for you."","
351,”
352,quote
353,"“Mrs. Dane Calthrop is a very remarkable woman, you know. She’s nearly always right.”"
354,"“Sincerity has that effect,”"
355,quote
356,"“He says he won’t have me, Jerry. He’s very, very proud and stiff!”"
357,"“Somehow or other, Jerry, that doesn’t comfort me much just now….”"
358,"“My girl won’t have me, either….”"
359,“The Burton family isn’t exactly in demand at the moment!”
360,"“Never mind, my sweet, we still have each other,”"
361,"“Somehow or other, Jerry, that doesn’t comfort me much just now….”"
362,
363,
364,“What ridiculous nonsense! As though I’d write a packet of indecent stuff like that. You must be mad. I’ve never written a word of the kind.”
365,“Aimée?”
366,“She wouldn’t take it like that if it were. But I would never have believed it. I can’t believe it.”
367,"“I couldn’t take it in at first. I’m all right now. Thanks, Burton, but there’s nothing you can do. Nothing anyone can do.”"
368,"“He says he won’t have me, Jerry. He’s very, very proud and stiff!”"
369,quote
370,"""It isn't true, Mr. Burton. I'm sure it isn't true."""
371,"""But that is horrible—really wicked."""
372,"""Oh dear, oh dear, what can one do?"""
373,"""There must be something. But I am so old and so ignorant, and I am afraid, so foolish."""
374,"""I wanted to speak to you. No, don't go after Megan now. It wouldn't be wise."""
375,"""That girl has great courage—a very high order of courage."""
376,"""Don't try and see her now. I do know what I am talking about. She must keep her courage intact."""
377,"""I'm not the wife for you. I'm better at hating than loving."""
378,quote
379,"Nothing more. It stands to reason, he couldn’t risk her being poisoned."
380,One sees a good deal of human nature living in a village all the year round.
381,"The great thing is in these cases to keep an absolutely open mind. Most crimes, you see, are so absurdly simple."
382,"The truth was really so very obvious. You saw it, you know, Mr. Burton."
383,But you do.
384,It wasn’t a he.
385,"That’s my expert, Jane Marple. Look at her well. I tell you, that woman knows more about the different kinds of human wickedness than anyone I’ve ever known."
386,"I don’t think you should put it quite like that, dear."
387,One sees a good deal of human nature living in a village all the year round.
388,Very unpleasant!
389,"The great thing is in these cases to keep an absolutely open mind. Most crimes, you see, are so absurdly simple."
390,But you do.
391,quote
392,Indeed I did not.
393,"You indicated the whole thing to me. You saw perfectly the relationship of one thing to the other, but you just hadn’t enough self-confidence to see what those feelings of yours meant."
394,"To begin with, that tiresome phrase ‘No smoke without fire.’ It irritated you, but you proceeded quite correctly to label it for what it was—a smoke screen. Misdirection, you see—everybody looking at the wrong thing—the anonymous letters, but the whole point was that there weren’t any anonymous letters!"
395,"Oh yes, but they weren’t real at all. Dear Maud here tumbled to that. Even in peaceful Lymstock there are plenty of scandals, and I can assure you any woman living in the place would have known about them and used them. But a man, you see, isn’t interested in gossip in the same way—especially a detached logical man like Mr. Symmington. A genuine woman writer of those letters would have made her letters much more to the point."
396,"So you see that if you disregard the smoke and come to the fire you know where you are. You just come down to the actual facts of what happened. And putting aside the letters, just one thing happened—Mrs. Symmington died."
397,"So then, naturally, one thinks of who might have wanted Mrs. Symmington to die, and of course the very first person one thinks of in such a case is, I am afraid, the husband. And one asks oneself is there any reason?—any motive?—for instance, another woman?"
398,"I’m afraid, you know, that gentlemen, when they fall in love at a certain age, get the disease very badly. It’s quite a madness. And Mr. Symmington, as far as I can make out, was never actually a good man—he wasn’t very kind or very affectionate or very sympathetic—his qualities were all negative—so he hadn’t really the strength to fight his madness. And in a place like this, only his wife’s death would solve his problem. He wanted to marry the girl, you see. She’s very respectable and so is he. And besides, he’s devoted to his children and didn’t want to give them up. He wanted everything, his home, his children, his respectability and Elsie. And the price he would have to pay"
399,quote
400,"""Oh, my dear, surely you have realized that Miss Griffith had been in love with Symmington all her life?"""
401,"“Oh, my dear, surely you have realized that Miss Griffith had been in love with Symmington all her life?”"
402,"“And then the gossip began spreading about Elsie Holland and I expect that upset her badly. She thought of the girl as a designing minx worming her way into Symmington’s affections and quite unworthy of him. And so, I think, she succumbed to temptation. Why not add one more anonymous letter, and frighten the girl out of the place? It must have seemed quite safe to her and she took, as she thought, every precaution.”"
403,"“I should imagine,” “that when Miss Holland showed that letter to Symmington he realized at once who had written it, and he saw a chance to finish the case once and for all, and make himself safe. Not very nice—no, not very nice, but he was frightened, you see. The police wouldn’t be satisfied until they’d got the anonymous letter writer. When he took the letter down to the police and he found they’d actually seen Aimée writing it, he felt he’d got a chance in a thousand of finishing the whole thing.”"
404,"“He took the family to tea there that afternoon and as he came from the office with his attaché case, he could easily bring the tornout book pages to hide under the stairs and clinch the case. Hiding them under the stairs was a neat touch. It recalled the disposal of Agnes’s body, and, from the practical point of view, it was very easy for him. When he followed Aimée and the police, just a minute or two in the hall passing through would be enough.”"
405,"“My dear young man, something had to be done. There was no evidence against this very clever and unscrupulous man. I needed someone to help me, someone of high courage and good brains. I found the person I needed.”"
406,"“Yes, it was dangerous, but we are not put into this world, Mr. Burton, to avoid danger when an innocent fellow-creature’s life is at stake. You understand me?”"
