number,quote
73,"Well, I didn't hear him leave. He can't have stayed more than a couple of minutes. The mistress isn't back from town yet."
74,Where she wouldn’t be likely to hear anything that went on in here. It's a nasty business. Who knew that Protheroe was coming here this evening?
75,Meaning that the whole village knew it? Which they always do in any case. Know of anyone who had a grudge against him?
76,quote
77,"""I don't guarantee the time absolutely,"""
78,"""That is an approximate estimate."""
79,"""Yes, but I'd like to tell you—"""
80,"""Absolute silence,"""
81,"""I'd just like to say—"""
82,"""I think you ought to know—"""
83,"""We'll go into all that later. I'd be obliged if you gentlemen will clear out of here. Right out, if you please."""
84,"""The mistress is back,"""
85,"""Come in about five minutes ago."""
86,"""The letter is headed 6:20,"""
87,"""And the clock fell over and has stopped at 6:22."""
88,"""No,"""
89,"""But, Len,"""
90,"""That makes the whole thing perfectly extraordinary."""
91,"""I was feeling what I can only describe as “mulish.”"""
92,"""If you had only listened to me, Inspector Slack…."""
93,"""You know, Len, she was really very quiet—very queer indeed."""
94,quote
95,"It shows a true state of remorse, I suppose"
96,"Oh, but surely, dear, dear Vicar, you don’t think that he is guilty?"
97,"Naturally. There’s always a reason, isn’t there? And young men are so hot-headed and often prone to believe the worst."
98,"Don’t you agree with me, my dear?"
99,"I know that I am very often rather foolish and don’t take in things as I should, but I really do not see your point."
100,"It seems to me that if a young man had made up his mind to the great wickedness of taking a fellow creature’s life, he would not appear distraught about it afterwards."
101,And it does not seem to me that the facts bear the interpretation you put upon them.
102,quote
103,"It is often so much better to let things develop on their own lines. I don’t think, you know, that that child is half so vague as she pretends to be. She’s got a very definite idea in her head and she’s acting upon it."
104,Very curious. Very curious indeed. But the note seems to me even more curious still. I mean—
105,quote
106,
107,"the narrator mentions Marple several times, describing her thoughts and observations throughout the story."
108,quote
109,“Yes.”
110,“Did you tell him?”
111,“Yes—I told him….”
112,“Can’t you go away now? I’ve told you. I don’t want to talk about it anymore.”
113,"“Where did you get the pistol, Mrs. Protheroe?”"
114,"“The pistol! Oh, it was my husband’s. I got it out of the drawer of his dressing table.”"
115,“I see. And you took it with you to the Vicarage?”
116,“Yes. I knew he would be there—”
117,“What time was this?”
118,“It must have been after six—quarter—twenty past—something like that.”
119,“No—I—meant it for myself.”
120,“And then?”
121,"“Then? Oh, then I went away.”"
122,“And told Mr. Redding what you had done?”
123,"“No—at least, yes. Old Miss Marple. I talked to her for a few minutes. She was in her garden.”"
124,“Isn’t that enough? I’ve told you. Why do you want to go on bothering me?”
125,“Did anybody see you entering or leaving the Vicarage?”
126,"“As a matter of fact, he didn’t see me. Because, you see, just at that minute I was bending right over—trying to get up one of those nasty dandelions, you know. So difficult. And then he went through the gate and down to the studio.”"
127,“Perhaps she was sitting for him?”
128,“Perhaps.”
129,“And they came out—when?”
130,“About ten minutes later.”
131,"“They strolled out through the garden gate and along the lane, and just at that minute, Dr. Stone came down the path leading to the Hall, and climbed over the stile and joined them. They all walked towards the village together. At the end of the lane, I think, but I can’t be quite sure, they were joined by Miss Cram. I think it must have been Miss Cram because her skirts were so short.”"
132,“
133,quote
134,"“I rather thought it might happen,”"
135,"“I think dear Lettice thought so, too. She’s really a very sharp girl. Not always very scrupulous, I’m afraid. So Anne Protheroe says she killed her husband. Well, well. I don’t think it’s true. No, I’m almost sure it isn’t true. Not with a woman like Anne Protheroe. Although one never can be quite sure about anyone, can one? At least that’s what I’ve found. When does she say she shot him?”"
136,“At twenty minutes past six. Just after speaking to you.”
137,"“Well, that she didn’t do,”"
138,“I can swear to that. She’d no such thing with her.”
139,“You mightn’t have seen it.”
140,“Of course I should have seen it.”
141,“If it had been in her handbag.”
142,“She wasn’t carrying a handbag.”
143,"“Well, it might have been concealed—er—upon her person.”"
144,"“My dear Colonel Melchett, you know what young women are nowadays. Not ashamed to show exactly how the creator made them. She hadn’t so much as a handkerchief in the top of her stocking.”"
145,"“You must admit that it all fits in,”"
146,“Do you mean you haven’t told him about that clock yet?”
147,"“If Miss Marple says she had no pistol with her, you can take it for granted that it is so,”"
148,"“If there was the least possibility of such a thing, Miss Marple would have been on to it like a knife.”"
149,"“If you were to tell Mr. Redding what Mrs. Protheroe has done and then explain that you don’t really believe it is her. And then if you were to go to Mrs. Protheroe and tell her that Mr. Redding is all right—why then, they might each of them tell you the truth. And the truth is helpful, though I dare say they don’t know very much themselves, poor things.”"
150,"“Oh, I wouldn’t say that,"
151,quote
152,“They must be chumps!” in a tone of wonder and scorn.
153,"“He’s a queer one. You never can tell with him. All wrapped up in the past. He’d a hundred times rather look at a nasty old bronze knife out of those humps of ground than he would see the knife Crippen cut up his wife with, supposing he had a chance to.”"
154,quote
155,"""We've been discussing all sorts of possibilities,"""
156,"""but after all, that is a very sound way of arriving at the truth. It's really what people call intuition and make such a fuss about. Intuition is like reading a word without having to spell it out. A child can't do that because it has had so little experience. But a grown-up person knows the word because they've seen it often before. You catch my meaning, Vicar?"""
157,"""Exactly."""
158,"""That is just the difficulty. So many parallels come to the mind. For instance, there was Major Hargreaves, a churchwarden and a man highly respected in every way. And all the time he was keeping a separate second establishment—a former housemaid, just think of it! And five children—actually five children—a terrible shock to his wife and daughter."""
159,"""And then there was that laundry business,"""
160,"""Miss Hartnell's opal pin—left most imprudently in a frilled blouse and sent to the laundry. And the woman who took it didn't want it in the least and wasn't by any means a thief. She simply hid it in another woman's house and told the police she'd seen this other woman take it. Spite, you know, sheer spite. It's an astonishing motive—spite. A man in it, of course. There always is."""
161,"""And then there was poor Elwell's daughter—such a pretty ethereal girl—tried to stifle her little brother. And there was the money for the Choir Boys' Outing (before your time, Vicar) actually taken by the organist. His wife was sadly in debt. Yes, this case makes one think so many things—too many. It's very hard to arrive at the truth."""
162,"""The seven suspects?"""
163,"""Did I? Yes, I remember I did."""
164,"""Oh! Certainly it was true. But I mustn't mention names. You can think of them quite easily yourself. I am sure."""
165,"""And you, my dear?"""
166,"""Rather to my surprise Griselda coloured up. Something very like tears started into her eyes. She clenched both her small hands."""
167,"""Oh!”"
168,quote
169,"""At twenty minutes past six?"""
170,"""Exactly"""
171,"""He’d hear the door and look up."""
172,"""Colonel Protheroe was rather deaf, you remember."""
173,"""Then that shot I heard—yes, I suppose it is quite possible. And I thought nothing about it—nothing at all. Most vexing. And yet, now I try to recollect, it does seem to me that it was different from the usual sort of shot one hears. Yes, there was a difference."""
174,"""Louder?"""
175,"""No, Miss Marple didn’t think it had been louder. In fact, she found it hard to say in what way it had been different, but she still insisted that it was."""
176,"""Exactly"""
177,"""Supposing that round about 6:30 Colonel Protheroe got impatient and sat down to say he couldn’t wait any longer. And as he was sitting there writing, someone came in through the window—"""
178,"""Or through the door,"""
179,"""He’d hear the door and look up."""
180,"""Then that shot I heard—yes, I suppose it is quite possible. And I thought nothing about it—nothing at all. Most vexing. And yet, now I try to recollect, it does seem to me that it was different from the usual sort of shot one hears. Yes, there was a difference."""
181,"""Supposing that round about 6:30 Colonel Protheroe got impatient and sat down to say he couldn’t wait any longer. And as he was sitting there writing, someone came in through the window—"""
182,"""Then that shot I heard—yes, I suppose it is quite possible. And I thought nothing about it—nothing at all. Most vexing. And yet, now I try to recollect, it does seem to me that it was different from the usual sort of shot one hears. Yes, there was a difference."""
183,"""If only,"""
184,quote
185,I’m almost sure it was there the day before yesterday. I remember pushing it aside to get an old pipe. I think it was the day before yesterday—but it may have been the day before that.
186,It seems so—yes.
187,Is that exactly how it was?
188,I think exactly.
189,It was while he was sitting there.
190,"When was the last time you were at the cottage, Mrs. Protheroe?"
191,"Where were you in the habit of seeing Mr. Redding, if I may ask?"
192,Isn’t that enough?
193,"I really think, Melchett,”"
194,"”I think Melchett,”"
195,""""
196,"of course,"""
197,""""
198,"are you?"""
199,"Dennis."""
200,"it's only a joke."""
201,"Clement."""
202,"too?"""
203,"you can't."""
204,"I should like to know?"""
205,"Mrs. Price Ridley."""
206,"insulted. I’m not accustomed to such things happening. Ever since the war there has been a loosening of moral fibre. Nobody minds what they say, and as to the clothes they wear—"""
207,""""
208,quote
209,“I was rung up—”
210,“That I decline to state.”
211,“It wasn’t that kind of thing.”
212,"“At first, I must admit, I was quite taken in. I thought it was a genuine message. Then the—er—person became abusive.”"
213,“Most abusive. I was quite alarmed.”
214,“Yes. I am not accustomed to being threatened.”
215,“Not exactly.”
216,"“It was all so upsetting. But right at the end—when I was really very upset, this—this—wretch laughed.”"
217,"“It was a degenerate voice. I can only describe it as a kind of perverted voice. Now gruff, now squeaky. Really a very peculiar voice.”"
218,“This creature began by saying—I can hardly bring myself to repeat it—”
219,"“‘You are a wicked scandal-mongering old woman!’ Me, Colonel Melchett—a scandal-mongering old woman. ‘But this time you’ve gone too far. Scotland Yard are after you for libel.’”"
220,"“‘Unless you hold your tongue in future, it will be the worse for you—in more ways than one.’ I can’t describe to you the menacing way that was said. I gasped, ‘who are you?’ faintly—like that, and the voice answered, ‘The Avenger.’ I gave a little shriek. It sounded so awful, and then—the person laughed. Laughed! Distinctly. And that was all. I heard them hang up the receiver. Of course I asked the exchange what number had been ringing me up, but they said they didn’t know. You know what exchanges are. Thoroughly rude and unsympathetic.”"
221,"“I felt quite faint. All on edge and so nervous that when I heard a shot in the woods, I do declare I jumped almost out of my skin. That will show you.”"
222,“That was simply the state of my nerves.”
223,"“A most wicked thing to do, if so. I might have had a heart attack.”"
224,“This creature began by
225,"of course, that he’s had Encephalitis Lethargica, sleepy sickness, as it’s commonly called?”"
226,"” I said, very much surprised, “I didn’t know anything of the kind. He never told me anything about it. When did he have it?”"
227,"” he said slowly, “I’d rather have my job than yours.”"
228,"too little of another—and you get your murderer, your thief, your habitual criminal. Clement, I believe the time will come when we’ll be horrified to think of the long centuries in which we’ve punished people for disease—which they can’t help, poor devils. You don’t hang a man for having tuberculosis.”"
229,I’d go as far as that. But don’t call it punishment. Don’t bring shame on them and their innocent families.”
230,"Clement, which is more than some parsons are. You won’t admit, I dare say, that there’s no such thing as what is technically termed, ‘Sin,’ but you’re broadminded enough to consider the possibility of such a thing.”"
231,” he said.
232,we’re a narrow-minded
233,quote
234,Doesn’t he know when a fellow’s ragging?
235,"I’ve put him in the drawing room, and here’s a note. Waiting for an answer. Verbal will do."
236,"Mr. Clement,—I should be so very grateful if you could come and see me this afternoon as early as possible. I am in great trouble and would like your advice."
237,"Have you told the police about this man Archer, sir?"
238,Have you repeated to them what Colonel Protheroe said—about Archer having threatened him?
239,"You heard the conversation. If you feel it your duty to go to the police with it, you must do so."
240,"Perhaps—but to tell the truth—well, I’ve no fancy for doing it. I might be helping to put the rope round the neck of an innocent man."
241,But if he shot Colonel Protheroe—
242,His threats.
243,"Strictly speaking, the threats were not his, but Colonel Protheroe’s. Colonel Protheroe was threatening to show Archer what vengeance was worth next time he caught him."
244,"You don’t understand my attitude, sir."
245,"Don’t you, sir. You’re a young man. You’re zealous in the cause of right. When you get to my age, you’ll find that you like to give people the benefit of the doubt."
246,"You haven’t any—any idea of your own—as to the identity of the murderer, I mean?"
247,"Good heavens, no."
248,Or as to the—motive?
249,"His confidences, such as they were, were heard by the whole village street yesterday morning."
250,You don’t think—about Archer?
251,The police will know all about Archer soon enough.
252,"You, of course, must do as you like about the matter."
253,"Have you told the police about this man Archer, sir?"
254,But you are going to do so?
255,If he shot Colonel
256,quote
257,"""You have no objection to the Vicar’s presence, I hope?"""
258,"“Show him in, Hilda.”"
259,"""Good afternoon, madam,” he began."
260,"“Good afternoon, Inspector.”"
261,"""You have no objection to the Vicar’s presence, I hope?”"
262,"“No-o,” he said grudgingly. “Though, perhaps, it might be better—”"
263,"“What can I do for you, Inspector?”"
264,"“It’s this way, madam. Murder of Colonel Protheroe. I’m in charge of the case and making inquiries.”"
265,"“Just as a matter of form, I’m asking every one just where they were yesterday evening between the hours of 6 and 7 p.m. Just as a matter of form, you understand.”"
266,“You want to know where I was yesterday evening between six and seven?”
267,“Let me see.” She reflected a moment. “I was here. In this house.”
268,"“Oh!” I saw the Inspector’s eyes flash. “And your maid—you have only one maid, I think—can confirm that statement?”"
269,"“No, it was Hilda’s afternoon out.”"
270,"“Then if a lady—Miss Hartnell, for instance—were to declare that she came here about six o’clock, rang the bell, but could make no one hear and was compelled to go away again—you’d say she was mistaken, eh?”"
271,"“Oh, no,”"
272,“But—”
273,"“If your maid is in, she can say not at home. If one is alone and does not happen to want to see callers—well, the only thing to do is to let them ring.”"
274,“Then if anyone were to say they’d seen you out and about then—”
275,"“Oh! but they didn’t, did they? No one saw me out, because I was in, you see.”"
276,"“Now I understand, Mrs. Lestrange, that you paid a visit to Colonel Protheroe at Old Hall the night before his death.”"
277,“That is so.”
278,“Can
279,quote
280,"""I wonder what Reeves would say of Inspector Slack’s manner."""
281,"""“Perhaps, then,” I said, “you’ll give me a lift in your car. I want a short interview with Mrs. Protheroe.”"
282,"""“What about”?"""
283,"""“The funeral arrangements.”"""
284,"""“Oh!” Inspector Slack was slightly taken aback. “The inquest’s tomorrow, Saturday.”"""
285,"""“Just so. The funeral will probably be arranged for Tuesday.”"""
286,"""Inspector Slack seemed to be a little ashamed of himself for his brusqueness. He held out an olive branch in the shape of an invitation to be present at the interview with the chauffeur, Manning."""
287,"""“Now, then, my lad,” said Slack, “I want a little information from you.”"""
288,"""“Yes, sir,” stammered the chauffeur. “Certainly, sir.”"""
289,"""If he had committed the murder himself he could not have been more alarmed."""
290,"""“You took your master to the village yesterday”?"""
291,"""“Yes, sir.”"""
292,"""“What time was that”?"""
293,"""“Five thirty.”"""
294,"""“Mrs. Protheroe went too”?"""
295,"""“Yes, sir.”"""
296,"""“You went straight to the village”?"""
297,"""“Yes, sir.”"""
298,"""“You didn’t stop anywhere on the way”?"""
299,"""“No, sir.”"""
300,"""“What did you do when you got there”?"""
301,"""“The Colonel got out and told me he wouldn’t want the car again. He’d walk home. Mrs. Protheroe had some shopping to do. The parcels were put in the car. Then she said that was all, and I drove home.”"""
302,"""“Leaving her in the village”?"""
303,"""“Yes, sir.”"""
304,"""“What time was that”?"""
305,"""“A quarter past six, sir. A quarter past exactly.”"""
306,"""“Where did you leave her”?"""
307,"""“By the church, sir.”"""
308,in CSV format:
309,quote
310,"""You see,"" murmured Lawrence, “she sees everybody.”"
311,"It’s very thoughtful of you, Mr. Redding. Very thoughtful indeed.”"
312,"Yes, I see what you mean, and I quite agree, it is the sort of thing no one mentions or bothers to mention. But I can assure you that there was nothing of the kind. Nothing whatever.”"
313,Quite sure.”
314,"Oh, yes, quite a number of people. Dr. Stone and Miss Cram went that way—it’s the nearest way to the barrow for them. That was a little after two o’clock. And Dr. Stone returned that way—as you know, Mr. Redding, since he joined you and Mrs. Protheroe.”"
315,"By the way,"" said I. ""That shot—the one you heard, Miss Marple. Mr. Redding and Mrs. Protheroe must have heard it too.”"
316,"I only heard one,"" said Miss Marple."
317,"It’s only the vaguest impression in my mind,"" said Lawrence. “Curse it all, I wish I could remember. If only I’d known. You see, I was so completely taken up with—with—”"
318,"Inspector Slack has been trying to get me to say whether I heard the shot after Mr. Redding and Mrs. Protheroe had left the studio or before. I’ve had to confess that I really could not say definitely, but I have the impression—which is growing stronger the more I think about it—that it was after.”"
319,"Ah!” said Miss Marple. “But I always find it prudent to suspect everybody just a little. What I say is, you really never know, do you?”"
320,"I must ask Anne,” said Lawrence. “She may remember. By the way, there seems to me to be one curious fact that needs explanation. Mrs. Lestrange, the Mystery Lady of St. Mary Mead, paid a visit to old Protheroe after dinner on Wednesday night. And nobody seems to have any idea what it was all about. Old Protheroe said nothing to either his wife or Lettice.”"
321,"Perhaps the Vicar knows,” said Miss Marple."
322,Now how did the woman know that
323,quote
324,"My nephew, Raymond West, the author. He is coming down today. Such a to-do. I have to see to everything myself. You cannot trust a maid to air a bed properly, and we must, of course, have a meat meal tonight. Gentlemen require such a lot of meat, do they not? And drink. There certainly should be some drink in the house—and a siphon."
325,"Oh! How very kind. But I did not mean that. There is plenty of time really. He brings his own pipe and tobacco, I am glad to say. Glad because it saves me from knowing which kind of cigarettes are right to buy. But rather sorry, too, because it takes so long for the smell to get out of the curtains. Of course, I open the window and shake them well very early every morning. Raymond gets up very late—I think writers often do. He writes very clever books, I believe, though people are not really nearly so unpleasant as he makes out. Clever young men know so little of life, don’t you think?"
326,quote
327,"""Oh! No, thank you,"""
328,"""It’s very kind of you,"""
329,"""Oh! Of course. In all the excitement it had gone right out of my head."""
330,"""Gladys Cram,"""
331,"""As I live, going into the wood with a suitcase."""
332,"""Isn’t it extraordinary? What should she want with a suitcase in the wood at twelve o’clock at night?"""
333,"""You see,"""
334,"""She didn’t, at any rate,"""
335,"""Perfectly amazing,"""
336,"""Was she going to—er—sleep in the barrow by any chance?"""
337,quote
338,
339,”
340,
341,”
342,quote
343,"""Nothing is tucked away, certainly,"""
344,"""Coroners are such asses. I expected to be censured or whatever they call it."""
345,"""But let me tell you how I got on last night. You know, old Miss Marple knows a thing or two."""
346,"""She is, I believe, rather unpopular on that account."""
347,"""I’m very anxious, you see, to get at the truth."""
348,"""Dash it all, haven’t you talked the thing over in the servants’ hall?"""
349,"""Look here, Rose, you’re an awfully nice girl. I’m sure you must understand what I’m feeling like. I don’t want to be hanged."""
350,"""I know, my dear girl, but that’s not going to help me with the police."""
351,"""You did?"""
352,"""Coming the way she did. And asking for the Colonel. And of course there’s been a lot of talk—nobody knowing anything about her down here."""
353,"""I wonder very much what her interview with Colonel Protheroe was about."""
354,"""If you’re sure it’s all right?"""
355,"""Of course it is. You’ll be glad some day you’ve saved me from being hanged."""
356,quote
357,"There is, as Miss Marple would say, a lot of human nature in all of us."
358,She was a curious woman—a woman of very strong magnetic charm. I myself hated the thought of connecting her with the crime in any way.
359,"Something in me said, “It can’t be her!” Why?"
360,And an imp in my brain replied: “Because she’s a very beautiful and attractive woman. That’s why.”
361,"There is, as Miss Marple would say, a lot of human nature in all of us."
362,quote
363,"""It’s all much the same kind, really, isn’t it?"""
364,"""Life is, after all, very much the same everywhere."""
365,"""Getting born, you know, and growing up—and coming into contact with other people—getting jostled—and then marriage and more babies—"""
366,"""Talking of death,"""
367,"""Raymond and I have been discussing nothing else all through dinner."""
368,"""Have you a theory, Mr. West?"""
369,"""Logically,"" only one person could have killed Protheroe."""
370,"""Of course,"" he knows you didn't do it."
371,"""Delicious!"""
372,"""Have you ever felt like that, Len?"""
373,"""Yet I hear you were wishing him out of the world not so long ago,"""
374,"""That’s disappointing,"" because, of course, if your subconscious were really planning to do him in, it would never have allowed you to make that remark."
375,"""My theory falls to the ground. This is probably a very ordinary murder—a revengeful poacher or something of that sort."""
376,"""I met her in the village and I asked her if she would like to see my garden."""
377,"""Is she fond of gardens?"""
378,"""But it makes a very useful excuse for talk, don’t you think?"""
379,"""She volunteered a lot of information—really a lot of information,"" About herself, you know, and her people. They all seem to be dead or in India. Very sad."
380,"""Yes, it seems Mrs. Protheroe asked her—or she suggested it to Mrs. Protheroe—I don’t quite know which way about it was. To do some secretarial work for her—there are so many letters to cope with. It turned out rather fortunately. Dr. Stone being away, she has nothing to do. What an excitement this barrow has been."""
381,"""Stone?"" Is that the archaeologist fellow?"
382,"""He’s a good man,"" Wonderfully keen on his job. I must look him up."
383,quote
384,"It reminds me of the time the man went round pretending to be the Gas Inspector,”"
385,"Quite a little haul, he got."
386,quote
387,"""I dare say it might have been worse"""
388,"""I'd like to see one of those fellows trying to get something out of me."""
389,"""By the twinkle in Griselda’s eye, I was convinced that she regarded this statement as being more literally true than Miss Cram intended it to appear."""
390,"""Good. They are going out into the garden. No—don’t go in there. We can go straight up."""
391,"""First of all, I must explain. I am sleeping very lightly just now. Last night—or rather this morning about three o’clock, I was convinced that I heard someone moving about the house. I listened for some time, and at last got up and came out to see. Out on the landing I realized that the sounds came, not from down below, but from up above. I came along to the foot of these stairs. Again I thought I heard a sound. I called up, ‘Is anybody there?’ But there was no answer, and I heard nothing more, so I assumed that my nerves had been playing tricks on me, and went back to bed."""
392,"""However, early this morning, I came up here—simply out of curiosity. And I found this!"""
393,"""What an extraordinary thing,"""
394,"""Isn’t it? Tell me, can you think of any explanation?"""
395,"""There’s a kind of savagery about it,” I said, “that I don’t like. It looks as though it had been done in a fit of maniacal rage."""
396,"""“Extraordinary,” I commented."""
397,"""I stooped down and examined the other pictures. They were very much what you would expect to find—some very mediocre landscapes, some oleographs and a few cheaply-framed reproductions."""
398,"""“It really is a most amazing occurrence,” I said. “It’s so—senseless.”"""
399,"""“Yes,” said Anne. “That frightens me a little.”"""
400,"""“Do you think I ought to do anything about it? Tell the police?”"""
401,"""“It has anything to do with the murder or not,” finished Anne. “I know. That’s what is so difficult. On the face of it,"
402,quote
403,"Would you mind, if I kept it a little longer?"
404,"It is an impertinent question, but I really do not mean it as such."
405,I don’t think it’s impertinent at all. You and Griselda are the best friends I have here. And I like that funny old Miss Marple.
406,"Lucius was very well off, you know. He left things pretty equally divided between me and Lettice. Old Hall goes to me, but Lettice is to be allowed to choose enough furniture to furnish a small house, and she is left a separate sum for the purpose of buying one, so as to even things up."
407,"What are her plans, do you know?"
408,"She doesn’t tell them to me. I imagine she will leave here as soon as possible. She doesn’t like me—she never has. I dare say it’s my fault, though I’ve really always tried to be decent. But I suppose any girl resents a young stepmother."
409,Are you fond of her?
410,"She was such a pretty little girl. I don’t think I am now. I don’t know why. Perhaps it’s because she doesn’t like me. I like being liked, you know."
411,We all do.
412,Why did you drop that in my study?
413,I never dropped anything in your study. That’s not mine. That’s Anne’s.
414,"I know that. Well, why ask me, then? Anne must have dropped it."
415,"In that case, I suppose she must have dropped it before. That’s only logical."
416,It’s very logical. I suppose you don’t happen to remember when your stepmother was wearing these earrings last?
417,Is it very important?
