number,quote
54,"""God guard you, my friend—for I fear that you go into perilous places."""
55,"""Siddown,"""
56,"""According to this piece here, you’re the goods"
57,"I open all Mr. Ryland’s letters. Some I hand on to Mr. Appleby, others I deal with myself, but I do all the preliminary sorting. Now there are certain letters that come, written on blue paper, and with a tiny 4 marked on the corner—I beg your pardon, did you speak?”"
58,and there was nothing in it that could possibly upset anyone.
59,"I do feel that a man who can get into a rage over such a trifle is, well, dangerous. What do you think I ought to do, Major Neville? You’ve more experience of the world than I have.”"
60,"eleven was the time, and four was the signature—either referring to the mysterious Number Four himself—or else it was the “trademark,” so to speak, of the Big Four. The quarry was also intelligible. There was a big disused quarry on the estate about half a mile from the house—a lonely spot, ideal for a secret meeting."
61,"for once, to have the pleasure of crowing over Poirot."
62,that friend of yours doesn’t keep his dates very punctually.”
63,"Mr. Hercule Poirot,”"
64,quote
65,A pretty mare's nest you've got us into this time.
66,"It's too bad of you, M. Poirot. First time I've ever known you take a toss."
67,"There were we, taking all this Black Hand stuff seriously—and all the time it was the footman."
68,"Seems he laid 'em a wager in the servants' hall that he could get taken for the old man by his nibs—that's you, Captain Hastings—and would hand him out a lot of spy stuff about a Big Four gang."
69,Impossible!
70,"Don't you believe it. I marched our gentleman straight to Hatton Chase, and there was the real Ryland in bed and asleep, and the butler and the cook and God knows how many of them to swear to the wager. Just a silly hoax—that's all it was—and the valet is with him."
71,quote
72,Accident
73,Murder
74,No sense in holding a live man's head in the fire
75,"Why, he'd scream the house down"
76,quote
77,"“Young Gerald Paynter had a pretty good motive,”"
78,"“He’s been wild enough in his time, I can tell you. And extravagant. You know what artists are, too—no morals at all.”"
79,"“That’s you all over, Mr. Poirot. Yes, I’d bet on the Chink, I’ll admit it now. It stands to reason that it was he who doctored the curry, and if he’d try once in an evening to get his master out of the way, he’d try twice.”"
80,"“But it’s the motive that beats me. Some heathen revenge or other, I suppose.”"
81,"“No—that is, not exactly.”"
82,"“But the old boy was writing a book of some sort. We only knew about it this morning when there was a letter from the publishers asking about the manuscript. It was just completed, it seems. Young Paynter and I have searched high and low, but can’t find a trace of it—he must have hidden it away somewhere.”"
83,"“Let me see the Chinaman, Ah Ling.”"
84,"“The Big Four, Hastings,”"
85,“Do you think he let a confederate in?”
86,“The emissaries of the Big Four are pretty spry.”
87,"“Japp is keeping an eye on both of them,”"
88,quote
89,“Have you got him?”
90,"“Bolitho came back from his holiday this morning—recalled by telegram. No one knows who sent it. The other man left last night. We’ll catch him yet, though.”"
91,“I’ve been up north—that’s why. How are things with you? Big Four still going strong—eh?”
92,"“I know—I know. Regular bee in your bonnet over it all. It’s becoming your little mania, Moosior Poirot. Let’s talk of something else for a change. Take any interest in chess?”"
93,"“Did you see that curious business yesterday? Match between two players of worldwide reputation, and one died during the game?”"
94,"“You’ve hit it, Moosior Poirot. I’m puzzled. Wilson was sound as a bell—no trace of heart trouble. His death is quite inexplicable.”"
95,"“Hardly that,” said Japp dryly. “I don’t think even a Russian would murder another man in order not to be beaten at chess—and anyway, from all I can make out, the boot was likely to be on the other leg. The doctor is supposed to be very hot stuff—second to Lasker they say he is.”"
96,"“Naturally. Heart failure means your heart stops beating—that’s all there is to that. That’s what a doctor says officially at the moment, but privately he tips us the wink that he’s not satisfied.”"
97,“When is the autopsy to take place?”
98,“Tonight. Wilson’s death was extraordinarily sudden. He seemed quite as usual and was actually moving one of the pieces when he suddenly fell forward—dead!”
99,"“I know. The autopsy will help us, I expect. But why should anyone want Gilmour Wilson out of the way—that’s what I’d like to know? Harmless, unassuming young fellow. Just come over here from the States, and apparently hadn’t an enemy in the world.”"
100,"“It seems incredible,”"
101,"“Not at all,” said Japp dryly. “I don’t believe the poison was meant for Wilson—it was meant for the other man.”"
102,“Savaronoff?”
103,“Yes. Savaronoff fell foul of the Bolsheviks at the outbreak of the Revolution. He was
104,quote
105,"""Once I know definitely that Wilson was poisoned, I can get on."""
106,"""Aha!"""
107,"""So you want to come in on this case?"""
108,"""That’s fine. Got you away from your brooding. Captain Hastings is pleased, too, I can see."""
109,"""You’re getting interested, Moosior Poirot,"""
110,"it is you. Hercule Poirot speaks. Watch the manservant. Ivan. On no account let him slip through your fingers. Yes, yes, it is as I say."""
111,quote
112,""""
113,"no, you do not understand. She is safe and well. She has never been in their hands for one instant.”"
114,"never,”"
115,quote
116,
117,or younger?”
118,quote
119,"""Climb down?"""
120,"""Climb down?"""
121,"""Yes, we must get out of this house at once. You saw him at dinner?"""
122,"""The doctor?"""
123,"""No, young Templeton. His trick with his bread. Do you remember what Flossie Monro told us before she died? That Claud Darrell had a habit of dabbing his bread on the table to pick up crumbs. Hastings, this is a vast plot, and that vacant-looking young man is our archenemy—Number Four! Hurry."""
124,"""A plot,"""
125,"""How many of them were in it, I wonder?"""
126,"""It seems all right, Poirot,"""
127,"""Rot,"""
128,"""I shall light the fire, anyway, and have a pipe. I’ve caught you out for once. You had the matches last and you didn’t put them back in the holder as usual—the very thing you’re always cursing me for doing."""
129,"""Poirot?"""
130,"""What of Poirot?"""
131,"""Not dead? Not dead?"""
132,"""But his spirit lives on. I will carry on his work! Death to the Big Four!"""
133,"""Poirot may be dead,"""
134,"""But his spirit lives on. I will carry on his work! Death to the Big Four!"""
135,"""Rot,"""
136,quote
137,"You do not mind my joining you, I hope"
138,Only in England is the coffee so atrocious
139,On the Continent they understand how important it is for the digestion that it should be properly made
140,"Welcome to the headquarters of the Big Four, M. Hercule Poirot"
141,"Me, like the great Napoleon, I am on the side of the big battalions"
142,Not Hercule Poirot
143,Impossible
144,"Succeeded, has it?"
145,I am prepared to lay down mine in the same way for the world
146,”
147,quote
148,"All the bodies have now been recovered. That of Number Four was quite unrecognizable, the head blown to pieces. I wish—I rather wish it had not been so. I should have liked to be sure—but no more of that. Look at this."
149,"My great opponent,” said Poirot gravely. “It was fated that he and I should never meet in the flesh. When he received the news of the disaster here, he took the simplest way out. A great brain, my friend, a great brain. But I wish I had seen the face of the man who was Number Four …Supposing that, after all—but I romance. He is dead. Yes, mon ami, together we have faced and routed the Big Four; and now you will return to your charming wife, and I—I shall retire. The great case of my life is over. Anything else will seem tame after this. No, I shall retire. Possibly I shall grow vegetable marrows! I might even marry and arrange myself!"
150,"“Marry and arrange yourself,” he said again. “Who knows?”"
151,with no indication of any narrative or dialogue.
