number,quote
88,"If that’s all you’ve got to go on, began the Chief Constable with a snort, but he was interrupted."
89,"Mr. Ball of the Black Swan is here with a young woman, sir. He reckons he’s got summat to say might help you."
90,Bring them along. Bring them along. We can do with anything helpful.
91,Hope I’m not intruding or wasting valuable time
92,"Well, my girl, what is it?"
93,It’s her business to take up hot water to the gents’ bedrooms
94,About half a dozen gentlemen we’d got staying. Some for the races and some just commercials
95,"Yes, yes"
96,"Get on, lass"
97,"It knocked on door and there wasn’t no answer, otherwise I wouldn’t have gone in leastways not unless the gentleman had said ‘Come in,’ and as he didn’t say nothing I went in and he was there washing his hands"
98,"It’s your hot water, sir, and I did knock"
99,"The lass told me that he had his coat off and that he was holding the sleeve of it, and it was all wet—that’s right, eh, lass?"
100,"Yes, sir, that’s right, sir"
101,"And his face, sir, it looked queer, mortal queer it looked. Gave me quite a turn"
102,When was this?
103,"About a quarter after five, so near as I can reckon"
104,Over three hours ago. Why didn’t you come at once?
105,Didn’t hear about it at once. Not till news came along as there’d been another murder
106,quote
107,“That’s all?”
108,"“Not at all. You were quite right to come here. Of course, it’s very slight evidence—these dates may be mere coincidence and the likeness of the name, too. But it certainly warrants my having an interview with your Mr. Cust. Is he at home now?”"
109,"“Yes, sir.”"
110,“When did he return?”
111,"“The evening of the Doncaster murder, sir.”"
112,“What’s he been doing since?”
113,"“He’s stayed in mostly, sir. And he’s been looking very queer, Mrs. Marbury says. He buys a lot of newspapers—goes out early and gets the morning ones, and then after dark he goes out and gets the evening ones. Mrs. Marbury says he talks a lot to himself, too. She thinks he’s getting queerer.”"
114,“What is this Mrs. Marbury’s address?”
115,“Tom gave it to him.”
116,“Thank you. I shall probably be calling round in the course of the day. I need hardly tell you to be careful of your manner if you come across this Cust.”
117,"“You may be quite satisfied you did the right thing in coming to us. Good morning, Mr. Hartigan.”"
118,"“Well, sir?”"
119,"“It’s promising,”"
120,"“That is, if the facts are as the boy stated them. We’ve had no luck with the stocking manufacturers yet. It was time we got hold of something. By the way, give me that file of the Churston case.”"
121,"“Ah, here it is. It’s amongst the statements made to the Torquay police. Young man of the name of Hill. Deposes he was leaving the Torquay Palladium after the film Not a Sparrow and noticed a man behaving queerly. He was talking to himself. Hill heard him say ‘That’s an idea.’ Not a Sparrow—that’s the film that was on at the Regal in Doncaster?”"
122,"“There may be something in that. Nothing to it at the time—but it’s possible that the idea of the modus operandi for his next crime occurred to our man then. We’ve got Hill’s name and address, I see. His description of the man"
123,""""
124,""""
125,"I will say. Insanity's the only defence possible."","
126,""""
127,"the whole case might be weakened. I don't think he realized how strong our case is. Anyway, Lucas goes in for originality. He's a young man, and he wants to hit the public eye."","
128,""""
129,quote
130,Does this alibi worry you?
131,"It does a little, Mind you, I don’t believe in it, because I know it isn’t true. But it is going to be the deuce to break it. This man Strange is a tough character."
132,Describe him to me.
133,He’s one of the most positive people I’ve ever seen.
134,"The type of man who would not like to admit he was mistaken,He sticks to his story and he’s not one to be heckled. He swears by all that’s blue that he picked up Cust in the Whitecross Hotel at Eastbourne on the evening of July 24th. He was lonely and wanted someone to talk to. As far as I can see, Cust made an ideal listener. He didn’t interrupt! After dinner he and Cust played dominoes. It appears Strange was a whale on dominoes and to his surprise Cust was pretty hot stuff too. Queer game, dominoes. People go mad about it. They’ll play for hours. That’s what Strange and Cust did apparently. Cust wanted to go to bed but Strange wouldn’t hear of it—swore they’d keep it up until midnight at least. And that’s what they did do. They separated at ten minutes past midnight. And if Cust was in the Whitecross Hotel at Eastbourne at ten minutes past midnight on the morning of the 25th he couldn’t very well be strangling Betty Barnard on the beach at Bexhill between midnight and one o’clock."
135,This man Strange is very positive?
136,"He’s an obstinate devil. And it’s difficult to see just where the flaw is. Supposing Strange is making a mistake and the man wasn’t Cust—why on earth should he say his name is Cust? And the writing in the hotel register is his all right. You can’t say he’s an accomplice—homicidal lunatics don’t have accomplices! Did the girl die later? The doctor was quite firm in his evidence, and anyway it would take some time for Cust to get out of the hotel at Eastbourne without being seen and get over to Bexhill—about fourteen miles away—"
137,"Of course, strictly speaking, it oughtn’t to matter. We’ve got Cust on the Doncaster murder—the bloodstained coat, the knife—not a loophole"
138,quote
139,"“But I am right, am I not?—you don’t know why you did them?”"
140,"“Yes,”"
141,"“But—I am right, am I not?—you don’t know why you did them?”"
142,"“Yes,”"
143,"“You were quite right,”"
144,"“But there, at the very start, I made a grave error. I permitted my feeling—my very strong feeling about the letter—to remain a mere impression. I treated it as though it had been an intuition. In a well-balanced, reasoning mind there is no such thing as an intuition—an inspired guess! You can guess, course—and a guess is either right or wrong. If it is right you call it an intuition. If it is wrong you usually do not speak of it again. But what is often called an intuition is really an impression based on logical deduction or experience. When an expert feels that there is something wrong about a picture or a piece of furniture or the signature on a cheque he is really basing that feeling on a host of small signs and details. He has no need to go into them minutely—his experience obviates that—the net result is the definite impression that something is wrong. But it is not a guess, it is an impression based on experience.”"
145,“Isn’t there such a thing as—as a blood lust?”
