45,"""Am I such a farcical bungler, Watson, that I should erect an obvious dummy and expect that some of the sharpest men in Europe would be deceived by it?"""
46,"""We have been in this room two hours, and Mrs. Hudson has made some change in that figure eight times, or once in every quarter of an hour."""
47,"""Ah!"""
48,"""Outside, the street was absolutely deserted."""
49,"""An instant later he pulled me back into the blackest corner of the room, and I felt his warning hand upon my lips."""
50,"""The fingers which clutched me were quivering."""
51,"""But suddenly I was aware of that which his keener senses had already distinguished."""
52,"""A low, stealthy sound came to my ears, not from the direction of"
53,"quote"""
54,""",""That you, Lestrade?"""
55,"Lestrade. But you handled the Molesey Mystery with less than your usual—that's to say, you handled it fairly well."""
56,""",""This, gentlemen, is Colonel Sebastian Moran, once of Her Majesty's Indian Army, and the best heavy game shot that our Eastern Empire has ever produced. I believe I am correct, Colonel, in saying that your bag of tigers still remains unrivalled?"""
57,""",""I did not anticipate that you would yourself make use of this empty house and this convenient front window. I had imagined you as operating from the street, where my friend Lestrade and his merry men were awaiting you. With that exception all has gone as I expected."""
58,""",""noiseless and of tremendous power. I knew Von Herder, the blind German mechanic, who constructed it to the order of the late Professor Moriarty. For years I have been aware of its existence, though I have never before had the opportunity of handling it. I commend it very specially to your attention, Lestrade, and also the bullets which fit it."""
59,""",""What charge, sir? Why, of course, the attempted murder of Mr. Sherlock Holmes."""
60,""""
61,quote
62,"""No, I have not."""
63,"""Well, well, such is fame! But, then, if I remember aright, you had not heard the name of Professor James Moriarty, who had one of the great brains of the century. Just give me down my index of biographies from the shelf."""
64,"""My collection of M's is a fine one,"" said he. ""Moriarty himself is enough to make any letter illustrious, and here is Morgan the poisoner, and Merridew of abominable memory, and Mathews, who knocked out my left canine in the waiting-room at Charing Cross, and, finally, here is our friend of to-night."""
65,"""The second most dangerous man in London."""
66,"""It is true,"" Holmes answered. ""Up to a certain point he did well. He was always a man of iron nerve, and the story is still told in India how he crawled down a drain after a wounded man-eating tiger. There are some trees, Watson, which grow to a certain height and then suddenly develop some unsightly eccentricity. You will see it often in humans. I have a theory that the individual represents in his development the whole procession of his ancestors, and that such a sudden turn to good or evil stands for some strong influence which came into the line of his pedigree. The person becomes, as it were, the epitome of the history of his own family."""
67,"""It is surely rather fanciful."""
68,"""Well, I don't insist upon it. Whatever the cause, Colonel Moran began to go wrong. Without any open scandal he still made India too hot to hold him. He retired, came to London, and again acquired an evil name. It was at this time that he was sought out by Professor Moriarty, to whom for a time he was chief of the staff. Moriarty supplied him liberally with money and used him only in one or two very high-class jobs which no ordinary criminal could have undertaken. You may have some recollection of the death of Mrs. Stewart, of Lauder, in 1887. Not? Well, I am sure Moran was at the bottom of it; but nothing could be proved. So cleverly was the Colonel concealed that even when the Moriarty gang was broken up we could not incriminate him. You remember"
69,quote
70,"""Arrest you!"""
71,"of Lower Norwood."""
72,""" said he; ""it was only this moment at breakfast that I was saying to my friend, Dr. Watson, that sensational cases had disappeared out of our papers."""
73,""" said Holmes."
74,"quote"""
75,
76,
77,"and the gentleman was about to give us an account of this very interesting affair, which might aid us in clearing it up."","
78,
79,
80,""","
81,
82,"I presume, who mentioned your name?"","
83,
84,"Lestrade, are there not?"","
85,
86,quote
87,"""You are too many for me when you begin to get on your theories, Mr."
88,""" said he. ""How does this bear on the case?"""
89,"""Well, it corroborates the young man's story to the extent that the"
90,"""Oh, you think so?"""
91,"""Don't you?"""
92,"""Well, it is quite possible; but the case is not clear to me yet."""
93,"""Not clear? Well, if that isn't clear, what could be clear? Here is a"
94,but he arranges that he shall go out on some pretext to see
95,and then in the solitude of a man's room he murders
96,"burns his body in the wood-pile, and departs to a neighbouring"
97,and hoped that if the body were consumed it would hide all
98,"""It strikes me, my good Lestrade, as being just a trifle too"
99,""" said Holmes. ""You do not add imagination to your other"
100,would you choose the very night after the
101,would you choose an occasion when you are known to be in the
102,when a servant has let you in
103,quote
104,"""This place, Deep Dene House, is a big modern villa of staring brick,"
105,with a laurel-clumped lawn in front
106,you
107,but his head constable did the honours. They
108,and besides the
109,and there was no doubt that they
110,' who was Oldacre's tailor. I then
111,but this drought
112,"of course, fits in with"
113,but I got up at the end of an hour no wiser than before.
114,after this fiasco I went into the bedroom and examined that
115,mere smears and
116,"but undoubtedly fresh. The stick had been removed,"
117,"but none of any third person, which"
118,most of which had been
119,"Mr. Holmes."""
120,"I am doing so."""
121,"then, will you please compare that print with this wax"
122,taken by my orders this
123,""" said Lestrade."
124,"that is final,"" I involuntarily echoed."
125,""" said Holmes."
126,"now, who would have"
127,to be sure! Such a
128,"is it not, Lestrade?"""
129,"some of us are a little too much inclined to be cocksure, Mr."
130,""" said Lestrade."
131,"too, if you come to think of it."" Holmes was"
132,but his whole body gave a wriggle of suppressed
133,"Lestrade, who made this"
134,"Mrs. Lexington, who drew the night"
135,
136,we had no particular reason to make a careful examination of
137,"it's not in a very prominent place, as you see."""
138,"no, of course not. I suppose there is no doubt that the mark was"
139,""" said Lestrade. ""I leave it to any expert in the world"
140,quote
141,"""What's this, then?"""
142,"""I have done no harm."""
143,"""No harm? You have done your best to get an innocent man hanged. If"
144,I am not sure that you would not
145,"""Oh! a joke, was it? You won't find the laugh on your side, I promise"
146,"""Instead of being ruined, my good sir, you will find that your"
147,and they will understand how
148,"""And you don't want your name to appear?"""
149,"""Not at all. The work is its own reward. Perhaps I shall get the"
150,"Watson? Well, now, let us see"
151,"""There's the advantage of being a builder,"""
152,"""I made up my mind that the fellow was in hiding in the house. When I"
153,it was pretty clear where he was. I thought
154,
155,"have gone in and taken him, but it amused me to make him"
156,"I owed you a little mystification, Lestrade,"
157,"""You have saved an"
158,"and you have prevented a very grave scandal,"
159,"""Instead of being ruined, my good sir, you will find that your"
160,and they will understand how
161,"""And you don't want your name to appear?"""
162,"""Not at all. The work is its own reward. Perhaps I shall get the"
163,quote
164,"it is certainly rather a curious production,"""
165,""""
166,"don't you think that your best plan would be to make a direct appeal to your wife, and to ask her to share her secret with you?"""
167,"Mr. Holmes. If Elsie wished to tell me she would. If not, it is not for me to force her confidence. But I am justified in taking my own line—and I will."""
168,"on the other hand, it is systematic, I have no doubt that we shall get to the bottom of it."""
169,"Mr. Hilton Cubitt. If there are any pressing fresh developments I shall be always ready to run down and see you in your Norfolk home."""
170,"or did it appear to you that it was a development of the same idea?"""
171,quote
172,I fear it is too deep a case for such simple remedies.
173,How long can you stay in London?
174,"I dare say you are right. But if you could have stopped I might possibly have been able to return with you in a day or two. Meanwhile you will leave me these papers, and I think that it is very likely that I shall be able to pay you a visit shortly and to throw some light upon your case."
175,We have let this affair go far enough.
176,Is there a train to North Walsham to-night?
177,Then we shall breakfast early and take the very first in the morning.
178,"Ah! here is our expected cablegram. One moment, Mrs. Hudson; there may be an answer. No, that is quite as I expected. This message makes it even more essential that we should not lose an hour in letting Hilton Cubitt know how matters stand, for it is a singular and a dangerous web in which our simple Norfolk squire is entangled."
179,"Then you must have important evidence of which we are ignorant, for they were said to be a most united couple."
180,I have only the evidence of the dancing men.
181,"I will explain the matter to you later. Meanwhile, since it is too late to prevent this tragedy, I am very anxious that I should use the knowledge which I possess in order to ensure that justice be done. Will you associate me in your investigation, or will you prefer that I should act independently?"
182,In that case I should be glad to hear the evidence and to examine the premises without an instant of unnecessary delay.
183,quote
184,"doctor?"""
185,"though its presence may mean everything."""
186,"one may fire many shots without leaving a sign."""
187,"sir. Then a third shot has been fired, and therefore a third person must have been present. But who could that have been and how could he have got away?"""
188,"Inspector Martin, when the servants said that on leaving their room they were at once conscious of a smell of powder I remarked that the point was an extremely important one?"""
189,"sir; but I confess I did not quite follow you."""
190,"however."""
191,"who stood outside this opening and fired through it. Any shot directed at this person might hit the sash. I looked, and there, sure enough, was the bullet mark!"""
192,"halloa! what is this?"""
193,"for it will figure in the trial."""
194,"the cook, again. You said, Mrs. King, that you were"
195,quote
196,"""Whom do you suspect?"""
197,"""Just as you wish, Mr. Holmes, so long as we get our man."""
198,"""I have no desire to make mysteries, but it is impossible at the moment of action to enter into long and complex explanations. I have the threads of this affair all in my hand. Even if this lady should never recover consciousness we can still reconstruct the events of last night and ensure that justice be done. First of all I wish to know whether there is any inn in this neighbourhood known as 'Elrige's'?"""
199,"""Is it a lonely farm?"""
200,"""Perhaps they have not heard yet of all that happened here during the night?"""
201,"""Saddle a horse, my lad,"" said he. ""I shall wish you to take a note to Elrige's Farm."""
202,"""I think, inspector,"" Holmes remarked, ""that you would do well to telegraph for an escort, as, if my calculations prove to be correct, you may have a particularly dangerous prisoner to convey to the county jail. The boy who takes this note could no doubt forward your telegram. If there is an afternoon train to town, Watson, I think we should do well to take it, as I have a chemical analysis of some interest to finish, and this investigation draws rapidly to a close."""
203,"""I think that I can help you to pass an hour in an interesting and profitable manner,"" said Holmes, drawing his chair up to the table and spreading out in front of him the various papers upon which were recorded the antics of the dancing men."
204,"""As to you, friend Watson, I owe you every atonement for having allowed your natural curiosity to remain so long unsatisfied. To you, inspector, the whole incident may appeal as a remarkable professional study. I must tell you first of all the interesting circumstances connected with the previous consultations which Mr. Hilton Cubitt has had with me in Baker Street."""
205,"""I have here in front of me these singular productions, at which one might smile had they not proved themselves to be the fore-runners of so terrible a tragedy. I am fairly familiar with all forms of secret writings, and am myself the author of a trifling monograph upon the subject, in which I analyze one hundred and sixty separate ciphers; but I confess that this is entirely new to me. The object"
206,quote
207,"""What did you do then, sir?"""
208,"""I had every reason to suppose that this Abe Slaney was an American, since Abe is an American contraction, and since a letter from America had been the starting-point of all the trouble."
209,"""I had also every cause to think that there was some criminal secret in the matter. The lady's allusions to her past and her refusal to take her husband into her confidence both pointed in that direction. I therefore cabled to my friend, Wilson Hargreave, of the New York Police Bureau, who has more than once made use of my knowledge of London crime. I asked him whether the name of Abe Slaney was known to him. Here is his reply: 'The most dangerous crook in Chicago.'"
210,"""On the very evening upon which I had his answer Hilton Cubitt sent me the last message from Slaney. Working with known letters it took this form:--"
211,"""The addition of a P and a D completed a message which showed me that the rascal was proceeding from persuasion to threats, and my knowledge of the crooks of Chicago prepared me to find that he might very rapidly put his words into action. I at once came to Norfolk with my friend and colleague, Dr. Watson, but, unhappily, only in time to find that the worst had already occurred."
212,"""It is a privilege to be associated with you in the handling of a case,"""
213,"""You will excuse me, however, if I speak frankly to you. You are only answerable to yourself, but I have to answer to my superiors. If this Abe Slaney, living at Elrige's, is indeed the murderer, and if he has made his escape while I am seated here, I should certainly get into serious trouble."""
214,"""You need not be uneasy. He will not try to escape."""
215,"""How do you know?"""
216,"""To fly would be a confession of guilt."""
217,"""Then let us go to arrest him."""
218,"""I expect him here every instant."""
219,"""But why should he come?"""
220,"""Because I have written and asked him."""
221,"""But this is incredible, Mr. Holmes! Why should he come because you have asked him? Would not such a request rather rouse his suspicions"
222,quote
223,"At least it cannot be your health, so ardent a bicyclist must be full of energy."
224,"You will excuse me, I am sure. It is my business,"""
225,"Of course, it is obvious that it is music. You observe the spatulate finger-end, Watson, which is common to both professions?"
226,"There is a spirituality about the face, however""--he gently turned it towards the light--""which the typewriter does not generate. This lady is a musician."
227,"In the country, I presume, from your complexion."
228,"You remember, Watson, that it was near there that we took Archie Stamford, the forger. Now, Miss Violet, what has happened to you near Farnham, on the borders of Surrey?"
229,"My father is dead, Mr. Holmes. He was James Smith, who conducted the orchestra at the old Imperial Theatre. My mother and I were left without a relation in the world except one uncle, Ralph Smith, who went to Africa twenty-five years ago, and we have never had a word from him since. When father died we were left very poor, but one day we were told that there was an advertisement in the Times inquiring for our whereabouts. You can imagine how excited we were, for we thought that someone had left us a fortune. We went at once to the lawyer whose name was given in the paper. There we met two gentlemen, Mr. Carruthers and Mr. Woodley, who were home on a visit from South Africa. They said that my uncle was a friend of theirs, that he died some months before in great poverty in Johannesburg, and that he had asked them with his last breath to hunt up his relations and see that they were in no want. It seemed strange to us that Uncle Ralph, who"
230,quote
231,"""Excuse me,"" said Holmes; ""when was this interview?"""
232,"""Pray proceed."""
233,"""Oh, Cyril is his name!"" said Holmes, smiling."
234,"""This case certainly presents"
235,"""How much time elapsed between"
236,"""Then he could not have retreated down the road, and you say that"
237,"""So by the process of exclusion we arrive at the fact that he made"
238,"""Anything else?"""
239,"""Where is the gentleman to whom you are engaged?"""
240,"""Have you had any other admirers?"""
241,"""No one else?"""
242,"""Who was he?"""
243,"""Ha!"" Holmes looked grave. ""What does he do for a living?"""
244,"""You will let me know any fresh development, Miss Smith. I am very"
245,"""It is part of the settled order of Nature that such a girl should"
246,"""but for choice not on bicycles in lonely country roads. Some"
247,"""That he should appear only at that point?"""
248,quote
249,You will go down
250,"No, my dear fellow, you will go down"
251,"No, my dear fellow, you will go down"
252,"Your hiding-place, my dear Watson, was very faulty."
253,What should I have done?
254,Gone to the nearest public-house.
255,quote
256,"So I trust, Watson; so I trust."
257,"There is some deep intrigue going on round that little woman, and it is our duty to see that no one molests her upon that last journey. I think, Watson, that we must spare time to run down together on Saturday morning, and make sure that this curious and inconclusive investigation has no untoward ending."
258,"Too late, Watson; too late!"
259,"Fool that I was not to allow for that earlier train! It's abduction, Watson--abduction! Murder! Heaven knows what! Block the road! Stop the horse! That's right. Now, jump in, and let us see if I can repair the consequences of my own blunder."
260,quote
261,"the groom,"""
262,"the groom,"""
263,"beside the laurel bushes! Ah, I said so!"""
264,""""
265,"the cowardly dogs! Follow me, gentlemen! Too late! too late! by the living Jingo!"""
266,"Bob,"""
267,"you and your pals have just come in time for me to be able to introduce you to Mrs. Woodley."""
268,""""
269,"the cowardly dogs! Follow me, gentlemen! Too late! too late! by the living Jingo!"""
270,"she's your widow."""
271,""""
272,"pick it up! Hold it to his head! Thank you. You, Carruthers, give me that revolver. We'll have no more violence. Come, hand it over!"""
273,"then?"""
274,"I see. I will represent the official police until their arrival. Here, you!"""
275,"Bob,"""
276,""""
277,"I couldn't let her go."""
278,""""
279,""""
280,""""
281,"Williamson, where did you get the marriage license?"""
282,"but it is a very serious felony, as you will discover before you have finished. You'll have time to think the point out during the next ten years or so, unless I am mistaken. As to you, Carruthers, you would have done better to keep your pistol in your pocket."""
283,"Mr. Holmes; but when I thought of all the precaution I had taken to shield this girl--for I loved her, Mr. Holmes, and it is the only time that ever I knew what love was--it"
284,"quote"""
285,"Watson,"" said he. ""I have been very obtuse, Watson,"" said he. ""I perceive three of the county constabulary in the drive, and I am glad to see that the little ostler is able to keep pace with them; so it is likely that neither he nor the interesting bridegroom will be permanently damaged by their morning's adventures. I think, Watson, that in your medical capacity you might wait upon Miss Smith and tell her that if she is sufficiently recovered we shall be happy to escort her to her mother's home. If she is not quite convalescent you will find that a hint that we were about to telegraph to a young electrician in the Midlands would probably complete the cure. As to you, Mr. Carruthers, I think that you have done what you could to make amends for your share in an evil plot. There is my card, sir, and if my evidence can be of help to you in your trial it shall be at your disposal."""
286,"6th Duke, K.G., P.C.'--half the alphabet! 'Baron Beverley, Earl of Carston'--dear me, what a list! 'Lord Lieutenant of Hallamshire since 1900. Married Edith, daughter of Sir Charles Appledore, 1888. Heir and only child, Lord Saltire. Owns about two"
287,quote
288,"""The greatest and perhaps the wealthiest. I am aware, Mr. Holmes, that you take a very high line in professional matters, and that you are prepared to work for the work's sake."""
289,"""It is a princely offer,"""
290,"""Watson, I think that we shall accompany Dr. Huxtable back to the North of England. And now, Dr. Huxtable, when you have consumed that milk you will kindly tell me what has happened, when it happened, how it happened, and, finally, what Dr. Thorneycroft Huxtable, of the Priory School, near Mackleton, has to do with the matter, and why he comes three days after an event--the state of your chin gives the date--to ask for my humble services."""
291,"""You have been very remiss in not coming to me sooner,"""
292,"""You start me on my investigation with a very serious handicap. It is inconceivable, for example, that this ivy and this lawn would have yielded nothing to an expert observer."""
293,"""But there has been some official investigation?"""
294,"""I suppose the local investigation was relaxed while this false clue was being followed up?"""
295,"""So that three days have been wasted. The affair has been most deplorably handled."""
296,"""And yet the problem should be capable of ultimate solution. I shall be very happy to look into it. Have you been able to trace any connection between the missing boy and this German master?"""
297,"""Was he in the master's class?"""
298,"""That is certainly very singular. Had the boy a bicycle?"""
299,"""Was any other bicycle missing?"""
300,"""Is that certain?"""
301,"""Well, now, you do not mean to seriously suggest that this German rode off upon a bicycle in the dead of the night bearing the boy in his arms?"""
302,"""Then what is the theory in your mind?"""
303,"""The bicycle may have been a blind. It may have been hidden somewhere and the pair gone off on foot."""
304,"""Quite so; but it seems rather an absurd blind, does it not? Were there other bicycles in this shed?"""
305,"""Would he not have hidden a couple he desired to give the idea that they had gone"
306,quote
307,"Hardly that, Doctor, hardly that"
308,"This northern air is invigorating and pleasant, so I propose to spend a few days upon your moors, and to occupy my mind as best I may"
309,Not entirely
310,For my own part
311,It will probably be necessary for me to see you at the Hall
312,Do you think that the Duchess had anything to do with the matter?
313,The other most obvious explanation is that the child has been kidnapped for the purpose of levying ransom
314,"One more question, your Grace. I understand that you wrote to your son upon the day when this incident occurred."
315,Exactly
316,Was there anything in your letter which might have unbalanced him or induced him to take such a step?
317,Did you post that letter yourself?
318,You are sure this one was among them?
319,How many letters did your Grace write that day?
320,Not entirely
321,For my own part
322,"certainly, but not the bicycle,"""
323,"then?"""
324,"if we could prove a bicycle to have been in his possession. But this we have utterly failed to do. This track, as you perceive, was made by a rider who was going from the direction of the school."""
325,"no, my dear Watson. The more deeply sunk impression is, of course, the hind wheel, upon which the weight rests. You perceive several places where it has passed across and obliterated the more shallow mark of the front one. It was undoubtedly heading away from the school. It may or may not be connected with our inquiry, but we will follow it backwards before we go any farther."""
326,""""
327,quote
328,""" I cried, ""this is impossible."""
329,and therefore I must in some respect have stated it
330,tut; we have solved some worse problems. At least we have
331,"if we can only use it. Come, then, and, having"
332,let us see what the Dunlop with the patched
333,quote
334,"""Look here, my man,"""
335,"""Neither do I,"""
336,"""The matter is very important. I would offer you a sovereign for the use of a bicycle."""
337,"""Where do you want to go?"""
338,"""To Holdernesse Hall."""
339,"""Pals of the Dook, I suppose?"""
340,"""He'll be glad to see us, anyhow."""
341,"""Why?"""
342,"""Because we bring him news of his lost son."""
343,"""What, you're on his track?"""
344,"""He has been heard of in Liverpool. They expect to get him every hour."""
345,"""I've less reason to wish the Dook well than most men,"""
346,"""for I was his head coachman once, and cruel bad he treated me. It was him that sacked me without a character on the word of a lying corn-chandler. But I'm glad to hear that the young lord was heard of in Liverpool, and I'll help you to take the news to the Hall."""
347,"""Thank you,"""
348,"""We'll have some food first. Then you can bring round the bicycle."""
349,"""I tell you, man, that I haven't got one. I'll let you have two horses as far as the Hall."""
350,"""Well, well,"""
351,"""we'll talk about it when we've had something to eat."""
352,"""By Heaven, Watson, I believe that I've got it!"""
353,"""Yes, yes, it must be so. Watson, do you remember seeing any cow-tracks to-day?"""
354,"""Where?"""
355,"""Well, everywhere. They were at the morass, and again on the path, and again near where poor Heidegger met his death."""
356,"""Exactly. Well, now, Watson, how many cows did you see on the moor?"""
357,"""I don't remember seeing any."""
358,"""Strange, Watson, that we should see tracks all along our line, but never a cow on the whole moor; very strange, Watson, eh?"""
359,"""Now, Watson, make an effort; throw your mind back! Can you see those tracks upon the path?"""
360,"""Can you recall that the tracks were sometimes like that, Watson""--he arranged a number of bread-crumbs in this fashion--: : :"
361,quote
362,"I must have a peep through that, Watson. If you bend your back and support yourself upon the wall, I think that I can manage."
363,"Come, my friend,"" said he, ""our day's work has been quite long enough. I think that we have gathered all that we can. It's a long walk to the school, and the sooner we get started the better."
364,"All goes well, my friend,"" said he. ""I promise that before to-morrow evening we shall have reached the solution of the mystery."
365,"""I must see the Duke, Mr. Wilder."""
366,"""Then I must go to his room."""
367,"""I believe he is in his bed."""
368,"""I will see him there."""
369,"""Very good, Mr. Holmes; I will tell him that you are here."""
370,"""I think, your Grace, that I could speak more freely in Mr. Wilder's absence."""
371,"""Yes, yes; you had better go. Now, Mr. Holmes, what have you to say?"""
372,"""The fact is, your Grace,"" said he, ""that my colleague, Dr. Watson, and myself had an assurance from Dr. Huxtable that a reward had been offered in this case. I should like to have this confirmed from your own lips."""
373,"""It amounted, if I am correctly informed, to five thousand pounds to anyone who will tell you where your son is?"""
374,"""And another thousand to the man who will name the person or persons who keep him in custody?"""
375,"""Under the latter heading is included, no doubt, not only those who may have taken him away, but also those who conspire to keep him in his present position?"""
376,"""I fancy that I see your Grace's cheque-book upon the table,"" said he. ""I should be glad if you would make me out a cheque for six thousand pounds. It would be as well, perhaps, for you to cross it. The Capital and Counties Bank, Oxford Street branch, are my agents."""
377,"""Is this a joke, Mr. Holmes? It is hardly a subject for pleasantry."""
378,quote
379,"""I will,"" said Holmes."
380,"""In the first place, your Grace, I am bound to tell you that you have placed yourself in a most serious position in the eyes of the law. You have condoned a felony and you have aided the escape of a murderer; for I cannot doubt that any money which was taken by James Wilder to aid his accomplice in his flight came from your Grace's purse."""
381,"""This is indeed a most serious matter. Even more culpable in my opinion, your Grace, is your attitude towards your younger son. You leave him in this den for three days."""
382,"""What are promises to such people as these? You have no guarantee that he will not be spirited away again. To humour your guilty elder son you have exposed your innocent younger son to imminent and unnecessary danger. It was a most unjustifiable action."""
383,"""I will help you, but on one condition only. It is that you ring for the footman and let me give such orders as I like."""
384,"""You will be glad to hear,"" said Holmes, ""that your young master is found. It is the Duke's desire that the carriage shall go at once to the Fighting Cock Inn to bring Lord Saltire home."""
385,"""Now,"" said Holmes, ""having secured the future, we can afford to be more lenient with the past. I am not in an official position, and there is no reason, so long as the ends of justice are served, why I should disclose all that I know. As to Hayes I say nothing. The gallows awaits him, and I would do nothing to save him from it. What he will divulge I cannot tell, but I have no doubt that your Grace could make him understand that it is to his interest to be silent. From the police point of view he will have kidnapped the boy for the purpose of ransom. If they do not themselves find it out I see no reason why I should prompt them to take a broader point of view. I would warn your Grace, however, that the continued presence of Mr. James Wilder in your household can only lead to misfortune."""
386,"""I understand that, Mr. Holmes, and it is already settled that he"""
387,quote
388,"In that case, I think that my friend and I can congratulate ourselves upon several most happy results from our little visit to the North. There is one other small point upon which I desire some light. This fellow Hayes had shod his horses with shoes which counterfeited the tracks of cows. Was it from Mr. Wilder that he learned so extraordinary a device?"
389,Thank you. It is the second most interesting object that I have seen in the North.
390,And the first?
391,"I am a poor man, said he, as he patted it affectionately and thrust it into the depths of his inner pocket."
392,quote
393,"""He was summoned once for a savage assault upon the old vicar, who had called upon him to remonstrate with him upon his conduct."
394,"""You remember that a stonemason, named Slater, walking from Forest Row about one o'clock in the morning--two days before the murder--stopped as he passed the grounds and looked at the square of light still shining among the trees."
395,"""Meaning that you saw none?"
396,"""My good Hopkins, I have investigated many crimes, but I have never yet seen one which was committed by a flying creature."
397,"""I understand, however, from the inquest that there were some objects which you failed to overlook?"
398,"""Yes, there were several objects in the room which called for special attention."
399,"""Yes; there was a tantalus containing brandy and whisky on the sea-chest."
400,"""For all that its presence has some significance,"""
401,"""What part of the table?"
402,"""Excellent! What more?"
403,"""What do you make of these?"""
404,"""Try Canadian Pacific Railway,"""
405,"""Yes; there was a vacant place for the third. On the stock was engraved 'S.S. Sea Unicorn, Dundee.'"
406,"""Yes,"""
407,quote
408,"""I must admit both your points,"""
409,"""I confess that this note-book, which did not appear at the inquest, modifies any views which I may have formed. I had come to a theory of the crime in which I can find no place for this. Have you endeavoured to trace any of the securities here mentioned?"""
410,"""Surely there is some discolouration here,"""
411,"""Which proves, of course, that the book was dropped after the crime was committed."""
412,"""I suppose that none of these securities have been found among the property of the dead man?"""
413,"""Have you any reason to suspect robbery?"""
414,"""Dear me, it is certainly a very interesting case. Then there was a knife, was there not?"""
415,"""Well,"" said he, ""I suppose I shall have to come out and have a look at it."""
416,"""It would have been an easier task a week ago,"" said he. ""But even now my visit may not be entirely fruitless. Watson, if you can spare the time I should be very glad of your company. If you will call a four-wheeler, Hopkins, we shall be ready to start for Forest Row in a quarter of an hour."""
417,"""I think that fortune is very kind to us."""
418,"""You mean that the person will come again?"""
419,"""So I should say. It will be our fault if we are not there to receive him. Meanwhile, let me see the inside of the cabin."""
420,"""Have you taken anything off this shelf, Hopkins?"""
421,"""Something has been taken. There is less dust in this corner of the shelf than elsewhere. It may have been a book lying on its side. It may have been a box. Well, well, I can do nothing more. Let us walk in these beautiful woods, Watson, and give a few hours to the birds and the flowers. We shall meet you here later, Hopkins, and see if we can come to closer quarters with the gentleman who has paid this visit in the night."""
422,quote
423,"""Now, my fine fellow,"""
424,"""You are detectives, I suppose?"""
425,"""We'll see about that,"""
426,"""What is your name?"""
427,"""It is John Hopley Neligan."""
428,"""What are you doing here?"""
429,"""Can I speak confidentially?"""
430,"""No, certainly not."""
431,"""Why should I tell you?"""
432,"""If you have no answer it may go badly with you at the trial."""
433,"""Well, I will tell you,"""
434,"""Did you ever hear of Dawson and Neligan?"""
435,"""You mean the West-country bankers,"""
436,"""Exactly. Neligan was my father."""
437,"""It was my father who was really concerned."""
438,"""I came down to Sussex with the intention of seeing the captain,"""
439,"""Is that all?"""
440,"""Yes, that is all."""
441,"""You have nothing else to tell us?"""
