19,"Very simply, sir, The only document found in the pocket of the deceased was a letter from you saying that you would be with him on the night of his death."
20,"I think now, we had best put this matter into an official shape. You will come round with us to the station, Mr. Scott Eccles, and let us have your statement in writing."
21,"Certainly, I will come at once. But I retain your services, Mr. Holmes. I desire you to spare no expense and no pains to get at the truth."
22,"I suppose that you have no objection to my collaborating with you, Mr. Baynes?"
23,"You appear to have been very prompt and businesslike in all that you have done. Was there any clue, may I ask, as to the exact hour that the man met his death?"
24,"But that is perfectly impossible, Mr. Baynes, His voice is unmistakable. I could swear to it that it was he who addressed me in my bedroom at that very hour."
25,"Remarkable, but by no means impossible"
26,You have a clue?
27,"On the face of it the case is not a very complex one, though it certainly presents some novel and interesting features. A further knowledge of facts is necessary before I would venture to give a final and definite opinion."
28,"By the way, Mr. Baynes, did you find anything remarkable besides this note in your examination of the house?"
29,In am entirely at your service
30,"You will show these gentlemen out, Mrs. Hudson, and kindly send the boy with this telegram. He is to pay a five-shilling reply."
31,"Well, Watson, what do you make of it?"
32,I can make nothing
33,quote
34,"""We are moving in exalted circles,"""
35,"""This is a very obvious way of limiting our field of operations,"""
36,"""I don't quite understand."""
37,"""Well, my dear fellow, we have already arrived at the conclusion that the massage received by Garcia at dinner was an appointment or an assignation."""
38,"""Now, if the obvious reading of it is correct, and in order to keep the tryst one has to ascend a main stair and seek the seventh door in a corridor, it is perfectly clear that the house is a very large one."""
39,"""It is equally certain that this house cannot be more than a mile or two from Oxshott, since Garcia was walking in that direction and hoped, according to my reading of the facts, to be back in Wisteria Lodge in time to avail himself of an alibi, which would only be valid up to one o'clock."""
40,"""As the number of large houses close to Oxshott must be limited, I adopted the obvious method of sending to the agents mentioned by Scott Eccles and obtaining a list of them."""
41,"""Here they are in this telegram, and the other end of our tangled skein must lie among them."""
42,"""That what had come again?"""
43,"""The devil, sir, for all I know."""
44,"""Tut, tut, Walters. This is not talk for a police-constable."""
45,"""I must congratulate you, Inspector, on handling so distinctive and instructive a case. Your powers, if I may say so without offence, seem superior to your opportunities."""
46,quote
47,"You're right, Mr. Holmes. We stagnate in the provinces. A case of"
48,and I hope that I shall take it. What
49,"A lamb, I should say, or a kid."
50,And the white cock?
51,"Curious, Mr. Baynes, very curious. I should say almost unique."
52,"Yes, sir, there must have been some very strange people with some"
53,
54,"sir,"
55,You have a theory then?
56,"And I'll work it myself, Mr. Holmes. It's only due to my own credit"
57,but I have still to make mine. I should
58,"Well, well, Inspector,"" said he. ""Do you follow your path and I will"
59,and that my time may be more profitably employed
60,"Well, well, Inspector,"" said he. ""Do you follow your path and I will"
61,"You're very kind, Mr. Holmes."
62,I assure you I speak for your good.
63,"We agreed to work on our own lines, Mr. Holmes. That's what I am"
64,"Oh, very good. Don't blame me."
65,"You're welcome always to my news. This fellow is a perfect savage,"
66,and we can get nothing out of him but
67,And
68,quote
69,"""Well, what is the next step?"""
70,"""The next step is the note received by Garcia at the dinner. It"
71,where was the other
72,and that the number of large houses is limited. My first days
73,"and only one, riveted my attention. It is the"
74,one mile on the farther
75,and less than half a mile from the scene of the
76,of High
77,was by all accounts a curious man to whom curious adventures
78,"therefore, upon him and"
79,Watson--the man himself the most singular
80,but I
81,"deepset, brooding eyes that he was"
82,"strong,"
83,"with iron-gray hair, great bunched black eyebrows, the step"
84,"masterful man, with a"
85,"for he is yellow and sapless, but"
86,"Mr. Lucas, is"
87,"chocolate brown, wily, suave, and catlike,"
88,"Watson, we have come"
89,"close and confidential friends, are the centre of the"
90,"quote"""
91,"you've got me the very evidence I want,"""
92,""""
93,"Baynes, who is this man Henderson?"""
94,""""
95,""""
96,"sir, Don Murillo, the Tiger of San Pedro,"""
97,""""
98,"whose nearest and dearest had suffered torture and death at his hands, would not let the matter rest. They banded themselves into a society which should never be dissolved until the work was done. It was my part after we had discovered in the transformed Henderson the fallen despot, to attach myself to his household and keep the others in touch with his movements. This I was able to do by securing the position of governess in his family. He little knew that the woman who faced him at every meal was the woman whose husband he had hurried at an hour's notice into eternity. I smiled on him, did my duty to his children, and bided my time. An attempt was made in Paris and failed. We zig-zagged swiftly here and there over Europe to throw off the pursuers and finally returned to this house, which he had taken upon his first arrival in England. But here also the ministers of justice were waiting. Knowing that he would return there, Garcia, who is the son of the former highest dignitary in San Pedro, was waiting with two trusty companions of humble station, all three fired with the same reasons for revenge. He could do little during the day, for Murillo took every precaution and never went out save with his satellite Lucas, or Lopez as he was known in the days of his greatness. At night, however, he slept alone, and the avenger might find him. On a certain evening, which had been prearranged, I sent my friend final instructions, for the man was forever on the alert and continually changed his room. I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed. But everything went wrong with us. In some way I had excited the suspicion of Lopez, the secretary."
99,""",Holmes,""Our police work ends, but our legal work begins."",""Exactly,"","" said I."",""Come, come,"","" said Baynes cheerily,""I think better of the law than that."",""Self-defence is one thing."",""To entice a man in cold blood with the object of murdering him is another, whatever danger you may fear from him."",""No, no, we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes."",""It is a matter of history, however, that a little time was still to elapse before the Tiger of San Pedro should meet with his deserts."",""Wily and bold, he and his companion threw their pursuer off their track by entering a lodging-house in Edmonton Street and leaving by the back-gate into Curzon Square."",""From that day they were seen no more in England."",""Some six months afterwards the Marquess of Montalva and Signor Rulli, his secretary, were both murdered in their rooms at the Hotel Escurial at Madrid."",""The crime was ascribed to Nihilism, and the murderers were never arrested."",""Inspector Baynes visited us at Baker Street with a printed description of the dark face of the secretary, and of the masterful features, the magnetic black eyes, and the tufted brows of his master."",""We could not doubt that justice, if belated, had come at last."",""A chaotic case, my dear Watson,"","" said Holmes over an evening pipe."",""It will not be possible for you to present in that compact form which is dear to your heart."",""It covers two continents, concerns two groups of mysterious persons, and is further complicated by the highly respectable presence of our friend, Scott Eccles, whose inclusion shows me that the deceased Garcia had a scheming mind and a well-developed instinct of self-preservation."",""It is remarkable only for the fact that amid a perfect jungle of possibilities we, with our worthy collaborator, the inspector, have kept our close hold on the essentials and so been guided along the crooked and winding path."",""Is there any point which is not quite clear to you?"",""The object of the mulatto cook's return?"",""I think that the strange creature in the kitchen may account for it."",""The man was a primitive savage from the backwoods of San Pedro, and this was his fetish."",""When his companion and he had fled to some prearranged retreat--already occupied, no doubt by a confederate"
100,""",""So much for the Daily Chronicle,"",""Now for our friend Lestrade."",""I think that this case is very much in your line."",""We have every hope of clearing the matter up, but we find a little difficulty in getting anything to work upon."",""The box is a half-pound box of honeydew tobacco and does not help us in any way."",""The medical student theory still appears to me to be the most feasible, but if you should have a few hours to spare I should be very happy to see you out here."",""What say you, Watson? Can you rise superior to the heat and run down to Croydon with me on the off chance of a case for your annals?"",""You shall have it then."",""Ring for our boots and tell them to order a cab."",""I'll be back in a moment when I have changed my dressing-gown and filled my cigar-case."",""What say you, Watson? Can you rise superior to the heat and run down to Croydon with me on the off chance of a case for your annals?"""
101,quote
102,In that case I may leave you here
103,We shall look in on our way to the train
104,"I am coming to be of the same opinion, Miss Cushing"
105,There were one or two questions
106,quote
107,"""You are very quick at observing."""
108,"""That is my trade."""
109,"""Well, you are quite right.  But she was married to Mr. Browner a few"
110,but he was so fond of her that he couldn't abide to leave her
111,"and he got into the Liverpool and London boats."""
112,"""Ah, the Conqueror, perhaps?"""
113,"""No, the May Day, when last I heard. Jim came down here to see me"
114,and a little drink would send
115,staring mad. Ah! it was a bad day that ever he took a
116,then he quarrelled with
117,and now that Mary has stopped writing we don't know how things
118,"""About your second sister, Sarah,"" said he. ""I wonder, since you are"
119,"that you do not keep house together."""
120,"""Ah! you don't know Sarah's temper or you would wonder no more. I"
121,and we kept on until about two
122,when we had to part. I don't want to say a word against
123,"but she was always meddlesome and hard to please, was"
124,"""You say that she quarrelled with your Liverpool relations."""
125,"""Yes, and they were the best of friends at one time. Why, she went up"
126,"I suspect, and given her a bit of his mind, and that"
127,"""Thank you, Miss Cushing,"" said Holmes, rising and bowing. ""Your"
128,"I think you said, at New Street, Wallington?"
129,and I am very sorry that you should have been troubled over
130,"as you say, you"
131,quote
132,"As a medical man, you are aware, Watson, that there is no part of the body which varies so much as the human ear. Each ear is as a rule quite distinctive and differs from all other ones. In last year's Anthropological Journal you will find two short monographs from my pen upon the subject. I had, therefore, examined the ears in the box with the eyes of an expert and had carefully noted their anatomical peculiarities. Imagine my surprise, then, when on looking at Miss Cushing I perceived that her ear corresponded exactly with the female ear which I had just inspected. The matter was entirely beyond coincidence. There was the same shortening of the pinna, the same broad curve of the upper lobe, the same convolution of the inner cartilage. In all essentials it was the same ear."
133,"""In the first place, her sister's name was Sarah, and her address had until recently been the same, so that it was quite obvious how the mistake had occurred and for whom the packet was meant. Then we heard of this steward, married to the third sister, and learned that he had at one time been so intimate with Miss Sarah that she had actually gone up to Liverpool to be near the Browners, but a quarrel had afterwards divided them. This quarrel had put a stop to all communications for some months, so that if Browner had occasion to address a packet to Miss Sarah, he would undoubtedly have done so to her old address."
134,"""And now the matter had begun to straighten itself out wonderfully. We had learned of the existence of this steward, an impulsive man, of strong passions--you remember that he threw up what must have been a very superior berth in order to be nearer to his wife--subject, too, to occasional fits of hard drinking. We had reason to believe that his wife had been murdered, and that a man--presumably a seafaring man--had been murdered at the same time. Jealousy, of course, at once suggests itself as the motive for the crime. And why should these proofs of the deed be sent to Miss Sarah Cushing? Probably because during her residence in Liverpool she had some hand in bringing about the events which led to the tragedy. You will observe that this line of boats call at Belfast, Dublin, and Waterford; so that, presuming that Browner had committed the deed and had embarked at once upon his steamer, the"
135,quote
136,","
137,quote
138,"""Well, Mrs. Warren, I cannot see that you have any particular cause for uneasiness, nor do I understand why I, whose time is of some value, should interfere in the matter. I really have other things to engage me."""
139,"""Ah, yes--a simple matter."""
140,"""Well, well, Mrs. Warren, let us hear about it, then.  You don't object to tobacco, I take it? Thank you, Watson--the matches!"""
141,"""What were the terms?"""
142,"""Nothing wonderful in that, surely?"""
143,"""Oh, he went out the first night, did he?"""
144,"""Dear me, Watson,"""
145,quote
146,"""This is a little unusual. Seclusion I can understand; but why print? Printing is a clumsy process. Why not write? What would it suggest, Watson?"""
147,"""That he desired to conceal his handwriting."""
148,"""But why? What can it matter to him that his landlady should have a word of his writing? Still, it may be as you say. Then, again, why such laconic messages?"""
149,"""I cannot imagine."""
150,"""It opens a pleasing field for intelligent speculation. The words are written with a broad-pointed, violet-tinted pencil of a not unusual pattern. You will observe that the paper is torn away at the side here after the printing was done, so that the 's' of 'soap' is partly gone. Suggestive, Watson, is it not?"""
151,"""Of caution?"""
152,"""Exactly. There was evidently some mark, some thumbprint, something which might give a clue to the person's identity. Now. Mrs. Warren, you say that the man was of middle size, dark, and bearded. What age would he be?"""
153,"""Well, can you give me no further indications?"""
154,"""He spoke good English, sir, and yet I thought he was a foreigner by his accent."""
155,"""And he was well dressed?"""
156,"""He gave no name?"""
157,"""And has had no letters or callers?"""
158,"""But surely you or the girl enter his room of a morning?"""
159,"""Dear me! that is certainly remarkable. What about his luggage?"""
160,"""Well, we don't seem to have much material to help us. Do you say nothing has come out of that room--absolutely nothing?"""
161,"""There is nothing here,"" said he. ""The matches have, of course, been used to light cigarettes. That is obvious from the shortness of the burnt end. Half the match is consumed in lighting a pipe or cigar."""
162,"""But, dear me! this cigarette stub is certainly remarkable. The gentleman was bearded and moustached, you say?"""
163,"""I don't understand that. I should say that only a clean-shaven man could have smoked this. Why, Watson, even your modest moustache would have been singed."""
164,"""A holder?"" I suggested."
165,"""No, no; the end is matted. I suppose there could not be"
166,Mrs. Warren. Do nothing rash. I begin to think that this
167,"lying in wait for him near your door,"
168,"we can only conjecture."""
169,"as you saw, proved to be correct,"" said he, speaking"
170,and
171,"Watson."""
172,"yes, Watson--severely practical, as usual! What is at the root"
173,"too, of the attack upon the landlord,"
174,and the
175,argue that the matter is one of life or
176,
177,are themselves not aware of the substitution of the
178,"Watson."""
179,"indeed? It is art for art's sake, Watson. I suppose when you"
180,"Holmes."""
181,Watson. It is a series of lessons with the
182,and yet one would wish to tidy it up. When
183,""" said Holmes in a whisper, his gaunt"
184,I can see his
185,quote
186,Shall I go for the police?
187,"We must define the situation a little more clearly. It may bear some more innocent interpretation. Come, Watson, let us go across ourselves and see what we can make of it."
188,"Why, Gregson! said my companion as he shook hands with the Scotland Yard detective. Journeys end with lovers' meetings. What brings you here?"
189,"The same reasons that bring you, I expect, said Gregson. How you got on to it I can't imagine."
190,"Different threads, but leading up to the same tangle. I've been taking the signals."
191,Signals?
192,"Yes, from that window. They broke off in the middle. We came over to see the reason. But since it is safe in your hands I see no object in continuing this business."
193,"Wait a bit! I'll do you this justice, Mr. Holmes, that I was never in a case yet that I didn't feel stronger for having you on my side. There's only the one exit to these flats, so we have him safe."
194,Who is he?
195,"Well, well, we score over you for once, Mr. Holmes. You must give us best this time. He struck his stick sharply upon the ground, on which a cabman, his whip in his hand, sauntered over from a four-wheeler which stood on the far side of the street. May I introduce you to Mr. Sherlock Holmes? This is Mr. Leverton, of Pinkerton's American Agency."
196,"The hero of the Long Island cave mystery? Sir, I am pleased to meet you."
197,The hero of the Long Island cave mystery?
198,What! Gorgiano of the Red Circle?
199,"Oh, he has a European fame, has he? Well, we've learned all about him in America. We know he is at the bottom of fifty murders, and yet we have nothing positive we can take him on. I tracked him over from New York, and I've been close to him for a week in London, waiting some excuse to get my hand on his collar. Mr. Gregson and I ran him to ground in that big tenement house, and there's only one door, so he can't slip us. There's three folk come out since he went in, but I'll swear"
200,quote
201,""" said the prosaic Gregson, laying his hand upon"
202,"""I am not very clear yet who you are or what you are;"
203,"""One moment, Gregson,"" said Holmes. ""I rather fancy that this"
204,"madam, that your husband will be arrested and tried for"
205,
206,then you cannot serve him better
207,"""In that case,"" said Holmes, ""my suggestion is that we lock"
208,"leave things as we found them, go with this lady to her room,"
209,"""One moment, Gregson,"" said Holmes."
210,"""Well, Mrs. Lucca,"" said Holmes."
211,"""In that case,"" said Holmes, ""my suggestion is that we lock this"
212,"leave things as we found them, go with this lady to her room,"
213,"""Well, Mrs. Lucca,"" said Holmes."
214,in CSV format:
215,quote
216,"""Education, Gregson, education.  Still seeking knowledge at the old university.  Well, Watson, you have one more specimen of the tragic and grotesque to add to your collection.  By the way, it is not eight o'clock, and a Wagner night at Covent Garden!  If we hurry, we might be in time for the second act."""
217,"""The London criminal is certainly a dull fellow,"""
218,"""This great and sombre stage is set for something more worthy than that,"""
219,"""It is fortunate for this community that I am not a criminal."""
220,"""Suppose that I were Brooks or Woodhouse, or any of the fifty men who have good reason for taking my life, how long could I survive against my own pursuit? A summons, a bogus appointment, and all would be over. It is well they don't have days of fog in the Latin countries--the countries of assassination. By Jove! here comes something at last to break our dead monotony."""
221,"""Well, well! What next?"""
222,"""Why not? It is as if you met a tram-car coming down a country lane. Mycroft has his rails and he runs on them. His Pall Mall lodgings, the Diogenes Club, Whitehall--that is his cycle. Once, and only once, he has been here. What upheaval can possibly have derailed him?"""
223,"""Does he not explain?"""
224,"""I did not know you quite so well in those days. One has to be discreet when one talks of high matters of state. You are right in thinking that he under the British government. You would also be right in a sense if you said that occasionally he is the British government."""
225,"""My dear Holmes!"""
226,"""I thought I might surprise you. Mycroft draws four hundred and fifty pounds a year, remains a subordinate, has no ambitions of any kind, will receive neither honour nor title, but remains the most indispensable man in the country."""
227,"""Well, well! What next?"""
228,"""I thought I might surprise you. Mycroft draws four hundred and fifty pounds a year, remains a subordinate, has no ambitions of any kind, will receive neither honour nor title, but remains the most indispensable man in the country."""
229,quote
230,"""Judging by its effect upon my brother, I should think it must be a"
231,"""Now, Watson, let us have the facts."""
232,"""He left Woolwich suddenly on Monday night. Was last seen by his"
233,"Miss Violet Westbury, whom he left abruptly in the fog about"
234,"""When?"""
235,"""The body was found at six on Tuesday morning. It was lying wide of"
236,at a
237,where the line emerges from the tunnel in
238,"""Very good. The case is definite enough. The man, dead or alive,"
239,"""The trains which traverse the lines of rail beside which the body"
240,some being purely
241,and some from Willesden and outlying junctions. It can
242,"when he met his death, was"
243,but at
244,"""His ticket, of course, would show that."""
245,"""There was no ticket in his pockets."""
246,"""No ticket! Dear me, Watson, this is really very singular. According"
247,"then,"
248,"""I understand that there was no sign of robbery?"""
249,"""There we have it at last, Watson! British government--Woolwich."
250,"the chain is complete."""
251,"""But here he comes, if I am not mistaken, to speak for himself."""
252,quote
253,"""Tell us about Cadogan West."""
254,"""He has been ten years in the service and has done good work. He has the reputation of being hot-headed and imperious, but a straight, honest man. We have nothing against him. He was next Sidney Johnson in the office. His duties brought him into daily, personal contact with the plans. No one else had the handling of them."""
255,"""Who locked up the plans that night?"""
256,"""Well, it is surely perfectly clear who took them away. They are actually found upon the person of this junior clerk, Cadogan West. That seems final, does it not?"""
257,"""It does, Sherlock, and yet it leaves so much unexplained. In the first place, why did he take them?"""
258,"""I presume they were of value?"""
259,"""He could have got several thousands for them very easily."""
260,"""Can you suggest any possible motive for taking the papers to London except to sell them?"""
261,"""No, I cannot."""
262,"""Then we must take that as our working hypothesis. Young West took the papers. Now this could only be done by having a false key--"""
263,"""Several false keys. He had to open the building and the room."""
264,"""He had, then, several false keys. He took the papers to London to sell the secret, intending, no doubt, to have the plans themselves back in the safe next morning before they were missed. While in London on this treasonable mission he met his end."""
265,"""How?"""
266,"""We will suppose that he was travelling back to Woolwich when he was killed and thrown out of the compartment."""
267,"""Aldgate, where the body was found, is considerably past the station London Bridge, which would be his route to Woolwich."""
268,"""Many circumstances could be imagined under which he would pass London Bridge. There was someone in the carriage, for example, with whom he was having an absorbing interview. This interview led to a violent scene in which he lost his life. Possibly he tried to leave the carriage, fell out on the line, and so met his end. The other closed the door. There was a thick fog, and nothing could be seen."""
269,"""No better explanation can be given with our present knowledge; and yet consider, Sherlock, how much you leave untouched. We will"
270,"quote"""
271,""""
272,"we are still as far as ever from unravelling the mystery of his death. Indeed, it becomes not simpler but stranger."""
273,"Watson,"""
274,"but our inquiries make it blacker,"""
275,"would he not, before the could"
276,"he would. The key of the outer door, the key of the office, and"
277,I think he was. I know that so far as those three keys are
278,"if he is the culprit, must have had a duplicate. And yet"
279,would it not be simply to copy the
280,"as was actually done?"""
281,"or you, or West has that technical"
282,"but I beg you won't try to drag me into the matter,"
283,it is certainly singular that he should run the risk of taking
284,which would have
285,"no doubt--and yet he did so."""
286,"as I understand, the vital"
287,"that is so."""
288,and
289,could construct a Bruce-Partington
290,and I am not so sure of it. The double
291,quote
292,"It was a nice equipment for a respectable citizen to carry through the dim, fog-draped streets."
293,Have you had something to eat? Then join me in a coffee and curacao. Try one of the proprietor's cigars. They are less poisonous than one would expect. Have you the tools?
294,"They are here, in my overcoat."
295,"Excellent. Let me give you a short sketch of what I have done, with some indication of what we are about to do. Now it must be evident to you, Watson, that this young man's body was placed on the roof of the train. That was clear from the instant that I determined the fact that it was from the roof, and not from a carriage, that he had fallen."
296,Could it not have been dropped from a bridge?
297,"I should say it was impossible. If you examine the roofs you will find that they are slightly rounded, and there is no railing round them. Therefore, we can say for certain that young Cadogan West was placed on it."
298,How could he be placed there?
299,"That was the question which we had to answer. There is only one possible way. You are aware that the Underground runs clear of tunnels at some points in the West End. I had a vague memory that as I have travelled by it I have occasionally seen windows just above my head. Now, suppose that a train halted under such a window, would there be any difficulty in laying a body upon the roof?"
300,It seems most improbable.
301,"We must fall back upon the old axiom that when all other contingencies fail, whatever remains, however improbable, must be the truth. Here all other contingencies have failed. When I found that the leading international agent, who had just left London, lived in a row of houses which abutted upon the Underground, I was so pleased that you were a little astonished at my sudden frivolity."
302,"Oh, that was it, was it?"
303,"Yes, that was it. Mr. Hugo Oberstein, of 13 Caulfield Gardens, had become my objective. I began my operations at Gloucester Road Station, where a very helpful official walked with me along the track and allowed me to satisfy myself not only that the back-stair windows of Caulfield Gardens open on the line but the even more essential fact that, owing to the intersection of one of the larger"
304,quote
305,Stuff awaits you when goods delivered.
306,"Watson! If we could only get at the man at the other end!"""
307,tapping his fingers on the table. Finally he sprang to his feet.
308,"perhaps it won't be so difficult, after all. There is nothing more to be done here, Watson. I think we might drive round to the offices of the Daily Telegraph, and so bring a good day's work to a conclusion."""
309,"Mr. Holmes,"" said he. ""No wonder you get results that are beyond us. But some of these days you'll go too far, and you'll find yourself and your friend in trouble."""
310,"home and beauty--eh, Watson? Martyrs on the altar of our country. But what do you think of it, Mycroft?"""
311,"Sherlock! Admirable! But what use will you make of it?"""
312,here it is:
313,"and possibly your punishment."""
314,"Paris, would eventually reach him."""
315,""""
316,"you will no doubt have observed by now that one essential detail is missing. I have a tracing which will make it complete. This has involved me in extra trouble, however, and I must ask you for a further advance of five hundred pounds. I will not trust it to the post, nor will I take anything but gold or notes. I would come to you abroad, but it would excite remark if I left the country at present. Therefore I shall expect to meet you in the smoking-room of the Charing Cross Hotel at noon on Saturday. Remember that only English notes, or gold, will be taken."
317,"you will no doubt have observed by now that one essential detail is missing. I have a tracing which will make it complete. This has involved me in extra trouble, however, and I must ask you for a further advance of five hundred pounds. I will not trust it to the post, nor will I take anything but gold or notes. I would come to you abroad, but it would excite remark if I left the country at present. Therefore I shall expect to meet you in the smoking-room of the Charing Cross Hotel at noon on Saturday. Remember that only English notes, or gold, will be taken."
318,but they are not
319,""" said I, ""you are not yourself. A sick man is but a child,"
320,I will examine
321,let me at least have
322,""" said he."
323,"certainly. But facts are facts, Watson, and,"
324,you are only a general practitioner with very limited
325,"but you leave me no choice."""
326,Holmes. It shows me very clearly
327,or any of the best men in London. But someone you
328,and that is final. If you think that I am going to stand
329,"then you have mistaken your man."""
330,"Watson,"" said the sick man with something between a"
331,"pray, of Tapanuli fever? What do you know of the black Formosa"
332,many strange pathological
333,"in the East, Watson."" He paused after each sentence to"
334,the greatest
335,is now in London. All
336,"Holmes, I am going this instant to fetch"
337,"Watson, I've got you, my"
338,and here you will stay until I will otherwise.
339,with terrible
340,quote
341,My directions for Mr. Culverton Smith.
342,"You will do nothing of the sort. You will persuade him to come. And then you will return in front of him. Make any excuse so as not to come with him. Don't forget, Watson. You won't fail me. You never did fail me. No doubt there are natural enemies which limit the increase of the creatures. You and I, Watson, we have done our part. Shall the world, then, be overrun by oysters? No, no; horrible! You'll convey all that is in your mind."
343,"I left him full of the image of this magnificent intellect babbling like a foolish child. He had handed me the key, and with a happy thought I took it with me lest he should lock himself in."
344,"Well, did you see him, Watson?"
345,"Admirable, Watson! Admirable! You are the best of messengers."
346,"Of course you must. But I have reasons to suppose that this opinion would be very much more frank and valuable if he imagines that we are alone. There is just room behind the head of my bed, Watson."
347,My dear Holmes!
348,"I fear there is no alternative, Watson. The room does not lend itself to concealment, which is as well, as it is the less likely to arouse suspicion. But just there, Watson, I fancy that it could be done."
349,"There are the wheels, Watson. Quick, man, if you love me! And don't budge, whatever happens--whatever happens, do you hear? Don't speak! Don't move! Just listen with all your ears."
350,quote
351,""""
352,"Holmes?"""
353,"Mr. Smith?"""
354,"fortunately, the only man in London who does. Do you know what is the matter with you?"""
355,""""
356,"I shouldn't be surprised, Holmes. I shouldn't be surprised if it were the same. A bad lookout for you if it is. Poor Victor was a dead man on the fourth day--a strong, hearty young fellow. It was certainly, as you said, very surprising that he should have contracted and out-of-the-way Asiatic disease in the heart of London--a disease, too, of which I had made such a very special study. Singular coincidence, Holmes. Very smart of you to notice it, but rather uncharitable to suggest that it was cause and effect."""
357,"you did, did you? Well, you couldn't prove it, anyhow. But what do you think of yourself spreading reports about me like that, and then crawling to me for help the moment you are in trouble? What sort of a game is that--eh?"""
358,"then, I'll help you.  Did anything come by post?"""
359,"Holmes!"""
360,"yes, I opened it. There was a sharp spring inside it. Some joke--"""
361,"as you will find to your cost. You fool, you would have it and you have got it. Who asked you to cross my path? If you had left me alone I would not have hurt you."""
362,""""
363,"by George! And it may as well leave the room in my pocket. There goes your last shred of evidence. But you have the truth now, Holmes, and you can die with the knowledge that I killed you. You knew too much of the fate of Victor Savage, so I have sent you to share it. You are very near your end, Holmes. I will sit here and I will watch you die."""
364,quote
365,"Three days of absolute fast does not improve one's beauty, Watson. For the rest, there is nothing which a sponge may not cure. With vaseline upon one's forehead, belladonna in one's eyes, rouge over the cheek-bones, and crusts of beeswax round one's lips, a very satisfying effect can be produced. Malingering is a subject upon which I have sometimes thought of writing a monograph. A little occasional talk about half-crowns, oysters, or any other extraneous subject produces a pleasing effect of delirium."
