number,quote
24,"""Glad to meet you, sir. I have heard your name mentioned in connection with that of your friend. You interest me very much, Mr. Holmes. I had hardly expected so dolichocephalic a skull or such well-marked supra-orbital development. Would you have any objection to my running my finger along your parietal fissure? A cast of your skull, sir, until the original is available, would be an ornament to any anthropological museum. It is not my intention to be fulsome, but I confess that I covet your skull."""
25,"""You are an enthusiast in your line of thought, I perceive, sir, as I am in mine,"""
26,"""I observe from your forefinger that you make your own cigarettes. Have no hesitation in lighting one."""
27,"""I presume, sir, that it was not merely for the purpose of examining my skull that you have done me the honour to call"
28,quote
29,"It chanced that some little time later Hugo left his guests to carry food and drink--with other worse things, perchance--to his captive,"
30,"Then, as it would seem, he became as one that hath a devil, for, rushing down the stairs into the dining-hall, he sprang upon the great table, flagons and trenchers flying before him, and he cried aloud before all the company that he would that very night render his body and soul to the Powers of Evil if he might but overtake the wench."
31,"Now, for some space the revellers stood agape, unable to understand all that had been done in such haste. But anon their bemused wits awoke to the nature of the deed which was like to be done upon the moorlands."
32,"And the man, as the story goes, was so crazed with fear that he could scarce speak, but at last he said that he had indeed seen the unhappy maiden, with the hounds upon her track."
33,But the drunken squires cursed the shepherd and rode onward.
34,"Then the revellers rode close together, for a great fear was on them, but they still followed over the moor, though each, had he been alone, would have been right glad to have turned his horse's head."
35,"The company had come to a halt, more sober men, as you may guess, than when they started."
36,"And even as they looked the thing tore the throat out of Hugo Baskerville, on which, as it turned its blazing eyes and dripping jaws upon them, the three shrieked with fear and rode for dear life, still screaming, across the moor."
37,"And it was not the sight of her body, nor yet was it that of the body of Hugo Baskerville lying near her, which raised the hair upon the heads of these three daredevil roysterers, but it was that, standing over Hugo, and plucking at his throat, there stood a foul thing, a great, black beast, shaped like a hound, yet larger than any hound that ever mortal eye has rested upon."
38,So the drunken squires cursed the shepherd and rode onward.
39,And soon their
40,quote
41,"""I must thank you,"" said Sherlock Holmes, ""for calling my attention to a case which certainly presents some features of interest. I had observed some newspaper comment at the time, but I was exceedingly preoccupied by that little affair of the Vatican cameos, and in my anxiety to oblige the Pope I lost touch with several interesting English cases. This article, you say, contains all the public facts?"""
42,"""Then let me have the private ones."" He leaned back, put his finger-tips together, and assumed his most impassive and judicial expression."
43,"""The facts of the case are simple. Sir Charles Baskerville was in the habit every night before going to bed of walking down the famous Yew Alley of Baskerville Hall. The evidence of the Barrymores shows that this had been his custom."
44,quote
45,"""If I had only been there!"""
46,"""It is evidently a case of extraordinary interest, and one which presented immense opportunities to the scientific expert. That gravel page upon which I might have read so much has been long ere this smudged by the rain and defaced by the clogs of curious peasants. Oh, Dr. Mortimer, Dr. Mortimer, to think that you should not have called me in! You have indeed much to answer for."""
47,"""You mean that the thing is supernatural?"""
48,"""Since the tragedy, Mr. Holmes, there have come to my ears several incidents which are hard to reconcile with the settled order of Nature."""
49,"""For example?"""
50,"""I have cross-examined these men, one of them a hard-headed countryman, one a farrier, and one a moorland farmer, who all tell the same story of this dreadful apparition, exactly corresponding to the hell-hound of the legend. I assure you that there is a reign of terror in the district, and that it is a hardy man who will cross the moor at night."""
51,"""And you, a trained man of science, believe it to be supernatural?"""
52,"""I have hitherto confined my investigations to this world,"" said he. ""In a modest way I have combated evil, but to take on the Father of Evil himself would, perhaps, be too ambitious a task. Yet you must admit that the footmark is material."""
53,"""The original hound was material enough to tug a man's throat out, and yet he was diabolical as well."""
54,"""I see that you have quite gone over to the supernaturalists. But now, Dr. Mortimer, tell me this. If you hold these views, why have you come to consult me at all? You tell me in the same breath that it is useless to investigate Sir Charles's death, and that you desire me to do it."""
55,"""Then, how can I assist you?"""
56,"""Put into plain words, the matter is this,"" said he. ""In your opinion there is a diabolical agency which makes Dartmoor an unsafe abode for a Baskerville—that is your opinion?"""
57,"""Exactly. But surely, if your supernatural theory be correct, it could work the"
58,""""
59,"Mr. Holmes, than you would probably do if you were brought into personal contact with these things. Your advice, then, as I understand it, is that the young man will be as safe in Devonshire as in London. He comes in fifty minutes. What would you recommend?"""
60,"sir, that you take a cab, call off your spaniel who is scratching at my front door, and proceed to Waterloo to meet Sir Henry Baskerville."""
61,"Dr. Mortimer, I will be much obliged to you if you will call upon me here, and it will be of help to me in my plans for the future if you will bring Sir Henry Baskerville with you."""
62,"Mr. Holmes."" He scribbled the appointment on his shirtcuff and hurried off in his strange, peering, absent-minded fashion. Holmes stopped him at the head of the stair."
63,"Dr. Mortimer. You say that before Sir Charles Baskerville's death several people saw this apparition upon the moor?"""
64,"Watson?"""
65,"my dear fellow, it is at the hour of action that I turn to you for aid. But this is splendid, really unique from some points of view. When you pass Bradley's, would you ask him to send up a pound of the strongest shag tobacco? Thank you. It would be as well if you could make it convenient not to return before evening. Then I should be very glad to compare impressions as to this most interesting problem which has been submitted to us this morning."""
66,"constructed alternative theories, balanced one against the other, and made up his mind"
67,quote
68,"""This is Sir Henry Baskerville,"""
69,"""Why, yes,"""
70,"""and the strange thing is, Mr. Sherlock Holmes, that if my friend here had not proposed coming round to you this morning I should have come on my own account. I understand that you think out little puzzles, and I've had one this morning which wants more thinking out than I am able to give it."""
71,"""Pray take a seat, Sir Henry. Do I understand you to say that you have yourself had some remarkable experience since you arrived in London?"""
72,"""Nothing of much importance, Mr. Holmes. Only a joke, as like as not. It was this letter, if you can call it a letter, which reached me this morning."""
73,"""Who knew that you were going to the Northumberland Hotel?"""
74,"""But Dr. Mortimer was no doubt already stopping there?"""
75,"""Hum! Someone seems to be very deeply interested in your movements."""
76,"""Now,"" said Sir Henry Baskerville, ""perhaps you will tell me, Mr. Holmes, what in thunder is the meaning of that, and who it is that takes so much interest in my affairs?"""
77,"""What do you make of it, Dr. Mortimer? You must allow that there is nothing supernatural about this, at any rate?"""
78,"""What business?"" asked Sir Henry sharply. ""It seems to me that all you gentlemen know a great deal more than I do about my own affairs."""
79,"""You shall share our knowledge before you leave this room, Sir Henry. I promise you that. I promise you that,"""
80,"""Might I trouble you for it--the inside page, please, with the leading articles?"" He glanced swiftly over it, running his eyes up and down the columns. ""Capital article this on free trade. Permit me to give you an extract from it."
81,"""""'You may be cajoled into imagining that your own special trade or your own industry will be encouraged by a protective tariff, but it stands to reason that such legislation must in the long run keep away wealth from the country, diminish the value of our imports, and lower the general conditions of life in this island.'"""
82,"""What do you think of that, Watson?"" cried Holmes in high"
83,quote
84,"""How in the world can you say that?"""
85,"""If you examine it carefully you will see that both the pen and the ink have given the writer trouble. The pen has spluttered twice in a single word, and has run dry three times in a short address, showing that there was very little ink in the bottle. Now, a private pen or ink-bottle is seldom allowed to be in such a state, and the combination of the two must be quite rare. But you know the hotel ink and the hotel pen, where it is rare to get anything else. Yes, I have very little hesitation in saying that could we examine the waste-paper baskets of the hotels around Charing Cross until we found the remains of the mutilated Times leader we could lay our hands straight upon the person who sent this singular message. Halloa! Halloa! What's this?"""
86,"""Well?"""
87,"""Nothing,"" said he, throwing it down. ""It is a blank half-sheet of paper, without even a water-mark upon it. I think we have drawn as much as we can from this curious letter; and now, Sir Henry, has anything else of interest happened to you since you have been in London?"""
88,"""You have not observed anyone follow or watch you?"""
89,"""We are coming to that. You have nothing else to report to us before we go into this matter?"""
90,"""I think anything out of the ordinary routine of life well worth reporting."""
91,"""I don't know much of British life yet, for I have spent nearly all my time in the States and in Canada. But I hope that to lose one of your boots is not part of the ordinary routine of life over here."""
92,"""You have lost one of your boots?"""
93,"""My dear sir,"" cried Dr. Mortimer, ""it is only mislaid. You will find it when you return to the hotel. What is the use of troubling Mr. Holmes with trifles of this kind?"""
94,"""Well, he asked me for anything outside the ordinary routine."""
95,"""Exactly,"" said Holmes, ""however foolish the incident may seem. You have lost one of your boots, you say?"""
96,"""Well, mislaid it, anyhow. I put them both outside my door last night, and there was only one in the morning. I could get no sense out"
97,quote
98,"""There now!"""
99,"""Watson, Watson, if you are an honest man you will record this also and set it against my successes!"""
100,"""I have not an idea."""
101,"""A spy?"""
102,"""Well, it was evident from what we have heard that Baskerville has been very closely shadowed by someone since he has been in town. How else could it be known so quickly that it was the Northumberland Hotel which he had chosen? If they had followed him the first day I argued that they would follow him also the second. You may have observed that I twice strolled over to the window while Dr. Mortimer was reading his legend."""
103,"""I was looking out for loiterers in the street, but I saw none. We are dealing with a clever man, Watson. This matter cuts very deep, and though I have not finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us, I am conscious always of power and design. When our friends left I at once followed them in the hopes of marking down their invisible attendant. So wily was he that he had not trusted himself upon foot, but he had availed himself of a cab so that he could loiter behind or dash past them and so escape their notice. His method had the additional advantage that if they were to take a cab he was all ready to follow them. It has, however, one obvious disadvantage."""
104,"""It puts him in the power of the cabman."""
105,"""My dear Watson, clumsy as I have been, you surely do not seriously imagine that I neglected to get the number? No. 2704 is our man. But that is no use to us for the moment."""
106,"""I fail to see how you could have done more."""
107,"""On observing the cab I should have instantly turned and walked in the other direction. I should then at my leisure have hired a second cab and followed the first at a respectful distance, or, better still, have driven to the Northumberland Hotel and waited there. When our unknown had followed Baskerville home we should have had the opportunity of playing his own game upon himself and seeing where he made for. As it is, by an indiscreet eagerness, which was taken advantage of with extraordinary quickness and energy by our opponent, we have betrayed ourselves and lost"
108,quote
109,"""Seems to me they are playing me for a sucker in this hotel,"""
110,"""They'll find they've started in to monkey with the wrong man unless they are careful. By thunder, if that chap can't find my missing boot there will be trouble. I can take a joke with the best, Mr. Holmes, but they've got a bit over the mark this time."""
111,"""Still looking for your boot?"""
112,"""Yes, sir, and mean to find it."""
113,"""But, surely, you said that it was a new brown boot?"""
114,"""So it was, sir. And now it's an old black one."""
115,"""What! you don't mean to say--?"""
116,"""That's just what I do mean to say. I only had three pairs in the world--the new brown, the old black, and the patent leathers, which I am wearing. Last night they took one of my brown ones, and to-day they have sneaked one of the black. Well, have you got it? Speak out, man, and don't stand staring!"""
117,"""No, sir; I have made inquiry all over the hotel, but I can hear no word of it."""
118,"""Well, either that boot comes back before sundown or I'll see the manager and tell him that I go right straight out of this hotel."""
119,"""It shall be found, sir--I promise you that if you will have a little patience it will be found."""
120,"""Mind it is, for it's the last thing of mine that I'll lose in this den of thieves. Well, well, Mr. Holmes, you'll excuse my troubling you about such a trifle--"""
121,"""I think it's well worth troubling about."""
122,"""Why, you look very serious over it."""
123,"""How do you explain it?"""
124,"""I just don't attempt to explain it. It seems the very maddest, queerest thing that ever happened to me."""
125,"""The queerest perhaps--"" said Holmes, thoughtfully."
126,"""What do you make of it yourself?"""
127,"""Well, I don't profess to understand it yet. This case of yours is very complex, Sir Henry. When taken in conjunction with your uncle's death I am not sure that of all the five hundred cases of capital importance which"
128,"Watson. There is nothing more stimulating than a case where everything goes against you. We must cast round for another scent."""
129,"my good man."""
130,"I've had a good day and no mistake,"""
131,"sir?"""
132,"in case I want you again."""
133,"Clayton, tell me all about the fare who came and watched this house at ten o'clock this morning and afterwards followed the two gentlemen down Regent Street."""
134,""" said the cabman, ""was Mr. Sherlock Holmes."""
135,"Watson--an undeniable touch!"""
136,"and we end where we began,"""
137,"knew that Sir Henry Baskerville had consulted me, spotted who I was in Regent Street, conjectured that I had got the number of the cab and would lay my hands on the driver, and so sent back this audacious message. I tell you, Watson, this time we have got a foeman who is worthy of our steel. I've been checkmated in London. I can only wish you better luck in Devonshire. But I'm not easy in my mind about it."""
138,"Watson, an ugly dangerous business, and the more I see of it the less I like it. Yes, my dear fellow, you may laugh, but I give you my word that I shall be very glad to have you back safe and sound in Baker Street once more."""
139,quote
140,"""I beg, Sir Henry, that you will not go about alone. Some great misfortune will befall you if you do. Did you get your other boot?"""
141,quote
142,
143,
144,
145,
146,in CSV format:
147,quote
148,"""My word, it isn't a very cheerful place,"""
149,"""I guess it is ourselves and not the house that we have to blame!"""
150,"""And yet it was not entirely a question of imagination,"""
151,"""I heard it distinctly, and I am sure that it was really the sob of a woman."""
152,"""We must ask about this right away."""
153,"""Into his own hands?"""
154,quote
155,"I can provide you with the extracted lines spoken by the character who is not Holmes, which include a mention of Holmes:"
156,quote
157,""" said he, ""The records of your detective have reached us here, and you could not celebrate him without being known yourself. When Mortimer told me your name he could not deny your identity. If you are here, then it follows that Mr. Sherlock Holmes is interesting himself in the matter, and I am naturally curious to know what view he may take."""
158,"Sir Henry, and that I need no help of any kind."""
159,"and I promise you that I will not mention the matter again."""
160,in CSV format:
161,and it does not contain any direct quotes from Sherlock Holmes.
162,quote
163,quote
164,
165,quote
166,there are no dialogue lines spoken by the character Holmes.
167,quote
168,"""I don't say now that he isn't a crazy man,"" said Sir Henry; ""I can't"
169,but I
170,"""Did he give any explanation of his conduct?"""
171,"""He must have been holding it as a signal,"" said I. ""Let us see if"
172,and stared out into
173,for the moon was
174,for a tiny
175,and
176,"""There it is!"" I cried."
177,"""No, no, sir, it is nothing--nothing at all!"" the butler broke in; ""I"
178,"sir--"""
179,quote
180,"""Very good, sir. If I must I must."""
181,"""Is this true, Barrymore?"""
182,"""What do they call this sound?"""
183,"""A hound it was,"""
184,quote
185,there are no direct quotes from Holmes in the provided text.
186,the text only mentions the character and provides context for his thoughts and feelings):
187,quote
188,quote
189,quote
190,"""There's foul play somewhere, and there's black villainy brewing, to that I'll swear! Very glad I should be, sir, to see Sir Henry on his way back to London again!"""
191,"""But what is it that alarms you?"""
192,"""Look at Sir Charles's death! That was bad enough, for all that the coroner said. Look at the noises on the moor at night. There's not a man would cross it after sundown if he was paid for it. Look at this stranger hiding out yonder, and watching and waiting! What's he waiting for? What does it mean? It means no good to anyone of the name of Baskerville, and very glad I shall be to be quit of it all on the day that Sir Henry's new servants are ready to take over the Hall."""
193,"""But about this stranger,"" said I. ""Can you tell me anything about him? What did Selden say? Did he find out where he hid, or what he was doing?"""
194,"""He saw him once or twice, but he is a deep one, and gives nothing away. At first he thought that he was the police, but soon he found that he had some lay of his own. A kind of gentleman he was, as far as he could see, but what he was doing he could not make out."""
195,"""And where did he say that he lived?"""
196,"""Among the old houses on the hillside--the stone huts where the old folk used to live."""
197,"""But how about his food?"""
198,"""Selden found out that he has got a lad who works for him and brings him all he needs. I dare say he goes to Coombe Tracey for what he wants."""
199,"""Very good, Barrymore. We may talk further of this some other time."""
200,"""When the butler had gone I walked over to the black window, and I looked through a blurred pane at the driving clouds and at the tossing outline of the wind-swept trees. It is a wild night indoors, and what must it be in a stone hut upon the moor. What passion of hatred can it be which leads a man to lurk in such a place at such a time! And what deep and earnest purpose can he have which calls for such a trial! There, in that hut upon the mo"
201,quote
202,"""You quoted some of it."""
203,"""You quoted the postscript. The letter had, as I said, been burned and it was not all legible. I ask you once again why it was that you were so pressing that Sir Charles should destroy this letter which he received on the day of his death."""
204,"""The more reason why you should avoid a public investigation."""
205,"""The more reason why you should avoid a public investigation."""
206,"""The matter is a very private one."""
207,"""The more reason why you should avoid a public investigation."""
208,"""I will tell you, then. If you have heard anything of my unhappy history you will know that I made a rash marriage and had reason to regret it."""
209,"""I have heard so much."""
210,"""My life has been one incessant persecution from a husband whom I abhor. The law is upon his side, and every day I am faced by the possibility that he may force me to live with him. At the time that I wrote this letter to Sir Charles I had learned that there was a prospect of my regaining my freedom if certain expenses could be met."""
211,"""Then how is it that you did not go?"""
212,"""Because I received help in the interval from another source."""
213,"""Why then, did you not write to Sir Charles and explain this?"""
214,"""So I should have done had I not seen his death in the paper next morning."""
215,"""Mrs. Lyons!"""
216,"""You are taking a very great responsibility and putting yourself in a very false position by not making an absolutely clean breast of all that you know."""
217,"sir, and it has not afforded me the protection to"
218,and already my
219,"no doubt?"" said I, with an indifferent manner."
220,"ha, my boy, a very much more important matter than that! What"
221,and to whom should he be
222,"sir!"" said he, pointing out over the wide-stretching moor."
223,do you see the low hill
224,"sir, is a most absurd"
225,"sir, that I have very good grounds before I come to"
226,"and sometimes twice a day, I have been able--but wait a"
227,"Dr. Watson. Do my eyes deceive me, or is there at the present"
228,"sir, come!"" cried Frankland, rushing upstairs. ""You will see"
229,"a formidable instrument mounted upon a tripod, stood"
230,"Dr. Watson, quick, before he passes over the hill!"""
231,"sure enough, a small urchin with a little bundle upon"
232,toiling slowly up the hill. When he
233,"""quote"""
234,"""It is a lovely evening, my dear Watson."""
235,"""Come out,"""
236,"""I never was more glad to see anyone in my life,"""
237,"""Or more astonished, eh?"""
238,"""The surprise was not all on one side, I assure you. I had no idea that you had found my occasional retreat, still less that you were inside it, until I was within twenty paces of the door."""
239,"""My footprint, I presume?"""
240,"""No, Watson; I fear that I could not undertake to recognize your footprint amid all the footprints of the world. If you seriously desire to deceive me you must change your tobacconist; for when I see the stub of a cigarette marked Bradley, Oxford Street, I know that my friend Watson is in the neighbourhood. You will see it there beside the path. You threw it down, no doubt, at that supreme moment when you charged into the empty hut."""
241,"""Exactly."""
242,"""I thought as much--and knowing your admirable tenacity I was convinced that you were sitting in ambush, a weapon within reach, waiting for the tenant to return. So you actually thought that I was the criminal?"""
243,"""Excellent, Watson! And how did you localize me? You saw me, perhaps, on the night of the convict hunt, when I was so imprudent as to allow the moon to rise behind me?"""
244,"""And have no doubt searched all the huts until you came to this one?"""
245,"""The old gentleman with the telescope, no doubt. I could not make it out when first I saw the light flashing upon the lens."""
246,"""Ha, I see that Cartwright has brought up some supplies. What's this paper? So you have been to Coombe Tracey, have you?"""
247,"""To see Mrs. Laura Lyons?"""
248,"""Well done! Our researches have evidently been running on parallel lines, and when we unite our results I expect we shall have a fairly full knowledge of the case."""
249,"""Well, I am glad from my heart that you are here, for indeed the responsibility and the mystery were both becoming too much for my nerves. But how in the name of wonder did you come here, and what have you been doing? I"
250,quote
251,"""That's better,"""
252,"""This is most important,"""
253,"""There can be no doubt about the matter. They meet, they write, there is a complete understanding between them. Now, this puts a very powerful weapon into our hands. If I could only use it to detach his wife--"""
254,"""His wife?"""
255,"""Sir Henry's falling in love could do no harm to anyone except Sir Henry. He took particular care that Sir Henry did not make love to her, as you have yourself observed. I repeat that the lady is his wife and not his sister."""
256,"""But why this elaborate deception?"""
257,"""Because he foresaw that she would be very much more useful to him in the character of a free woman."""
258,"""It is he, then, who is our enemy--it is he who dogged us in London?"""
259,"""So I read the riddle."""
260,"""And the warning--it must have come from her!"""
261,"""Because he so far forgot himself as to tell you a true piece of autobiography upon the occasion when he first met you, and I dare say he has many a time regretted it since. He was once a schoolmaster in the north of England. Now, there is no one more easy to trace than a schoolmaster. There are scholastic agencies by which one may identify any man who has been in the profession. A little investigation showed me that a school had come to grief under atrocious circumstances, and that the man who had owned it--the name was different--had disappeared with his wife. The descriptions agreed. When I learned that the missing man was devoted to entomology the identification was complete."""
262,"""If this woman is in truth his wife, where does Mrs. Laura Lyons come in?"""
263,"""That is one of the points upon which your own researches have shed a light. Your interview with the lady has cleared the situation very much. I did not know about a projected divorce between herself and her husband. In that case, regarding Stapleton as an unmarried man, she counted no doubt upon becoming his wife."""
264,"""And when she is undeceived?"""
265,"""Why, then we may find the lady of service. It must be our first duty to see her--both of us--to-morrow. Don't you think, Watson, that you are away from your"
266,quote
267,"I shall never forgive myself for having left him to his fate."""
268,"Watson. In order to have my case well rounded and complete, I have thrown away the life of my client. It is the greatest blow which has befallen me in my career. But how could I know—how could I know—that he would risk his life alone upon the moor in the face of all my warnings?"""
269,"however: How came Selden, in the darkness, to know that the hound was on his trail?"""
270,"for I think that we shall very shortly get an explanation of yours, while mine may remain forever a mystery."""
271,"Watson, what's this? It's the man himself, by all that's wonderful and audacious! Not a word to show your suspicions—not a word, or my plans crumble to the ground."""
272,"indeed. I have no doubt that my friend's explanation will cover the facts. I will take an unpleasant remembrance back to London with me to-morrow."""
273,quote
274,"One cannot always have the success for which one hopes. An investigator needs facts, and not legends or rumours. It has not been a satisfactory case."
275,"""We're at close grips at last,"" said Holmes as we walked together across the moor. ""What a nerve the fellow has! How he pulled himself together in the face of what must have been a paralyzing shock when he found that the wrong man had fallen a victim to his plot. I told you in London, Watson, and I tell you now again, that we have never had a foe more worthy of our steel."""
276,"""And so was I at first. But there was no getting out of it."""
277,"""What effect do you think it will have upon his plans now that he knows you are here?"""
278,"""It may cause him to be more cautious, or it may drive him to desperate measures at once. Like most clever criminals, he may be too confident in his own cleverness and imagine that he has completely deceived us."""
279,"""Why should we not arrest him at once?"""
280,"""My dear Watson, you were born to be a man of action. Your instinct is always to do something energetic. But supposing, for argument's sake, that we had him arrested to-night, what on earth the better off should we be for that? We could prove nothing against him. There's the devilish cunning of it! If he were acting through a human agent we could get some evidence, but if we were to drag this great dog to the light of day it would not help us in putting a rope round the neck of its master."""
281,"""Surely we have a case."""
282,"""Not a shadow of one--only surmise and conjecture. We should be laughed out of court if we came with such a story and such evidence."""
283,"""There is Sir Charles's death."""
284,"""Found dead without a mark upon him. You and I know that he died of sheer fright, and we know also what frightened him; but how are we to get twelve stolid jurymen to know it? What signs are there of a hound? Where are the marks of its fangs? Of course we know that a hound does not bite a dead body and that Sir Charles was dead before ever the brute overtook him. But we have to prove all this, and we are not"
285,quote
286,"""Well, I'm glad to hear you say so,"""
287,"""Do you see anything there?"""
288,"""There is something of Sir Henry about the jaw."""
289,"""Just a suggestion, perhaps. But wait an instant!"""
290,"""Good heavens!"""
291,"""Ha, you see it now. My eyes have been trained to examine faces and not their trimmings."""
292,"""This chance of the picture has supplied us with one of our most obvious missing links."""
293,"""We have him, Watson, we have him, and I dare swear that before to-morrow night he will be fluttering in our net as helpless as one of his own butterflies."""
294,"""A pin, a cork, and a card, and we add him to the Baker Street collection!"""
295,"""Yes, we should have a full day to-day."""
296,"""The nets are all in place, and the drag is about to begin."""
297,"""We'll know before the day is out whether we have caught our big, lean-jawed pike, or whether he has got through the meshes."""
298,"""I have sent a report from Grimpen to Princetown as to the death of Selden."""
299,"""I think I can promise that none of you will be troubled in the matter."""
300,"""And I have also communicated with my faithful Cartwright, who would certainly have pined away at the door of my hut, as a dog does at his master's grave, if I had not set his mind at rest about my safety."""
301,"""What is the next move?"""
302,"""To see Sir Henry. Ah, here he is!"""
303,"""Good morning, Holmes, you look like a general who is planning a battle with his chief of the staff."""
304,"""That is the exact situation. Watson was asking for orders."""
305,"""And so do I."""
306,"""Very good. You are engaged, as I understand, to dine with our friends the Stapletons to-night."""
307,"""I hope that you will come also. They are very hospitable people, and I am sure that they would be very glad to see you."""
308,"""I fear that Watson and I must go to London."""
309,"""To London?"""
310,"""Yes, I think that we"
311,quote
312,"""That is in answer to mine of this morning. He is the best of the"
313,"I think, and we may need his assistance. Now, Watson,"
314,"Mrs. Laura Lyons."""
315,"""I am investigating the circumstances which attended the death of the"
316,""" said he. ""My friend here, Dr. Watson,"
317,and also of what you
318,"""What have I withheld?"" she asked defiantly."
319,"""You have confessed that you asked Sir Charles to be at the gate at"
320,"""In that case the coincidence must indeed be an extraordinary one."
321,Mrs. Lyons. We regard
322,and the evidence may implicate not only
323,"but his wife as well."""
324,"""His wife!"" she cried."
325,"""The fact is no longer a secret. The person who has passed for his"
326,"""His wife!"" she said again. ""His wife! He is not a married man."""
327,"""Prove it to me! Prove it to me! And if you can do so--!"""
328,"""I have come prepared to do so,"" said Holmes, drawing several papers"
329,' but you will
330,"and her also, if you know her"
331,who at that time kept St.
332,"""Mr. Holmes,"" she said, ""this man had offered me marriage on"
333,"Lestrade?"""
334,"and as long as I have my hip-pocket I have something in it."""
335,"Mr. Holmes. What's the game now?"""
336,"it does not seem a very cheerful place,"" said the detective with a shiver, glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire. ""I see the lights of a house ahead of us."""
337,""" said he. ""These rocks upon the right make an admirable screen."""
338,"we shall make our little ambush here. Get into this hollow, Lestrade. You have been inside the house, have you not, Watson? Can you tell the position of the rooms? What are those latticed windows at this end?"""
339,"which shines so brightly?"""
340,"and I heard the sharp click of a cocking pistol. ""Look out! It's coming!"""
341,formatted as CSV:
342,"quote"""
343,"quote"""
344,"quote"""
345,"quote"""
346,"quote"""
347,"quote"""
348,"quote"""
349,"quote"""
350,"quote"""
351,"quote"""
352,"quote"""
353,"quote"""
354,"quote"""
355,"quote"""
356,"quote"""
357,"quote"""
358,"quote"""
359,"quote"""
360,"quote"""
361,"quote"""
362,"quote"""
363,"quote"""
364,"quote"""
365,"quote"""
366,"quote"""
367,"quote"""
368,"quote"""
369,"quote"""
370,"quote"""
371,"quote"""
372,"quote"""
373,"quote"""
374,"quote"""
375,"quote"""
376,"quote"""
377,"quote"""
378,"quote"""
379,"quote"""
380,"quote"""
381,"quote"""
382,"quote"""
383,"quote"""
384,"quote"""
385,"quote"""
386,"quote"""
387,"quote"""
388,"quote"""
389,"quote"""
390,"quote"""
391,"quote"""
392,"quote"""
393,"quote"""
394,"quote"""
395,"quote"""
396,"quote"""
397,"quote"""
398,"quote"""
399,"quote"""
400,"quote"""
401,"quote"""
402,"quote"""
403,"quote"""
404,"quote"""
405,"quote"""
406,"quote"""
407,"quote"""
408,"quote"""
409,"quote"""
410,"quote"""
411,"quote"""
412,"quote"""
413,"quote"""
414,"quote"""
415,"quote"""
416,"quote"""
417,"quote"""
418,"quote"""
419,"quote"""
420,"quote"""
421,"quote"""
422,"quote"""
423,"quote"""
424,""""
425,"still clutching it. And he hurled it away at this point of his flight. We know at least that he came so far in safety."""
426,"though there was much which we might surmise. There was no chance of finding footsteps in the mire, for the rising mud oozed swiftly in upon them, but as we at last reached firmer ground beyond the morass we all looked eagerly for them. But no slightest sign of them ever met our eyes. If the earth told a true story, then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night. Somewhere in the heart of the great Grimpen Mire, down in the foul slime of the huge morass which had sucked him in, this cold and cruel-hearted man is forever buried."""
