56,Right. Bring him in here. Where was he?
57,Hiding in a truck on the railway siding.
58,"What do you want with me? I have not done nothing. It is a shame and a scandal to bring me here! You are swine, how dare you?"
59,"No, no, I do not mean that—you would not hurt a poor old man—not be hard on him. Everyone is hard on poor old Franz. Poor old Franz."
60,"That’ll do, Ascher. Pull yourself together. I’m not charging you with anything—yet. And you’re not bound to make a statement unless you like. On the other hand, if you’re not concerned in the murder of your wife—"
61,I did not kill her! I did not kill her! It is all lies! You are god-damned English pigs—all against me. I never kill her—never.
62,You threatened
63,quote
64,“Pretty gruesome.”
65,"“Pauvre femme,”"
66,"“Overton is not, I think, many miles from here. Shall we run over there and have an interview with the niece of the dead woman?”"
67,“Surely you will go first to the shop where the crime took place?”
68,“I prefer to do that later. I have a reason.”
69,"“Then perhaps I can talk to you for a few minutes if your mistress will not object. It is about your aunt, Mrs. Ascher.”"
70,"“The mistress is out, sir. She wouldn’t mind, I’m sure, if you came in here.”"
71,"“You have heard of your aunt’s death, of course?”"
72,“Did you never hear her mention anyone who had a grudge against her?”
73,“Had your aunt any savings? Any money put by?”
74,“At present one is in the dark—there is no direction—if things get clearer—”
75,quote
76,"“Down in a heap behind the counter, that’s where she was. Doctor says as how she never knew what hit her. Must have been reaching up to one of the shelves.”"
77,“There was nothing in her hand?”
78,"“No, sir, but there was a packet of Player’s down beside her.”"
79,“And the railway guide was—where?”
80,"“Here, sir.”"
81,“Not on the counter itself?”
82,“All confused and jumbled up.”
83,“Any of Ascher’s among them?”
84,"“Too soon to say, sir.”"
85,"“Yes, sir, you go through that door at the back, sir. You’ll excuse me not coming with you, but I’ve got to stay—”"
86,"“Yes, sir, you go through that door at the back, sir. You’ll excuse me not coming with you, but I’ve got to stay—”"
87,"“Down in a heap behind the counter, that’s where she was. Doctor says as how she never knew what hit her. Must have been reaching up to one of the shelves.”"
88,“There was nothing in her hand?”
89,“And the railway guide was—where?”
90,"“Here, sir.”"
91,“Not on the counter itself?”
92,“All confused and jumbled up.”
93,“Any of Ascher’s among them?”
94,"“Too soon to say, sir.”"
95,“Pauvre femme.”
96,"“Come, Hastings, there is nothing for us here.”"
97,"“It would be as well if some of that gaping crowd cleared off. What is there to look at, I’d like to know?”"
98,"“A Russian did it, you say?”"
99,“Did you ever know?”
100,“Mais oui. I thought perhaps you might have noticed him last night?”
101,"“Well, I don’t get much chance of noticing, and that’s a fact. The evening’s our busy time and there’s always a fair few passing along and getting home after their work. A tall, fair man with a beard—no, I can’t say I saw anyone of that description anywhere about.”"
102,"“Excuse me, sir,”"
103,quote
104,"""I know the kind of thing you mean—anonymous letters they call them—mostly full of words you'd blush to say out loud. Well, I don't know, I'm sure, if Franz Ascher ever took to writing those. Mrs. Ascher never let on to me if he did. What's that? A railway guide, an A B C? No, I never saw such a thing about—and I'm sure if Mrs. Ascher had been sent one I'd have heard about it. I declare you could have knocked me down with a feather when I heard about this whole business. It was my girl Edie what came to me. 'Mum,' she says, 'there's ever so many policemen next door.' Gave me quite a turn, it did. 'Well,' I said, when I heard about it, 'it does show that she ought never to have been alone in the house—that niece of hers ought to have been with her. A man in drink can be like a ravening wolf,' I said, 'and in my opinion a wild beast is neither more nor less than what that old devil of a husband of hers is. I've warned her,' I said, 'many times and now my words have come true. He'll do for you,' I said. And he has done for her! You can't rightly estimate what a man will do when he's in drink and this murder's a proof of it."""
105,"""Nobody saw this man Ascher go into the shop, I believe?"""
106,"""Naturally he wasn't going to show himself,"""
107,quote
108,"I am not particularly hopeful. This man, this unknown X, obviously prides himself on his abilities. He is not likely to blaze a trail that can be followed straight away."""
109,"Poirot? I thought you were always hopeful."""
110,"mon ami, I am not always hopeful. This case is particularly...fascinating."""
111,"isn't it?"""
112,"the cigarette ash, the nailed boots! You always have. But at least we can ask ourselves some practical questions. Why the A B C? Why Mrs. Ascher? Why Andover?"""
113,""""
114,"I did not expect much in that line. But we could not neglect two possible candidates for the murder."""
115,"here were two men known to have been in the shop at the requisite time of day. Either of them might be the murderer. And there is nothing as yet to show that one or other of them is not the murderer."""
116,quote
117,"That great hulking brute, Riddell, perhaps,"
118,"but surely that just shows—,"
119,A nature diametrically opposed to that which penned the A B C letter. Conceit and self-confidence are the characteristics that we must look for.
120,Somewhere who throws his weight about?
121,"Possibly. But some people, under a nervous and self-effacing manner, conceal a great deal of vanity and self-satisfaction."
122,"You don’t think that little Mr. Partridge—,"
123,He is more le type. One cannot say more than that. He acts as the writer of the letter would act—goes at once to the police—pushes himself to the fore—enjoys his position.
124,"Do you really think—,"
125,"No, Hastings. Personally I believe that the murderer came from outside Andover, but we must neglect no avenue of research. And although I say ‘he’ all the time, we must not exclude the possibility of a woman being concerned."
126,Surely not!
127,"The method of attack is that of a man, I agree. But anonymous letters are written by women rather than by men. We must bear that in mind."
128,"No, but what do we do?"
129,Nothing.
130,"No, but what do we do?"
131,Am I the magician? The sorcerer? What would you have me do?
132,There is the A B C—and the notepaper and envelope—
133,Naturally everything is being done in that line. The police have all the means at their disposal for that kind of inquiry. If anything is to be discovered on those lines have no fear but that they will discover it.
134,In my own mind I was afraid that I fathomed his motive.
135,"Over the murder of Mrs. Ascher, Poirot had sustained a defeat. A B C had challenged him—and A B C had won."
136,With that I was forced to rest content.
137,In the days that followed I found Poirot curiously disinclined to discuss the case.
138,"My friend, accustomed to an unbroken line of successes, was sensitive to his failure—so much so that he could not even endure discussion"
139,quote
140,"""It has happened."""
141,"""What?"""
142,"""Faites attention, Hastings. I do not want a second tragedy in my rooms!"""
143,"""What is our plan of campaign?"""
144,"""It gives us the hallmark of the murderer. The girl's own belt. It shows the particular beastliness of his mind!"""
145,quote
146,quote
147,"“I’m trusting you now, M. Poirot. I’m going to give you the absolute truth. Don is, as I say, a very quiet person—a bottled-up person, if you know what I mean. He can’t always express what he feels in words. But underneath it all he minds things terribly. And he’s got a jealous nature. He was always jealous of Betty. He was devoted to her—and of course she was very fond of him, but it wasn’t in Betty to be fond of one person and not notice anybody else. She wasn’t made that way. She’d got a—well, an eye for any nice-looking man who’d pass the time of day with her. And of course, working in the Ginger Cat, she was always running up against men—especially in the summer holidays. She was always very pat with her tongue and if they chaffed her she’d chaff back again. And then perhaps she’d meet them and go to the pictures or something like that. Nothing serious—never anything of that kind—but she just liked her fun. She used to say that as she’d got to settle down with Don one day she might as well have her fun now while she could.”"
148,“It was just that attitude of mind of hers that Don couldn’t understand. If she was really keen on him he couldn’t see why she wanted to go out with other people. And once or twice they had flaming big rows about it.”
149,"“M. Don, he was no longer quiet?”"
150,"“It’s like all those quiet people, when they do lose their tempers they lose them with a vengeance. Don was so violent that Betty was frightened.”"
151,“When was this?”
152,"“There was one row nearly a year ago and another—a worse one—just over a month ago. I was home for the weekend—and I got them to patch it up again, and it was then I tried to knock a little sense into Betty—told her she was a little fool. All she would say was that there hadn’t been any harm in it. Well, that was true enough, but all the same she was riding for a fall. You see, after the row a year ago, she’d got into the habit of telling a few useful lies on the principle that what the mind doesn’t know the heart doesn’t g"
153,quote
154,"Hastings,"" Poirot’s voice came sharply and interrupted me. “When was that letter written? Is there a date on it?”"
155,""" I announced."
156,"Hastings? Did he give the date of the murder as the 30th?"""
157,"that’s—"""
158,"Hastings—do you not realise? Today is the 30th."""
159,"Hastings. It affects your hands and your wits. Is that a way to fold a coat? And regard what you have done to my pyjamas. If the hairwash breaks what will befall them?"""
160,"Poirot,"" I cried, “this is a matter of life and death. What does it matter what happens to our clothes?”"
161,quote
162,"""Is it worse to take the life or lives of strangers than to take the life of someone near and dear to you—someone who trusts and believes in you, perhaps?"""
163,“It’s worse because it’s mad….”
164,"“No, no, I do not agree with you. It’s infinitely more frightening.”"
165,quote
166,"Is that true, M. Poirot?"
167,Encore!
168,"This is Miss Grey, gentlemen. My brother’s secretary."
169,Can I help you in any way?
170,All this must have been a terrible shock to you all.
171,How beautiful!
172,Isn’t it?
173,Why people want to go abroad to the Riviera when they’ve got this!
174,This was my brother’s evening walk.
175,"Hold up, Thora. It’s pretty beastly, but it’s no use shirking facts."
176,I’ll just go in and see Lady Clarke.
177,Is anything the matter?
178,About D?
179,quote
180,"“Poirot,” I would cry. “Pray believe me. I never said anything of the kind.”"
181,"“I know, Hastings—I know. The spoken word and the written—there is an astonishing gulf between them. There is a way of turning sentences that completely reverses the original meaning.”"
182,“I wouldn’t like you to think I’d said—”
183,"“But do not worry yourself. All this is of no importance. These imbecilities, even, may help.”"
184,“How?”
185,"“Eh bien,” said Poirot grimly. “If our madman reads what I am supposed to have said to the Daily Blague today, he will lose all respect for me as an opponent!”"
186,quote
187,“Precisely. And therefore not to be arrived at in a minute.
188,“Poirot!”
189,“In the meantime people are dying right and left.”
190,“Isn’t this worse?”
191,“You’ll soon be making excuses for the man!”
192,"“Really, Poirot!”"
193,“What is it?”
194,"“Do you suspect them of keeping things back, then?”"
195,“And how is one to get at the right things?”
196,“You do not see it? Your wits are not so sharp as those of a mere servant girl.”
197,“What is it?”
198,“You’ll soon be making excuses for the man!”
199,quote
200,"I suggest myself, Miss Barnard, Mr. Donald Fraser, who was engaged to the dead girl."
201,Well—er—Miss Grey.
202,“Nobody else?”
203,"“Yes. You see, Miss Grey was with my brother for over two years. She knows the countryside and the people round, and everything."
204,"“Yes. You see, Miss Grey was with my brother for over two years. She knows the countryside and the people round, and everything. I’ve been away for a year and a half.”"
205,"“Very interesting it must have been. Eh bien, Mr. Clarke, I approve very highly of your idea."
206,“Must we go into that?”
207,"“It is necessary to go into everything, monsieur,” said Poirot, turning to him."
208,"“Now reflect, Mr. Clarke, did you meet anyone on your way down to the sea in the morning?”"
209,“Lots of people.”
210,“Can you remember anything about them?”
211,“Not a damned thing now.”
212,“Sure?”
213,"“Well—let’s see—I remember a remarkably fat woman—she wore a striped silk dress and I wondered why—had a couple of kids with her—two young men with a fox terrier on the beach throwing stones for it—Oh, yes, a girl with yellow hair squeaking as she bathed—funny how things come back—like a photograph developing.”"
214,“You are a good subject. Now later in the day—the garden—going to the post—”
215,"“The gardener watering…Going to the post? Nearly ran down a bicyclist—silly woman wobbling and shouting to a friend. That’s all, I’m afraid.”"
216,"“Let me see, on the morning of the day Car was killed I went off sailing. Caught eight mackerel. Lovely out there on the bay. Lunch at home. Irish stew, I remember. Slept in the hammock. Tea. Wrote some letters, missed the post, and drove into Paignton to post them. Then dinner and—I’m not ashamed to say it—reread a book of E. Nesbit’s that I used to love as a kid."
217,quote
218,Your mind is incurably sentimental.
219,"I call that very sporting of her. She has courage, that girl."
220,What do you mean—calculation?
221,She really is a lovely girl.
222,Go to the devil!
223,quote
224,"""This is Paddington,"""
225,"""A good-looking girl has a hard time of it,"""
226,"""Du tout. Disabuse your mind of that idea,"""
227,"""Everyone's hand is against her simply because she is good-looking,"""
228,"""Lady Clarke was down on her, all right,"""
229,"""You've got a grudge against that girl, Poirot,"""
230,"""How ridiculous you are, Poirot,"""
231,"""This is Paddington,"""
232,quote
233,"""If only we could do something more."""
234,"""You must remember, Hastings, that the police are doing everything reasonably possible. Special constables have been enrolled. The good Inspector Crome may have the irritating manner, but he is a very able police officer, and Colonel Anderson, the Chief Constable, is a man of action. They have taken the fullest measures for watching and patrolling the town and the race course. There will be plainclothesmen everywhere. There is also the press campaign. The public is fully warned."""
235,"""I say “we.” Of course, in my own case such a patrol was of little avail since I was never likely to have set eyes on A B C. However, as the idea was to separate so as to cover as wide an area as possible I had suggested that I should act as escort to one of the ladies."""
236,"""What do you think, M. Poirot? Will he give it up or will he try to carry it through?"""
237,quote
238,"“I can assure you, that I never permit myself to get false impressions from anything anyone tells me. I form my own judgments.”"
239,"“Well, I’m glad I showed it to you anyway. Here come the girls. We’d better be off.”"
240,"“You are determined to accompany the expedition, Hastings?”"
241,"“Oh, yes. I shouldn’t be happy staying here inactive.”"
242,"“There is activity of mind as well as body, Hastings.”"
243,"“Well, you’re better at it than I am.”"
244,"“You are incontestably right, Hastings. Am I correct in supposing that you intend to be a cavalier to one of the ladies?”"
245,“That was the idea.”
246,“Well—I—er—hadn’t considered yet.”
247,"“She’s rather the independent type,”"
248,“Miss Grey?”
249,“Yes. She’s better.”
250,"“I find you, Hastings, singularly though transparently dishonest! All along you had made up your mind to spend the day with your blonde angel!”"
251,"“Oh, really, Poirot!”"
252,"“Oh, all right. I think you’ve got a weakness for that Dutch doll of a girl.”"
253,“The person you are to escort is Mary Drower—and I must request you not to leave her.”
254,"“But, Poirot, why?”"
255,"“Rouge—that is a good omen, Hastings. The luck, it turns!”"
256,quote
257,
258,
259,in CSV format:
260,quote
261,quote
262,"do you consider the case ended?"""
263,"practically speaking. We've got the man. And we've got most of the evidence. It's only the trimmings that are needed."""
264,"too, that he was kindly enough not to let blame rest on any other person for the crimes he committed. If he wanted to kill unmolested—how easy to let other persons suffer for his crimes. Do you not see, Hastings, that the man is a mass of contradictions? Stupid and cunning, ruthless and magnanimous—and that there must be some dominating factor that reconciles his two natures."""
265,"Hastings, it is not a question of the letters. It is a question of motive. And that, I must admit, is what has been vexing me. What could be the motive for such a series of crimes?"""
266,"when I have got the answer to a certain question, I will go and see A B C. We will be face to face at last—A B C and Hercule Poirot—the adversaries."""
267,quote
268,“And catch a fox and put him in a box and never let him go!”
269,"“Is it any use asking you anything, Poirot?”"
270,"“What is it that they say, Hastings? I cannot catch the words.”"
271,“And catch a fox and put him in a box and never let him go!”
272,and at last they catch him and he dies—quickly and horribly.”
273,"I am to visit the man Cust,”"
274,”
275,”
276,”
277,their letters would be written on the same kind of machine.”
278,that is true. One must begin somewhere.”
279,look at that second crime—that Bexhill one. I was playing dominoes at Eastbourne. You’ve got to admit that!”
280,”
281,quote
282,
283,quote
284,"“Your theory,” said Franklin Clarke, “is absurd!”"
285,"“Rouge, impair, manque!—you win, M. Poirot! But it was worth trying!”"
286,“You—”
287,“You—”
288,“You—”
289,quote
290,"""That fingerprint clinched things, Poirot,”"
291,"""But, Poirot,”"
292,"""So, Hastings—we went hunting once more, did we not?"""
293,listing information about the publisher and their locations.
294,quote
