run_id,character,slope,r2,p_value,std_err
run_20260115_191756,marple,0.7118742168359862,0.6735288405515634,0.38718080565439983,0.4956185764557602
run_20260115_191756,poirot,0.6437268658567241,0.9876355147582495,0.0709360823905639,0.07202633319514985
run_20260115_191951,holmes,0.18348252107435697,0.7562709896761888,0.055383239920296534,0.060137997578807646
run_20260115_191951,marple,0.45043333495097876,0.4527746898816688,0.21322255015961647,0.28589852408758404
run_20260115_191951,poirot,0.0733549219232081,0.5436893203883495,0.15505859426755136,0.03879926935423051
run_20260115_192338,holmes,0.03237717552407692,0.055028541788121665,0.5434895989902508,0.050711362951514904
run_20260115_192338,marple,0.08924599556657038,0.2565384417043658,0.16409364105147212,0.05742390879705558
run_20260115_192338,poirot,0.08723996071581537,0.49022225351374715,0.035709541932176014,0.03362485087057957
run_20260115_192935,holmes,0.06030693682781356,0.04318300951994447,0.7921947798539593,0.20072906348275743
run_20260115_192935,marple,-0.03150138579849071,0.27016410420802117,0.4802268723683196,0.03661115658245423
run_20260115_192935,poirot,0.01257512947254984,0.015561959654177615,0.8752524162391173,0.0707228117079449
run_20260115_193111,holmes,-0.02339848155809865,0.055044468807455504,0.7040417519064113,0.05597265281152559
run_20260115_193111,marple,0.033499963145222834,0.006598278261766066,0.8966888738831426,0.23731808913137112
run_20260115_193111,poirot,0.057609140147750273,0.021795780026054756,0.8127117180830505,0.2228226442632182
run_20260115_193232,holmes,0.12906904343338266,0.18744030512494503,0.5670562332993518,0.19002171808722648
run_20260115_193232,marple,0.27044241080778886,0.8234790059982865,0.09254255967660585,0.08853840973839903
run_20260115_193232,poirot,0.15576012642135736,0.540905986797177,0.2645368895742104,0.10146849379652728
run_20260115_195135,holmes,0.2043593187695226,0.8964653908426524,0.05318143721056457,0.04910836315512011
run_20260115_195135,marple,0.1744789747147027,0.6720430107526896,0.1802177052700583,0.08618625574108944
run_20260115_195135,poirot,0.40264597253453227,0.8793773873353925,0.06224876041916526,0.10544720680281794
run_20260115_195239,holmes,0.10420291518257174,0.16751693446336047,0.4938168165853536,0.1341150719928592
run_20260115_195239,marple,-0.12340422029821685,0.13257823930603052,0.5468549779777455,0.182241976938155
run_20260115_195239,poirot,0.05187240907426856,0.016675148321842248,0.8360417561396332,0.2299796695392947
run_20260115_195403,holmes,0.3228822723967012,0.9830737982396749,0.08306015063576506,0.04236731065563519
run_20260115_195403,marple,0.05234369241441095,0.7500000000000021,0.3333333333333333,0.030220644905839138
run_20260115_195403,poirot,0.02095854912091699,0.002442996742671233,0.9685211719324643,0.4235148391874816
run_20260116_150617,holmes,-0.018869743192014954,0.004538577912253983,0.9326310315333972,0.19760744881002879
run_20260116_150617,marple,0.49342654049317874,0.9918327661643169,0.0040919891052603186,0.03166108378860144
run_20260116_150617,poirot,0.42845262560045205,0.8093229231507993,0.1003762324444738,0.14705375976535995
run_20260116_151430,holmes,0.13477843412963347,0.7804293574060935,0.008362672327469036,0.03197096475416945
run_20260116_151430,marple,0.04703662360017199,0.04621375510813297,0.6434231550892922,0.0955632773466448
run_20260116_151430,poirot,0.10452055665496067,0.4413550350252381,0.10357796878432389,0.05258847942830085
run_20260122_141750,holmes,0.0463738234203763,0.12208943582558351,0.49721033602366516,0.06217689099916647
run_20260122_141750,marple,0.36702898609628487,0.9770332693157276,0.00019933567146787233,0.02813618954668754
run_20260122_141750,poirot,0.14916602508229357,0.3445816417065376,0.2206204151152609,0.10286157131400982
