19,""""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""",""Watson"","""","""
20,"I have not."""
21,"Watson, that the individual represents in his development the whole procession of his ancestors, and that such a sudden turn to good or evil stands for some strong influence which came into the line of his pedigree."""
22,"there we come into those realms of conjecture where the most logical mind may be at fault."""
23,""""
24,"then?"""
25,""""
26,quote
27,"""I'm sorry, Mr. Holmes,"" he cried. ""You mustn't blame me. I am nearly mad. Mr. Holmes, I am the unhappy John Hector McFarlane."""
28,"""Have a cigarette, Mr. McFarlane,"" said he, pushing his case across. ""I am sure that with your symptoms my friend Dr. Watson here would prescribe a sedative. The weather has been so very warm these last few days. Now, if you feel a little more composed, I should be glad if you would sit down in that chair and tell us very slowly and quietly who you are and what it is that you want. You mentioned your name as if I should recognise it, but I assure you that, beyond the obvious facts that you are a bachelor, a solicitor, a Freemason, and an asthmatic, I know nothing whatever about you."""
29,"My companion's expressive face showed a sympathy which was not, I am afraid, entirely unmixed with satisfaction."
30,"""Dear me,"" said he; ""it was only this moment at breakfast that I was saying to my friend, Dr. Watson, that sensational cases had disappeared out of our papers."""
31,"""We must use what time we have,"" said Holmes. ""Watson, would you have the kindness to take the paper and to read me the paragraph in question?"""
32,quote
33,The case has certainly some points of interest.
34,"May I ask, in the first place, Mr. McFarlane, how it is that you are still at liberty, since there appears to be enough evidence to justify your arrest?"
35,One moment! Who opened the door?
36,"There are some points about that document, Lestrade, are there not?"
37,What do you make of that?
38,One moment! Who opened the door?
39,I think there will be no difficulty in clearing it up.
40,"Well, Mr. Holmes, it is difficult for me to refuse you anything, for you have been of use to the force once or twice in the past, and we owe you a good turn at Scotland Yard, at the same time I must remain with my prisoner, and I am bound to warn him that anything he may say will appear in evidence against him."
41,I'll give you half an hour.
42,"I must explain first, that I knew nothing of Mr. Jonas Oldacre. His name was familiar to me, for many years ago my parents were acquainted with him, but they drifted apart. I was very much surprised, therefore, when yesterday, about three o'clock in the afternoon, he walked into my office in the City. But I was still more astonished when he told me the object of his visit. He had in his hand several sheets of a note-book, covered with scribbled writing--here they are--and he laid them on my table."
43,"'Here is my will,' said he. 'I want you, Mr. McFarlane, to cast it into proper legal shape. I will sit here while you do so.'"
44,"'I set myself to copy it, and you can imagine my astonishment when I found that, with some reservations, he had left all his property to me. He was a strange little, ferret-like man, with white eyelashes, and when I looked up at him I found his keen grey eyes fixed upon me with an amused expression. I could hardly believe my own senses as I read the terms of the will; but he explained that he was a bachelor with hardly any living relation, that he had known my parents in his youth, and that he had always heard of me as a very deserving young"
45,quote
46,"""You are too many for me when you begin to get on your theories, Mr."
47,""" said he. ""How does this bear on the case?"""
48,"he drew up his own death-warrant at the same time,"" said"
49,"you think so?"""
50,"it is quite possible; but the case is not clear to me yet."""
51,"if that isn't clear, what could be clear? Here is a"
52,but he arranges that he shall go out on some pretext to see
53,and then in the solitude of a man's room he murders
54,"burns his body in the wood-pile, and departs to a neighbouring"
55,and hoped that if the body were consumed it would hide all
56,"my good Lestrade, as being just a trifle too"
57,""" said Holmes. ""You do not add imagination to your other"
58,would you choose the very night after the
59,would you choose an occasion when you are known to be in the
60,"when a servant has let you in? And, finally, would you take"
61,quote
62,"This place, Deep Dene House, is a big modern villa of staring brick,"
63,with a laurel-clumped lawn in front
64,you
65,but his head constable did the honours. They
66,and besides the
67,and there was no doubt that they
68,' who was Oldacre's tailor. I then
69,but this drought
70,"of course, fits in with"
71,but I got up at the end of an hour no wiser than before.
72,"Well, after this fiasco I went into the bedroom and examined that"
73,mere smears and
74,"but undoubtedly fresh. The stick had been removed,"
75,"but none of any third person, which"
76,Only one little gleam of hope did I get--and yet it amounted to
77,most of which had been
78,quote
79,It is final
80,Dear me! Dear me!
81,"Well, now, who would have thought it?"
82,What a providential thing that this young man should press his right thumb against the wall in taking his hat from the peg!
83,"There are really some very unique features about this case, Watson,"
84,I think it is time now that we took our friend Lestrade into our confidence.
85,"I understood that you were writing a report of this case,"
86,"What do you mean, Mr. Holmes?"
87,Only that there is an important witness whom you have not seen.
88,Then do so.
89,Excellent!
90,"May I ask if they are all large, able-bodied men with powerful voices?"
91,"Perhaps I can help you to see that and one or two other things as well,"
92,"In the outhouse you will find a considerable quantity of straw,"
93,I will ask you to carry in two bundles of it.
94,"Thank you very much. I believe you have some matches in your pocket, Watson."
95,"Now, Mr. Lestrade, I will ask you all to accompany me to the top landing."
96,Would you kindly send one of your constables for two buckets of water?
97,"I assure you, my good Lestrade, that I have an excellent reason for everything that I do."
98,"Might I ask you, Watson, to open that window, and then to put a match to the edge of the straw?"
99,"Now we must see if we can find this witness for you, Lestrade. Might I ask you all to join in the cry of 'Fire!'"
100,Fire!
101,Fire!
102,Fire!
103,"quote"""
104,""" he continued, in the presence of Dr. Watson, that this is the brightest thing that you have done yet, though it is a mystery to me how you did it. You have saved an innocent man's life, and you have prevented a very grave scandal, which would have ruined my reputation in the Force."""
105,"Watson? Well, now, let us see where this rat has been lurking."""
106,""" said Holmes, as we came out."
107,"Mr. Holmes?"""
108,"it was pretty clear where he was. I thought he had not the nerve to lie quiet before an alarm of fire. We could, of course, have gone in and taken him, but it amused me to make him reveal himself; besides, I owed you a little mystification, Lestrade, for your chaff in the morning."""
109,"Lestrade. You said it was final; and so it was, in a very different sense. I knew it had not been there the day before. I pay a good deal of attention to matters of detail, as you may have observed, and I had examined the hall and was sure that the wall was clear. Therefore, it had been put on during the night."""
110,"Jonas Oldacre got McFarlane to secure one of the seals by putting his thumb upon the soft wax. It would be done so quickly and so naturally that I dare say the young man himself has no recollection of it. Very likely it just so happened, and Oldacre had himself no notion of the use he would put it to. Brooding over the case in that den of his, it suddenly struck him what absolutely damning evidence he could make against McFarlane by using that thumb-mark. It was the simplest thing in the world for him to take a wax impression from the seal, to moisten it in as much blood as he could get from a pin-prick, and to put the mark upon the wall during the night, either with his own hand or with that of his housekeeper."
111,quote
112,"""So, you do not propose to invest in South African securities?"""
113,"""How on earth do you know that?"""
114,"""I am."""
115,"""I ought to make you sign a paper to that effect."""
116,"""Why?"""
117,"""I am sure that I shall say nothing of the kind."""
118,"""I see no connection."""
119,"""How absurdly simple!"""
120,"""What else should it be?"""
121,"""Why, Holmes, it is a child's drawing,"""
122,"""Oh, that's your idea!"""
123,"""What else should it be?"""
124,"""That is what Mr. Hilton Cubitt, of Ridling Thorpe Manor, Norfolk, is very anxious to know."
125,"""I'm not much of a story-teller,"""
126,"""You'll just ask me anything that I don't make clear."""
127,quote
128,""" said he, at last, ""that your best plan would be to make a direct appeal to your wife, and to ask her to share her secret with you?"
129,Mr. Holmes. If Elsie wished to tell me she
130,it is not for me to force her confidence. But I am
131,have you
132,yes. But we have several small
133,on the
134,"it is systematic, I have no doubt that we shall get to the"
135,and the facts which you have brought me are so indefinite that
136,"that you keep a keen look-out, and that you take"
137,Mr. Hilton Cubitt. If there are any pressing fresh
138,Watson.
139,"Mr. Cubitt,"" said he, at last, ""that your best plan"
140,and to ask her to share her secret with you?
141,"this business, Mr. Holmes,"" said he, as"
142,"like a wearied man, into an arm-chair. ""It's bad enough to"
143,"unknown folk, who have some"
144,
145,quote
146,"""I fear it is too deep a case for such simple remedies. How long can you stay in London?"""
147,"""I dare say you are right. But if you could have stopped I might possibly have been able to return with you in a day or two. Meanwhile you will leave me these papers, and I think that it is very likely that I shall be able to pay you a visit shortly and to throw some light upon your case."""
148,"""We have let this affair go far enough. Is there a train to North Walsham to-night?"""
149,"""Then we shall breakfast early and take the very first in the morning. Our presence is most urgently needed. Ah! here is our expected cablegram. One moment, Mrs. Hudson; there may be an answer. No, that is quite as I expected. This message makes it even more essential that we should not lose an hour in letting Hilton Cubitt know how matters stand, for it is a singular and a dangerous web in which our simple Norfolk squire is entangled."""
150,"""I anticipated it. I came in the hope of preventing it."""
151,"""I have only the evidence of the dancing men. I will explain the matter to you later. Meanwhile, since it is too late to prevent this tragedy, I am very anxious that I should use the knowledge which I possess in order to ensure that justice be done. Will you associate me in your investigation, or will you prefer that I should act independently?"""
152,"""In that case I should be glad to hear the evidence and to examine the premises without an instant of unnecessary delay."""
153,"though its presence may mean everything."""
154,"for it will figure in the trial."""
155,quote
156,Whom do you suspect?
157,"Just as you wish, Mr. Holmes, so long as we get our man."
158,"I have no desire to make mysteries, but it is impossible at the moment of action to enter into long and complex explanations."
159,Is it a lonely farm?
160,Perhaps they have not heard yet of all that happened here during the night?
161,"Saddle a horse, my lad."
162,"I think, inspector, that you would do well to telegraph for an escort, as, if my calculations prove to be correct, you may have a particularly dangerous prisoner to convey to the county jail."
163,I think that I can help you to pass an hour in an interesting and profitable manner.
164,"As to you, friend Watson, I owe you every atonement for having allowed your natural curiosity to remain so long unsatisfied."
165,"To you, inspector, the whole incident may appeal as a remarkable professional study."
166,I must tell you first of all the interesting circumstances connected with the previous consultations which Mr. Hilton Cubitt has had with me in Baker Street.
167,"Having once recognised, however, that the symbols stood for letters, and having applied the rules which guide us in all forms of secret writings, the solution was easy enough."
168,"Even now I was in considerable difficulty, but a happy thought put me in possession of several other letters."
169,"But what appeal could it be? There were only four letters in the word which preceded 'Elsie,' and it ended in E. Surely the word must be 'COME.'"
170,"Now the first letter can only be A, which is a most useful discovery, since it occurs no fewer than three times in this short sentence, and the H is also apparent in the second word."
171,quote
172,"What did you do then, sir?"
173,"I had every reason to suppose that this Abe Slaney was an American,"
174,and since a letter from America
175,"Wilson Hargreave, of the New York Police Bureau, who has"
176,It is a privilege to be associated with you in the handling of a
177,""" said the inspector, warmly. ""You will excuse me, however, if I"
178,but I have
179,"living at Elrige's, is"
180,and if he has made his escape while I am seated
181,"I should certainly get into serious trouble."""
182,You need not be uneasy. He will not try to escape.
183,How do you know?
184,To fly would be a confession of guilt.
185,Then let us go to arrest him.
186,I expect him here every instant.
187,But why should he come?
188,Because I have written and asked him.
189,"But this is incredible, Mr. Holmes! Why should he come because you"
190,"I think I have known how to frame the letter,"" said Sherlock Holmes."
191,"if I am not very much mistaken, here is the gentleman"
192,"I think, gentlemen,"" said Holmes, quietly, ""that we had best take up"
193,inspector.
194,We waited in silence for a minute--one of those minutes which
195,quote
196,"At least it cannot be your health, said he, as his keen eyes darted"
197,"She glanced down in surprise at her own feet, and I observed the"
198,"""Yes, I bicycle a good deal, Mr. Holmes, and that has something to do"
199,My friend took the lady's ungloved hand and examined it with as close
200,"""You will excuse me, I am sure. It is my business,"" said he, as he"
201,it is obvious that it is music. You observe
202,"Watson, which is common to both"
203,"however""--he"
204,"""Yes, Mr. Holmes, I teach music."""
205,"""Yes, sir; near Farnham, on the borders of Surrey."""
206,"""A beautiful neighbourhood and full of the most interesting"
207,"Watson, that it was near there that we"
208,"the forger. Now, Miss Violet, what has happened"
209,"on the borders of Surrey?"""
210,"""My father is dead, Mr. Holmes. He was James Smith, who conducted the"
211,"Ralph Smith, who"
212,and we have never had a word
213,but one day
214,for we
215,
216,""""
217,quote
218,"""So I trust, Watson; so I trust,"""
219,"""I had given a margin of half an hour,"""
220,"""Too late, Watson; too late!"""
221,"""Fool that I was not to allow for that earlier train! It's abduction, Watson--abduction! Murder! Heaven knows what! Block the road! Stop the horse! That's right. Now, jump in, and let us see if I can repair the consequences of my own blunder."""
222,"""You're the man we want to see. Where is Miss Violet Smith?"""
223,"""We met the dog-cart on the road. There was no one in it. We drove back to help the young lady."""
224,"""This is where they came through,"""
225,quote
226,"the groom,,""That's Peter, the groom,"""
227,"the ex-clergyman, ""You can take your beard off, Bob,"""
228,"""Yes,"""
229,"""You're too late. She's my wife!"""
230,"""No, she's your widow."""
231,"""This way! This way! They are in the bowling alley,"""
232,"""They're married!"""
233,"""Come on!"""
234,"""He will live,"""
235,"""What!"""
236,"""You need not concern yourself about that,"""
237,"""I have been ordained,"""
238,"""And also unfrocked."""
239,"""Once a clergyman, always a clergyman."""
240,"""I think not. How about the license?"""
241,"""Then you got it by a trick. But in any case a forced marriage is no marriage, but it is a very serious felony, as you will discover before you have finished. You'll have time to think the point out during the next ten years or so, unless I am mistaken. As to you, Carruthers, you would have done better to keep your pistol in your pocket."""
242,"""I begin to think so, Mr. Holmes; but when I thought of all the precaution I had taken to shield this girl--for I loved her, Mr. Holmes, and it is the only time that ever I knew what love was--it fairly drove me mad to think that she was in the power of the greatest brute and bully in South Africa, a man whose name is a holy terror from Kimberley to Johannesburg. Why, Mr. Holmes, you'll hardly believe it, but ever since that girl has been in my employment I never once let her go past this house, where I knew these rascals were lurking, without following her on my bicycle just to see that she came to no harm. I kept my distance from her, and I wore a beard so that she should not recognise me, for she is a good and high-spirited girl, and she wouldn't have stayed in my employment long if she had thought that I was following her about the country roads."""
243,"""Why didn't you tell her of her danger?"""
244,"""Because then, again, she would have"
245,"""quote"""
246,"""I have been very obtuse, Watson,"""
247,"""When in your report you said that you had seen the cyclist as you thought arrange his necktie in the shrubbery, that alone should have told me all. However, we may congratulate ourselves upon a curious and in some respects a unique case. I perceive three of the county constabulary in the drive, and I am glad to see that the little ostler is able to keep pace with them; so it is likely that neither he nor the interesting bridegroom will be permanently damaged by their morning's adventures. I think, Watson, that in your medical capacity you might wait upon Miss Smith and tell her that if she is sufficiently recovered we shall be happy to escort her to her mother's home. If she is not quite convalescent you will find that a hint that we were about to telegraph to a young electrician in the Midlands would probably complete the cure. As to you, Mr. Carruthers, I think that you have done what you could to make amends for your share in an evil plot. There is my card, sir, and if my evidence can be of help to you in your trial it shall be at your disposal."""
248,"""We have had some dramatic entrances and entrances upon our small stage at Baker Street, but I cannot recollect anything more sudden and startling than the first appearance of Thorneycroft Huxtable, M.A., Ph.D., etc. His card, which seemed too small to carry the weight of his academic distinctions, preceded him by a few seconds, and then he entered himself--so large, so pompous, and so dignified that he was the very embodiment of self-possession and solidity. And yet his first action when the door had closed behind him was to stagger against the table, whence he slipped down upon the floor, and there was that majestic figure prostrate and insensible upon our bearskin hearthrug."""
249,"""What is it, Watson?"""
250,"""Absolute exhaustion--possibly mere hunger and fatigue,"""
251,quote
252,"if ever you put forward your full powers, I implore you to do so now, for never in your life could you have a case which is more worthy of them."""
253,"gentlemen, that the Priory is a preparatory school, of which I am the founder and principal."""
254,"without exception, the best and most select preparatory school in England. Lord Leverstoke, the Earl of Blackwater, Sir Cathcart Soames—they all have entrusted their sons to me."""
255,"three weeks ago, the Duke of Holdernesse sent Mr. James Wilder, his secretary, with the intimation that young Lord Saltire, ten years old, his only son and heir, was about to be committed to my charge."""
256,"that being the beginning of the summer term. He was a charming youth, and he soon fell into our ways."""
257,"but half-confidences are absurd in such a case—that he was not entirely happy at home."""
258,"and the matter had ended in a separation by mutual consent, the Duchess taking up her residence in the South of France."""
259,"and the boy's sympathies are known to have been strongly with his mother."""
260,"and it was for this reason that the Duke desired to send him to my establishment."""
261,"and was apparently absolutely happy."""
262,"the night of last Monday."""
263,"and was approached through another larger room in which two boys were sleeping."""
264,"so that it is certain that young Saltire did not pass out that way."""
265,"and there is a stout ivy plant leading to the ground."""
266,but it is
267,quote
268,""",Do you open the boys' letters?"
269,""",How do you know it was from the father?"
270,""",The coat of arms was on the envelope, and it was addressed in the"
271,the Duke remembers having
272,""",When had he a letter before that?"
273,""",Not for several days."
274,""",Had he ever one from France?"
275,""",No; never."
276,""",You see the point of my questions, of course. Either the boy was"
277,that prompting must have come in letters. Hence I try to
278,""",I fear I cannot help you much. His only correspondent, so far as I"
279,was his own father.
280,""",Who wrote to him on the very day of his disappearance. Were the"
281,""",His Grace is never very friendly with anyone. He is completely"
282,and is rather inaccessible to all
283,""",But the sympathies of the latter were with the mother?"
284,""",Yes."
285,""",Did he say so?"
286,""",No."
287,""",The Duke, then?"
288,""",Good heavens, no!"
289,""",Then how could you know?"
290,""",I have had some confidential talks with Mr. James Wilder, his"
291,""",I see. By the way, that last letter of the Duke's--was it found in"
292,""",No; he had taken it with him. I think, Mr. Holmes, it is time that"
293,""",I will order a four-wheeler. In a quarter of an hour we"
294,"this line is the main road. You see that it runs east and west past the school, and you see also that there is no side road for a mile either way. If these two folk passed away by road it was this road."""
295,"they must have traversed the country to the north of the house or to the south of the house. That is certain. Let us weigh the one against the other. On the south of the house is, as you perceive, a large district of arable land, cut up into small fields, with stone walls between them. There, I admit that a bicycle is impossible. We can dismiss the idea. We turn to the country on the north. Here there lies a grove of trees, marked as the 'Ragged Shaw,' and on the farther side stretches a great rolling moor, Lower Gill Moor, extending for ten miles and sloping gradually upwards. Here, at one side of this wilderness, is Holdernesse Hall, ten miles by road, but only six across the moor. It is a peculiarly desolate plain. A few moor farmers have small holdings, where they rear sheep and cattle. Except these, the plover and the curlew are the only inhabitants until you come to the Chesterfield high road. There is a church there, you see, a few cottages, and an inn. Beyond that the hills become precipitous. Surely it is here to the north that our quest must lie."""
296,"well! A good cyclist does not need a high road. The moor is intersected with paths and the moon was at the full. Halloa! what is this?"""
297,the
298,quote
299,"""Here is Herr Heidegger, sure enough! My reasoning seems to have been pretty sound, Watson."""
300,"""I congratulate you."""
301,"""But we have a long way still to go. Kindly walk clear of the path. Now let us follow the trail. I fear that it will not lead very far."""
302,"""Do you observe, that the rider is now undoubtedly forcing the pace? There can be no doubt of it. Look at this impression, where you get both tyres clear. The one is as deep as the other. That can only mean that the rider is throwing his weight on to the handle-bar, as a man does when he is sprinting. By Jove! he has had a fall."""
303,"""Bad! Bad! Stand clear, Watson! Not an unnecessary footstep! What do I read here? He fell wounded, he stood up, he remounted, he proceeded. But there is no other track. Cattle on this side path. He was surely not gored by a bull? Impossible! But I see no traces of anyone else. We must push on, Watson. Surely with stains as well as the track to guide us he cannot escape us now."""
304,"""Now, Watson, we have picked up two clues this morning. One is the bicycle with the Palmer tyre, and we see what that has led to. The other is the bicycle with the patched Dunlop. Before we start to investigate that, let us try to realize what we do know so as to make the most of it, and to separate the essential from the accidental."""
305,"""Well, now, let us turn to this unfortunate German master. The boy was fully dressed when he fled. Therefore, he foresaw what he would do. But the German went without his socks. He certainly acted on very short notice."""
306,"""Why did he go? Because, from his bedroom window, he saw the flight of the boy. Because he wished to overtake him and bring him back. He seized his bicycle, pursued the lad, and in pursuing him met his death."""
307,"""Now I come to the critical part of my argument. The natural action of a man in pursuing a little boy would be to run after him. He would know that he could overtake him. But the German does not do so. He turns to his bicycle. I am told that he was an excellent cyclist."
308,quote
309,"Get down, Watson!"
310,"I am convinced, that this Reuben Hayes knows all about it. A more self-evident villain I never saw."
311,It looks like a flight.
312,The bar is on the other side.
313,"Come, Watson, let us see what he does."
314,quote
315,and I heard him chuckle as the
316,""""
317,"my friend,"" said he, ""our day's work has been quite long"
318,"and the sooner we get started the better."""
319,""""
320,""""
321,"my friend,"" said he, ""our day's work has been quite long"
322,"and the sooner we get started the better."""
323,""""
324,"Mr. Holmes? It is hardly a subject for pleasantry."""
325,""""
326,""""
327,""""
328,""""
329,"or you would not imagine that it is so easy to escape me."""
330,""""
331,quote
332,I am bound to tell you that you have placed yourself in a most serious position in the eyes of the law. You have condoned a felony and you have aided the escape of a murderer; for I cannot doubt that any money which was taken by James Wilder to aid his accomplice in his flight came from your Grace's purse.
333,"your Grace, is your attitude towards your younger son. You leave him in this den for three days."
334,that your young master is found. It is the Duke's desire that the carriage shall go at once to the Fighting Cock Inn to bring Lord Saltire home.
335,"said Holmes, when the rejoicing lackey had disappeared, having secured the future, we can afford to be more lenient with the past. I am not in an official position, and there is no reason, so long as the ends of justice are served, why I should disclose all that I know. As to Hayes I say nothing. The gallows awaits him, and I would do nothing to save him from it. What he will divulge I cannot tell, but I have no doubt that your Grace could make him understand that it is to his interest to be silent. From the police point of view he will have kidnapped the boy for the purpose of ransom. If they do not themselves find it out I see no reason why I should prompt them to take a broader point of view. I would warn your Grace, however, that the continued presence of Mr. James Wilder in your household can only lead to misfortune."
336,quote
337,I drove to the butcher's and back.
338,"I am a poor man, said he, as he patted it affectionately and thrust it into the depths of his inner pocket."
339,"""I am a poor man,"" said he, as he patted it affectionately and thrust it into the depths of his inner pocket."
340,I think that my friend and I can congratulate ourselves upon several most happy results from our little visit to the North.
341,"""Thank you,"" said he, as he replaced the glass. ""It is the second most interesting object that I have seen in the North."""
342,"""And the first?"""
343,"""I am a poor man,"" said he, as he patted it affectionately and thrust it into the depths of his inner pocket."
344,"""I will not attempt it."""
345,"""Not for worlds. But why were you doing this?"""
346,"""Because it seemed to me to have an indirect bearing upon the mystery of Woodman's Lee."
347,"I have investigated many crimes, but I have never"
348,"some abrasion, some trifling displacement which can be"
349,"however, from the inquest that there were some objects"
350,"Mr. Holmes. However,"
351,there were several objects in the
352,and there was a vacant place
353,Dundee.'
354,and that the murderer had seized the first weapon which came in
355,
356,suggested that he had an
357,which is borne out by the fact that a
358,""" said Holmes; ""I think that both inferences are permissible."
359,""" said Holmes."
360,let us hear some more about the objects which do seem to
361,with a leather thong to bind it. Inside was
362,the leaves discoloured. On the first page
363,""""
364,"far less try to force their way into the cabin. What do you think of it, Mr. Holmes?"""
365,"perhaps."""
366,""""
367,"Watson, and give a few hours to the birds and the flowers. We shall meet you here later, Hopkins, and see if we can come to closer quarters with the gentleman who has paid this visit in the night."""
368,quote
369,"Now, my fine fellow, who are you, and what do you want here?"
370,"We'll see about that, First of all, what is your name?"
371,It is John Hopley Neligan.
372,What are you doing here?
373,Can I speak confidentially?
374,"No, certainly not."
375,Why should I tell you?
376,If you have no answer it may go badly with you at the trial.
377,"Well, I will tell you, Why should I not? And yet I hate to think of this old scandal gaining a new lease of life. Did you ever hear of Dawson and Neligan?"
378,"You mean the West-country bankers, They failed for a million, ruined half the county families of Cornwall, and Neligan disappeared."
379,Exactly. Neligan was my father.
380,Is that all?
381,"Yes, that is all. His eyes shifted as he said it."
382,You have nothing else to tell us?
383,No; there is nothing.
384,You have not been here before last night?
385,No.
386,"Then how do you account for that? cried Hopkins, as he held up the damning note-book, with the initials of our prisoner on the first leaf and the blood-stain on the cover."
387,Where did you get it? I did not know. I thought I had lost it at the hotel.
388,"That is enough, Whatever else you have to say you must say in court. You will walk down with me now to the police-station."
389,quote
390,"It seems to me to have only one drawback, Hopkins, and that is that"
391,"tut, my dear sir, you must really pay attention to these details. My"
392,and requires a strong and practised arm. But this blow
393,"no, Hopkins; it is another and a more formidable person for whom"
394,"You can't deny that Neligan was present that night, Mr. Holmes. The"
395,
396,"Mr. Holmes, I have laid"
397,where is he?
398,"I rather fancy that he is on the stair,"" said Holmes, serenely. ""I"
399,"Watson, that you would do well to put that revolver where you can"
400,"and laid a written paper upon a side-table. ""Now we are"
401,""" said he."
402,"Show them in one by one,"" said Holmes."
403,"What name?"" he asked."
404,"I am sorry, Lancaster, but the berth is full. Here is half a"
405,"Your name?"" asked Holmes."
406,"Harpooner?"""
407,"Dundee, I suppose?"""
408,"And ready to start with an exploring ship?"""
409,"What wages?"""
410,"Could you start at once?"""
411,"Have you your papers?"""
412,"You are just the man I want,"" said he. ""Here's the agreement on the"
413,"Shall I sign here?"""
414,quote
415,""" ""The worst man in London,"""
416,"""Who is he?"""
417,"""The worst man in London,"""
418,"""Who is he?"""
419,"""The worst man in London,"""
420,"""He is the king of all the blackmailers."""
421,"""He allows it to be known that he is prepared to pay very high sums for letters which compromise people of wealth or position."""
422,"""He deals with no niggard hand."""
423,"""I happen to know that he paid seven hundred pounds to a footman for a note two lines in length, and that the ruin of a noble family was the result."""
424,"""Everything which is in the market goes to Milverton, and there are hundreds in this great city who turn white at his name."""
425,"""No one knows where his grip may fall, for he is far too rich and far too cunning to work from hand to mouth."""
426,"""He will hold a card back for years in order to play it at the moment when the stake is best worth winning."""
427,"""I have said that he is the worst man in London, and I would ask you how could one compare the ruffian who in hot blood bludgeons his mate with this man, who methodically and at his leisure tortures the soul"""
428,"""Will call at 6.30--C.A.M."""
429,"""Hum! He's about due. Do you feel a creeping, shrinking sensation, Watson, when you stand before the serpents in the Zoo and see the slithery, gliding, venomous creatures, with their deadly eyes and wicked, flattened faces?"""
430,"""Well, that's how Milverton impresses me."""
431,"""I've had to do with fifty murderers in my career, but the worst of them never gave me the repulsion which I have for this fellow."""
