number,quote
53,quote
54,As clearly as I see you.
55,Watson
56,What was the use?
57,Watson
58,And you said nothing?
59,Watson
60,How was it that no one else saw it?
61,Watson
62,The marks were some twenty yards from the body and no one gave them a thought. I don't suppose I should have done so had I not known this legend.
63,Watson
64,There are many sheep-dogs on the moor?
65,Watson
66,"No doubt, but this was no sheep-dog."
67,Watson
68,You say it was large?
69,Watson
70,Enormous.
71,Watson
72,But it had not approached the body?
73,Watson
74,No.
75,Watson
76,What sort of night was it?
77,Watson
78,Damp and raw.
79,Watson
80,But not actually raining?
81,Watson
82,No.
83,Watson
84,What is the Alley like?
85,Watson
86,"There are two lines of old yew hedge, twelve feet high and impenetrable. The walk in the centre is about eight feet across."
87,Watson
88,Is there anything between the hedges and the walk?
89,Watson
90,"Yes, there is a strip of grass about six feet broad on either side."
91,Watson
92,I understand that the yew hedge is penetrated at one point by a gate?
93,Watson
94,"Yes, the wicket-gate which leads on to the moor."
95,Watson
96,Is there any other opening?
97,Watson
98,None.
99,Watson
100,So that to reach the Yew Alley one either has to come down it from the house or else to enter it by the moor-gate?
101,Watson
102,There is an exit through a summer-house at the far end.
103,Watson
104,Had Sir Charles reached this?
105,Watson
106,No; he lay about fifty yards from it.
107,Watson
108,"Now, tell me, Dr. Mortimer--and this is important--the marks which you saw were on the path and not on the grass?"
109,Watson
110,No marks could show on the grass.
111,Watson
112,Were they on the same side of the path as the moor-gate?
113,Watson
114,Yes; they were on the edge of the path on the same side as
115,quote
116,"You put the matter more flippantly, Mr. Holmes, than you would"
117,"I recommend, sir, that you take a cab, call off your spaniel who is"
118,and proceed to Waterloo to meet Sir
119,And then?
120,And then you will say nothing to him at all until I have made up my
121,How long will it take you to make up your mind?
122,"Twenty-four hours. At ten o'clock to-morrow, Dr. Mortimer, I will be"
123,and it will be of
124,"I will do so, Mr. Holmes."" He scribbled the appointment on his"
125,"peering, absent-minded"
126,"Only one more question, Dr. Mortimer. You say that before Sir"
127,Three people did.
128,Did any see it after?
129,I have not heard of any.
130,Thank you. Good morning.
131,"Giving out, Watson?"
132,Unless I can help you.
133,"No, my dear fellow, it is at the hour of action that I turn to you"
134,really unique from some points of view.
135,would you ask him to send up a pound of the
136,I knew that seclusion and solitude were very necessary for my
137,"constructed alternative theories,"
138,and made up his mind as to which
139,"quote"""
140,"please, with the leading articles?"""
141,"Watson?"""
142,""""
143,"I confess that I see no connection."""
144,"you're right! Well, if that isn't smart!"""
145,"Mr. Holmes, this exceeds anything which I could have imagined,"""
146,"the facial angle, the maxillary curve, the--"""
147,"and the differences are equally obvious. There is as much difference to my eyes between the leaded bourgeois type of a Times article and the slovenly print of an evening half-penny paper as there could be between your negro and your Esquimau. The detection of types is one of the most elementary branches of knowledge to the special expert in crime, though I confess that once when I was very young I confused the Leeds Mercury with the Western Morning News. But a Times leader is entirely distinctive, and these words could have been taken from nothing else. As it was done yesterday the strong probability was that we should find the words in yesterday's issue."""
148,"then, Mr. Holmes,"""
149,""""
150,"Watson, quick! Not a moment to lose!"""
151,quote
152,"""There now! Was ever such bad luck and such bad management, too? Watson, Watson, if you are an honest man you will record this also and set it against my successes!"""
153,"""Who was the man?"""
154,"""I have not an idea."""
155,"""A spy?"""
156,"""Well, it was evident from what we have heard that Baskerville has been very closely shadowed by someone since he has been in town. How else could it be known so quickly that it was the Northumberland Hotel which he had chosen? If they had followed him the first day I argued that they would follow him also the second. You may have observed that I twice strolled over to the window while Dr. Mortimer was reading his legend."""
157,"""I was looking out for loiterers in the street, but I saw none. We are dealing with a clever man, Watson. This matter cuts very deep, and though I have not finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us, I am conscious always of power and design. When our friends left I at once followed them in the hopes of marking down their invisible attendant. So wily was he that he had not trusted himself upon foot, but he had availed himself of a cab so that he could loiter behind or dash past them and so escape their notice. His method had the additional advantage that if they were to take a cab he was all ready to follow them. It has, however, one obvious disadvantage."""
158,"""It puts him in the power of the cabman."""
159,"""Exactly."""
160,"""What a pity we did not get the number!"""
161,"""My dear Watson, clumsy as I have been, you surely do not seriously imagine that I neglected to get the number? No. 2704 is our man. But that is no use to us for the moment."""
162,"""I fail to see how you could have done more."""
163,"""On observing the cab I should have instantly turned and walked in the other direction. I should then at my leisure have hired a second cab and followed the first at a respectful distance, or, better still, have driven to the Northumberland Hotel and waited there. When our unknown had followed Baskerville home we should have had the opportunity of playing his own game upon himself and seeing where he made for"
164,quote
165,
166,"sir; I have made inquiry all over the hotel, but I can hear no"
167,
168,either that boot comes back before sundown or I'll see the
169,
170,sir--I promise you that if you will have a little
171,
172,for it's the last thing of mine that I'll lose in this
173,"well, Mr. Holmes, you'll excuse my troubling"
174,
175,
176,you look very serious over it.
177,
178,
179,
180,
181,thoughtfully.
182,
183,
184,I don't profess to understand it yet. This case of yours is
185,Sir Henry. When taken in conjunction with your uncle's
186,and the odds are that one or
187,but sooner or later we must come upon the right.
188,
189,
190,
191,
192,""" said Holmes, ""I think that your decision is a wise"
193,and
194,and we should be powerless to
195,Dr
196,quote
197,"""And you will report very carefully to me, When a crisis comes, as it will do, I will direct how you shall act. I suppose that by Saturday all might be ready?"""
198,"""There go two of my threads, Watson. There is nothing more stimulating than a case where everything goes against you. We must cast round for another scent."""
199,"""We have still the cabman who drove the spy."""
200,"""Exactly. I have wired to get his name and address from the Official Registry. I should not be surprised if this were an answer to my question."""
201,"""I got a message from the head office that a gent at this address had been inquiring for 2704,"" said he. ""I've driven my cab this seven years and never a word of complaint. I came here straight from the Yard to ask you to your face what you had against me."""
202,"""I have nothing in the world against you, my good man,"" said Holmes. ""On the contrary, I have half a sovereign for you if you will give me a clear answer to my questions."""
203,"""Well, I've had a good day and no mistake,"" said the cabman, with a grin. ""What was it you wanted to ask, sir?"""
204,"""First of all your name and address, in case I want you again."""
205,"""John Clayton, 3 Turpey Street, the Borough. My cab is out of Shipley's Yard, near Waterloo Station."""
206,"""Now, Clayton, tell me all about the fare who came and watched this house at ten o'clock this morning and afterwards followed the two gentlemen down Regent Street."""
207,"""My good fellow, this is a very serious business, and you may find yourself in a pretty bad position if you try to hide anything from me. You say that your fare told you that he was a detective?"""
208,"""When did he say this?"""
209,"""Did he say anything more?"""
210,"""He mentioned his name."""
211,"""Oh, he mentioned his name, did he? That was imprudent. What was the name that he mentioned?"""
212,"""A touch, Watson--an undeniable touch!"" said he. ""I feel a foil as quick and supple as my own. He got home upon me very prettily that time. So his name was Sherlock Holmes"
213,"""quote"""
214,"""I will do my best."""
215,"""Yes, I thought it as well to take them."""
216,"""I never saw a Devonshire man who did not swear by his county."""
217,"""Are you? Then your wish is easily granted, for there is your first sight of the moor."""
218,"""I've been over a good part of the world since I left it, Dr. Watson,"""
219,"quote"""
220,"Perkins?"""
221,"Perkins?"" asked Dr. Mortimer."
222,""" said he."
223,"Sir Henry! Welcome to Baskerville Hall!"""
224,"Sir Henry! Welcome to Baskerville Hall!"""
225,""" said Sir Henry."
226,""" said Sir Henry."
227,"sir?"""
228,"sir?"""
229,"have they not?"""
230,"have they not?"""
231,"sir, and so does my wife. But to tell the truth, sir, we were both very much attached to Sir Charles, and his death gave us a shock and made these surroundings very painful to us. I fear that we shall never again be easy in our minds at Baskerville Hall."""
232,"sir, and so does my wife. But to tell the truth, sir, we were both very much attached to Sir Charles, and his death gave us a shock and made these surroundings very painful to us. I fear that we shall never again be easy in our minds at Baskerville Hall."""
233,"sir, that we shall succeed in establishing ourselves in some business. Sir Charles's generosity has given us the means to do so."""
234,"sir, that we shall succeed in establishing ourselves in some business. Sir Charles's generosity has given us the means to do so."""
235,quote
236,"My word, it isn't a very cheerful place,"""
237,"My word, it isn't a very cheerful place,"""
238,"We were tired with our journey and chilled by our drive, so we took a gray view of the place. Now we are fresh and well, so it is all cheerful once more."""
239,"And yet it was not entirely a question of imagination,"""
240,"I heard it distinctly, and I am sure that it was really the sob of a woman."""
241,"We must ask about this right away."""
242,quote
243,"""You will, I am sure, excuse my presumption, Dr. Watson,"""
244,"""Here on the moor we are homely folk and do not wait for formal introductions. You may possibly have heard my name from our mutual friend, Mortimer. I am Stapleton, of Merripit House."""
245,"""Your net and box would have told me as much,"" said I, ""for I knew that Mr. Stapleton was a naturalist. But how did you know me?"""
246,"""I have been calling on Mortimer, and he pointed you out to me from the window of his surgery as you passed. As our road lay the same way I thought that I would overtake you and introduce myself. I trust that Sir Henry is none the worse for his journey?"""
247,"""He is very well, thank you."""
248,"""We were all rather afraid that after the sad death of Sir Charles the new baronet might refuse to live here. It is asking much of a wealthy man to come down and bury himself in a place of this kind, but I need not tell you that it means a very great deal to the country-side. Sir Henry has, I suppose, no superstitious fears in the matter?"""
249,"""I do not think that it is likely."""
250,"""Of course you know the legend of the fiend dog which haunts the family?"""
251,"""It is extraordinary how credulous the peasants are about here! Any number of them are ready to swear that they have seen such a creature upon the moor."""
252,"""The story took a great hold upon the imagination of Sir Charles, and I have no doubt that it led to his tragic end."""
253,"""But how?"""
254,"""His nerves were so worked up that the appearance of any dog might have had a fatal effect upon his diseased heart. I fancy that he really did see something of the kind upon that last night in the Yew Alley. I feared that some disaster might occur, for I was very fond of the old man, and I knew that his heart was weak."""
255,"""How did you know that?"""
256,"""My friend Mortimer told me."""
257,"""You think, then, that some dog pursued Sir Charles, and that he died of fright in consequence?"""
258,"""Have you any better explanation?"""
259,"""I"
260,"the moor!"""
261,"but never quite so loud."""
262,"or the water rising, or something."""
263,"no, that was a living voice."""
264,"perhaps it was. Did you ever hear a bittern booming?"""
265,"I never did."""
266,"but all things are possible upon the moor. Yes, I should not be surprised to learn that what we have heard is the cry of the last of the bitterns."""
267,"strangest thing that ever I heard in my life."""
268,"it's rather an uncanny place altogether. Look at the hill-side yonder. What do you make of those?"""
269,"they are the homes of our worthy ancestors. Prehistoric man lived thickly on the moor, and as no one in particular has lived there since, we find all his little arrangements exactly as he left them. These are his wigwams with the roofs off. You can even see his hearth and his couch if you have the curiosity to go inside."""
270,"and he learned to dig for tin when the bronze sword began to supersede the stone axe. Look at the great trench in the opposite hill. That is his mark. Yes, you will find some very singular points about the moor, Dr. Watson. Oh, excuse me an instant! It is surely Cyclopides."""
271,"a bleak moorland house, once the farm of some grazier in the old prosperous days, but now put into repair and turned into a modern dwelling. An orchard surrounded it, but the trees, as is usual upon the moor, were stunted and nipped, and the effect of the whole place was mean and melancholy. We were admitted by a strange, wizened, rusty-coated old manserv"
272,quote
273,I am sure that he would be delighted.
274,Then perhaps you would mention that I propose to do so.
275,"Will you come upstairs, Dr. Watson, and inspect my collection of Lepidoptera?"
276,But I was eager to get back to my charge.
277,"I resisted all pressure to stay for lunch, and I set off at once upon my return journey, taking the grass-grown path by which we had come."
278,"I have run all the way in order to cut you off, Dr. Watson."
279,"But I can't forget them, Miss Stapleton."
280,Then perhaps you would mention that I propose to do so.
281,"Will you come upstairs, Dr. Watson, and inspect my collection of Lepidoptera?"
282,"I am Sir Henry's friend, and his welfare is a very close concern of mine."
283,"But I do. If you have any influence with Sir Henry, take him away from a place which has always been fatal to his family."
284,"If you have any influence with Sir Henry, take him away from a place which has always been fatal to his family."
285,"If you meant no more than this when you first spoke to me, why should you not wish your brother to overhear what you said?"
286,"My brother is very anxious to have the Hall inhabited, for he thinks it is for the good of the poor folk upon the moor."
287,"My brother is very anxious to have the Hall inhabited, for he thinks it is for the good of the poor folk upon the moor."
288,"One page is missing, but otherwise they are exactly as written and show my feelings and suspicions of the moment more accurately than my memory, clear as it is upon these tragic events, can possibly do."
289,My dear Holmes:
290,quote
291,"""My popularity would soon suffer if I were to carry out your orders to the letter."""
292,"""By the way, your instructions to me never to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties."""
293,"""I only mention him because you were particular that I should send some description of the people who surround us."""
294,quote
295,"""I knew that Barrymore walked about nights, and I had a mind to speak to him about it,"""
296,"""Two or three times I have heard his steps in the passage, coming and going, just about the hour you name."""
297,"""Perhaps then he pays a visit every night to that particular window,"""
298,"""I believe that he would do exactly what you now suggest,"""
299,"""He would follow Barrymore and see what he did."""
300,"""But surely he would hear us."""
301,"""The man is rather deaf, and in any case we must take our chance of that."""
302,"""The baronet has been in communication with the architect who prepared the plans for Sir Charles, and with a contractor from London, so that we may expect great changes to begin here soon."""
303,"""There have been decorators and furnishers up from Plymouth, and it is evident that our friend has large ideas, and means to spare no pains or expense to restore the grandeur of his family."""
304,"""When the house is renovated and refurnished, all that he will need will be a wife to make it complete."""
305,"""Between ourselves there are pretty clear signs that this will not be wanting if the lady is willing, for I have seldom seen a man more infatuated with a woman than he is with our beautiful neighbour, Miss Stapleton."""
306,"""And yet the course of true love does not run quite as smoothly as one would under the circumstances expect."""
307,"""To-day, for example, its surface was broken by a very unexpected ripple, which has caused our friend considerable perplexity and annoyance."""
308,"""What, are you coming, Watson?"""
309,"""That depends on whether you are going on the moor,"""
310,quote
311,"""My dear fellow, Holmes, with all his wisdom, did not foresee some things which have happened since I have been on the moor. You understand me? I am sure that you are the last man in the world who would wish to be a spoil-sport. I must go out alone."""
312,"""You don't mean to say that you came after me in spite of all?"""
313,"""He can't object to my worldly position, so it must be myself that he has this down on. What has he against me? I never hurt man or woman in my life that I know of. And yet he would not so much as let me touch the tips of her fingers."""
314,"""That, and a deal more. I tell you, Watson, I've only known her these few weeks, but from the first I just felt that she was made for me, and she, too--she was happy when she was with me, and that I'll swear. There's a light in a woman's eyes that speaks louder than words. But he has never let us get together, and it was only to-day for the first time that I saw a chance of having a few words with her alone. She was glad to meet me, but when she did it was not love that she would talk about, and she wouldn't have let me talk about it either if she could have stopped it. She kept coming back to it that this was a place of danger, and that she would never be happy until I had left it. I told her that since I had seen her I was in no hurry to leave it, and that if she really wanted me to go, the only way to work it was for her to arrange to go with me. With that I offered in as many words to marry her, but before she could answer, down came this brother of hers, running at us with a face on him like a madman."""
315,quote
316,"I don't say now that he isn't a crazy man,"""
317,Did he give any explanation of his conduct?
318,"He must have been holding it as a signal,"""
319,"There it is!"""
320,"quote"""
321,"We must close in on him rapidly, for he is said to be a desperate fellow. We shall take him by surprise and have him at our mercy before he can resist."""
322,"I say, Watson, what would Holmes say to this? How about that hour of darkness in which the power of evil is exalted?"""
323,"My God, what's that, Watson?"""
324,"What do they call this sound?"""
325,"Oh, they are ignorant people. Why should you mind what they call it?"""
326,"They say it is the cry of the Hound of the Baskervilles."""
327,"It was hard to say whence it came."""
328,"It rose and fell with the wind. Isn't that the direction of the great Grimpen Mire?"""
329,"Well, it was up there. Come now, Watson, didn't you think yourself that it was the cry of a hound? I am not a child. You need not fear to speak the truth."""
330,"Stapleton was with me when I heard it last. He said that it might be the calling of a strange bird."""
331,"No, no, it was a hound. My God, can there be some truth in all these stories? Is it possible that I am really in danger from so dark a cause? You don't believe it, do you, Watson?"""
332,"No, no."""
333,quote
334,It was as cold as a block of marble.
335,You'll be all right to-morrow.
336,I don't think I'll get that cry out of my head. What do you advise that we do now?
337,Shall we turn back?
338,"No, by thunder; we have come out to get our man, and we will do it. We after the convict, and a hell-hound, as likely as not, after us. Come on! We'll see it through if all the fiends of the pit were loose upon the moor."
339,Wait here. He must be near his light. Let us see if we can get a glimpse of him.
340,"Do not think that it was a delusion, Holmes. I assure you that I have never in my life seen anything more clearly."
341,quote
342,"""If he were safely out of the country it would relieve the tax-payer of a burden."""
343,"""I guess we are aiding and abetting a felony, Watson? But, after what we have heard I don't feel as if I could give the man up, so there is an end of it. All right, Barrymore, you can go."""
344,"""quote"""
345,"""It seems to leave the darkness rather blacker than before."""
346,"""Let Holmes know all about it at once. It will give him the clue for which he has been seeking. I am much mistaken if it does not bring him down."""
347,"""By the way, Mortimer,"""
348,"""Can you, then, tell me the name of any woman whose initials are L. L.?"""
349,"""Who is she?"""
350,"""What! Old Frankland the crank?"""
351,"""How does she live?"""
352,"""To-morrow morning I shall find my way to Coombe Tracey, and if I can see this Mrs. Laura Lyons, of equivocal reputation, a long step will have been made towards clearing one incident in this chain of mysteries."""
353,"""I have only one other incident to record upon this tempestuous and melancholy day. This was my conversation with Barrymore just now, which gives me one more strong card which I can play in due time."""
354,"""Well,"""
355,"""Did you see him then?"""
356,"""You know that there is another man then?"""
357,"""Have you seen him?"""
358,"""How do you know of him then?"""
359,"""Now, listen to me, Barrymore! I have no interest in this matter but that of your master."""
360,quote
361,"""There's foul play somewhere, and there's black villainy brewing, to that I'll swear! Very glad I should be, sir, to see Sir Henry on his way back to London again!"""
362,"""But what is it that alarms you?"""
363,"""Look at Sir Charles's death! That was bad enough, for all that the coroner said. Look at the noises on the moor at night. There's not a man would cross it after sundown if he was paid for it. Look at this stranger hiding out yonder, and watching and waiting! What's he waiting for? What does it mean? It means no good to anyone of the name of Baskerville, and very glad I shall be to be quit of it all on the day that Sir Henry's new servants are ready to take over the Hall."""
364,"""But about this stranger,"" said I. ""Can you tell me anything about him? What did Selden say? Did he find out where he hid, or what he was doing?"""
365,"""He saw him once or twice, but he is a deep one, and gives nothing away. At first he thought that he was the police, but soon he found that he had some lay of his own. A kind of gentleman he was, as far as he could see, but what he was doing he could not make out."""
366,"""And where did he say that he lived?"""
367,"""Among the old houses on the hillside--the stone huts where the old folk used to live."""
368,"""But how about his food?"""
369,"""Selden found out that he has got a lad who works for him and brings him all he needs. I dare say he goes to Coombe Tracey for what he wants."""
370,"""Very good, Barrymore. We may talk further of this some other time."""
371,"""When the butler had gone I walked over to the black window, and I looked through a blurred pane at the driving clouds and at the tossing outline of the wind-swept trees. It is a wild night indoors, and what must it be in a stone hut upon the moor. What passion of hatred can it be which leads a man to lurk in such a place at such a time! And what deep and earnest purpose can he have which calls for such a trial! There, in that hut upon the moor, seems to lie the very centre of that problem"
372,"Dr. Watson,"" cried he with unwonted good humour, ""you must really give your horses a rest, and come in to have a glass of wine and to congratulate me."""
373,"sir, none. I am proud to say that I had no interest in the matter. I act entirely from a sense of public duty. I have no doubt, for example, that the Fernworthy people will burn me in effigy to-night. I told the police last time they did it that they should"""
374,"no doubt?"""
375,"sir! Do you see that Black Tor over yonder? Well, do you see the low hill beyond with the thornbush upon it? It is the stoniest part of the whole moor. Is that a place where a shepherd would be likely to take his station? Your suggestion, sir, is a most absurd one."""
376,"sir, that I have very good grounds before I come to an opinion. I have seen the boy again and again with his bundle. Every day, and sometimes twice a day, I have been able--but wait a moment, Dr. Watson. Do my eyes deceive me, or is there at the present moment something moving upon that hill-side?"""
377,"Dr. Watson, quick, before he passes over the hill!"""
378,"and I bind you to secrecy also, Dr. Watson. Not a word! You understand!"""
379,"instead of my effigy, which these rascals burned at the stake. Surely you are not going! You will help me to empty the decanter in honour of this great occasion!"""
380,quote
381,"It is a lovely evening, my dear Watson,"""
382,"""Come out,"" said he, ""and please be careful with the revolver."""
383,"""I never was more glad to see anyone in my life,"""
384,"""Or more astonished, eh?"""
385,"""The surprise was not all on one side, I assure you. I had no idea"
386,"""My footprint, I presume?"""
387,"""No, Watson; I fear that I could not undertake to recognize your"
388,"""I thought as much--and knowing your admirable tenacity I was"
389,"""Excellent, Watson! And how did you localize me? You saw me, perhaps,"
390,"""And have no doubt searched all the huts until you came to this one?"""
391,"""The old gentleman with the telescope, no doubt. I could not make it"
392,"""Ha, I see that Cartwright has brought up some supplies. What's this paper?"
393,"""To see Mrs. Laura Lyons?"""
394,"""Well done! Our researches have evidently been running on parallel"
395,"""Well, I am glad from my heart that you are here, for indeed the"
396,"""That was what I wished you to think."""
397,"""Then you use me, and yet do not trust me!"" I cried with some"
398,"""My dear fellow, you have been invaluable to me in this as in many"
399,"""In truth, it was partly for your own sake that I did it, and it was my"
400,"""But why keep me in the dark?"""
401,"""For you to know could not have helped us, and might possibly have"
402,"""You would have wished to tell me something, or in your kindness you would"
403,"""I brought Cartwright down with me--you remember the little chap at"
404,"""He has given me an extra pair of eyes upon a very active pair of"
405,"""Then my reports have all been wasted!""--My voice trembled as I"
406,"""Here are your reports, my dear fellow, and very well thumbed, I"
407,"""I must compliment you exceedingly upon the zeal and the intelligence"
408,"""I felt also in my heart that he was right in what he said and that"
409,"""that it was really best for our purpose that I should not have known"
410,"quote"""
411,""""
412,"Holmes? How do you know that the woman is his wife?"""
413,"no, surely not!"""
414,"hark, what is that?"""
415,"I think."""
416,"there!"""
417,"if we are too late!"""
418,"no, surely not!"""
419,"Watson, see what comes of abandoning your charge! But, by Heaven, if the worst has happened, we'll avenge him!"""
420,quote
421,"I shall never forgive myself for having left him to his fate."""
422,"I shall never forgive myself for having left him to his fate."""
423,"Watson. In order to have my case well rounded and complete, I have thrown away the life of my client. It is the greatest blow which has befallen me in my career. But how could I know—how could I know—that he would risk his life alone upon the moor in the face of all my warnings?"""
424,"Watson. In order to have my case well rounded and complete, I have thrown away the life of my client. It is the greatest blow which has befallen me in my career. But how could I know—how could I know—that he would risk his life alone upon the moor in the face of all my warnings?"""
425,"those screams!—and yet have been unable to save him! Where is this brute of a hound which drove him to his death? It may be lurking among these rocks at this instant. And Stapleton, where is he? He shall answer for this deed."""
426,"those screams!—and yet have been unable to save him! Where is this brute of a hound which drove him to his death? It may be lurking among these rocks at this instant. And Stapleton, where is he? He shall answer for this deed."""
427,"the other driven to his end in his wild flight to escape from it. But now we have to prove the connection between the man and the beast. Save from what we heard, we cannot even swear to the existence of the latter, since Sir Henry has evidently died from the fall. But, by heavens, cunning as he is, the fellow shall be in my power before another day is past!"""
428,"the other driven to his end in his wild flight to escape from it. But now we have to prove the connection between the man and the beast. Save from what we heard, we cannot even swear to the existence of the latter"
429,quote
430,"""I am sorry that he has seen you."""
431,"""Are you coming up?"""
432,"""And so am I."""
433,"""Then you must excuse yourself and he must go alone. That will be easily arranged. And now, if we are too late for dinner, I think that we are both ready for our suppers."""
434,"""We've had one experience, as Watson has no doubt told you. We heard the hound on the moor, so I can swear that it is not all empty superstition. I had something to do with dogs when I was out West, and I know one when I hear one. If you can muzzle that one and put him on a chain I'll be ready to swear you are the greatest detective of all time."""
435,"""Whatever you tell me to do I will do."""
436,"""If you will do this I think the chances are that our little problem will soon be solved. I have no doubt--"""
437,quote
438,"Well, I'm glad to hear you say so, I don't pretend to know much about these things, and I'd be a better judge of a horse or a steer than of a picture. I didn't know that you found time for such things."
439,"I know what is good when I see it, and I see it now. That's a Kneller, I'll swear, that lady in the blue silk over yonder, and the stout gentleman with the wig ought to be a Reynolds. They are all family portraits, I presume?"
