115,"""How do I know that they are lying? Because it is a clumsy fabrication which simply could not be true. Consider! According to the story given to us, the assassin had less than a minute after the murder had been committed to take that ring, which was under another ring, from the dead man's finger, to replace the other ring--a thing which he would surely never have done--and to put that singular card beside his victim. I say that this was obviously impossible."""
116,"""You may argue--but I have too much respect for your judgment, Watson, to think that you will do so--that the ring may have been taken before the man was killed. The fact that the candle had been lit only a short time shows that there had been no lengthy interview. Was Douglas, from what we hear of his fearless character, a man who would be likely to give up his wedding ring at such short notice, or could we conceive of his giving it up at all? No, no, Watson, the assassin was alone with the dead man for some time with the lamp lit. Of that I have no doubt at all."""
117,"""But the gunshot was apparently the cause of death. Therefore the shot must have been fired some time earlier than we are told. But there could be no mistake about such a matter as that. We are in the presence, therefore, of a deliberate conspiracy upon the part of the two people who heard the gunshot--of the man Barker and of the woman Douglas. When on the top of this I am able to show that the blood mark on the windowsill was deliberately placed there by Barker, in order to give a false clue to the police, you will admit that the case grows dark against him."""
118,"""Now we have to ask ourselves at what hour the murder actually did occur. Up to"
119,quote
120,"Well, it is possible, no doubt."
121,"We have to remember, Watson, that whatever occurred is certainly something very extraordinary."
122,And how do you propose to prove all this?
123,An evening alone!
124,"Certainly--but what a wretched weapon! If there is danger--"""
125,"Nothing serious, my dear Watson, or I should certainly ask for your assistance. But I'll take the umbrella. At present I am only awaiting the return of our colleagues from Tunbridge Wells, where they are at present engaged in trying for a likely owner to the bicycle."
126,"Man, I'll admit that I had my doubts if there was ever an outsider,"" said MacDonald, ""but that's all past now. We've had the bicycle identified, and we have a description of our man; so that's a long step on our journey."""
127,"""It sounds to me like the beginning of the end,"" said Holmes. ""I'm sure I congratulate you both with all my heart."""
128,"Well, I started from the fact that Mr. Douglas had seemed disturbed since the day before, when he had been at Tunbridge Wells. It was at Tunbridge Wells then that he had become conscious of some danger. It was clear, therefore, that if a man had come over with a bicycle it was from Tunbridge Wells that he might be expected to have come. We took the bicycle over with us and showed it at the hotels. It was identified at once by the manager of the Eagle Commercial as belonging to a man named Hargrave, who had taken a room there two days before. This bicycle and a small valise were his whole belongings. He had registered his name as coming from London, but had given no address. The valise was London made, and the contents were British; but the man himself was undoubtedly an American."
129,"Well, well,"" said Holmes gleefully, ""you have indeed done some solid work while I have been sitting spinning theories with my friend! It's a lesson in being practical, Mr. Mac."""
130,"But this may all fit in with your theories,"" I remarked."
131,"""That may or may not be. But let us hear the end, Mr. Mac. Was there nothing to identify this man?"""
132,"""So little that it was evident that he had carefully guarded himself against identification. There were no papers or letters, and no marking upon the clothes"
133,quote
134,It is very good and very clear so far as it goes.
135,"That is your end of the story. My end is that the crime was committed half an hour earlier than reported; that Mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer's escape--or at least that they reached the room before he escaped--and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge."
136,"Well, Mr. Mac and you, Mr. White Mason, I wish to give you a very earnest piece of advice. When I went into this case with you I bargained, as you will no doubt remember, that I should not present you with half-proved theories, but that I should retain and work out my own ideas until I had satisfied myself that they were correct. For this reason I am not at the present moment telling you all that is in my mind. On the other hand, I said that I would play the game fairly by you, and I do not think it is a fair game to allow you for one unnecessary moment to waste your energies upon a profitless task. Therefore I am here to advise you this morning, and my advice to you is summed up in three words--abandon the case."
137,You consider it hopeless!
138,I consider your case to be hopeless. I do not consider that it is hopeless to arrive at the truth.
139,"You are holding something back. It's hardly fair of you, Mr. Holmes."
140,"You know my methods of work, Mr. Mac. But I will hold it back for the shortest time possible. I only wish to verify my details in one way, which can very readily be done, and then I make my bow and return to London, leaving my results entirely at your service. I owe you too much to act otherwise; for in all my experience I cannot recall any more singular and interesting study."
141,"This is clean beyond me, Mr. Holmes. We saw you when we returned from Tunbridge Wells last night, and you were in general agreement with our results. What has happened since then to give you a completely new idea of the case?"
142,"Well, since you ask me, I spent, as I told you that I would, some hours last night at the Manor House."
143,
144,quote
145,"""Where?"""
146,"""Well, we're bound to take you on your own terms,"" said the"
147,"""Well, I'm bound to say I've always found you had reason behind all"
148,"""Man, this is getting past a joke!"" cried MacDonald, rising angrily"
149,"""That sounds more like sanity."""
150,"""All of it was excellent advice; but I don't insist, so long as you"
151,"""Well?"""
152,"""It's impossible,"" said the inspector. ""I've made inquiry."""
153,"""Tut, tut! My dear sir, please do what I ask you."""
154,"""Well, go on."""
155,"""--in the hope that we may find something which may bear upon our"
156,"""Impossible!"""
157,"""--diverting the stream; so I thought it best to explain matters"
158,"""Now sign that, and send it by hand about four o'clock. At that hour"
159,"""We shall meet again in this room. Until then we may each do what we"
160,"""Well, gentlemen,"" said my friend gravely, ""I am asking you now to"
161,"""It is of the first importance that we should be in our places before"
162,"""We passed along the outer bounds of the Manor House park until we"
163,"""Well, what are we to do now?"""
164,"""Possess our souls in patience and make as little noise as possible,"""
165,"""What are we here for at all? I really think that you might treat us"
166,"""Watson insists that I am the dramatist in real life,"" said he. ""Some"
167,"""But the quick inference, the subtle trap, the clever forecast of coming"
168,"""Well, I hope the pride and justification and the rest of it will"
169,"""We all had good reason to join in the aspiration; for our vigil was a"
170,"""How long is this to last?"" asked the inspector finally. ""And what is"
171,"""I have no more notion than you how long it is to last,"" Holmes"
172,"""As to what it is we--Well, that's what we are watching for!"""
173,"""Now!"" cried Holmes. ""Now!"""
174,quote
175,""" we should be able to prove who placed it there. This we accomplished by the very obvious device of announcing that the moat would be dried to-morrow, which had, of course, the effect that whoever had hidden the bundle would most certainly withdraw it the moment that darkness enabled him to do so. We have no less than four witnesses as to who it was who took advantage of the opportunity, and so, Mr. Barker, I think the word lies now with you."
176,"as you perceive,"" he remarked, pointing to the toes. Then he laid upon the table a long, deadly, sheathed knife. Finally he unravelled a bundle of clothing, comprising a complete set of underclothes, socks, a gray tweed suit, and a short yellow overcoat."
177,""" remarked Holmes, ""save only the overcoat, which is full of suggestive touches."" He held it tenderly towards the light. ""Here, as you perceive, is the inner pocket prolonged into the lining in such fashion as to give ample space for the truncated fowling piece. The tailor's tab is on the neck--'Neal, Outfitter, Vermissa, U. S. A.' I have spent an instructive afternoon in the rector's library, and have enlarged my knowledge by adding the fact that Vermissa is a flourishing little town at the head of one of the best known coal and iron valleys in the United States. I have some recollection, Mr. Barker, that you associated the coal districts with Mr. Douglas's first wife, and it would surely not be too far-fetched an inference that the V. V. upon the card by the dead body might stand for Vermissa Valley, or that this very valley which sends forth emissaries of murder may be that Valley of Fear of which we have heard. So much is fairly clear. And now, Mr. Barker, I seem to be standing rather in the way of your explanation."""
178,"Mr. Holmes, perhaps you had better tell us some more,"" he sneered."
179,"Mr. Barker; but it would come with a better grace from you."""
180,"you think so, do you? Well, all I can say is that if there's any secret here it is not my secret, and I am not the man to give it away."""
181,"if you take that line,"
182,quote
183,"Douglas approvingly,""Well, you figured it out about right,"""
184,"""I'm not going to begin at the beginning. That's all there,"""
185,"""I never explained to my wife how things were. Why should I pull her into it? She would never have a quiet moment again; but would always be imagining trouble. I fancy she knew something, for I may have dropped a word here or a word there; but until yesterday, after you gentlemen had seen her, she never knew the rights of the matter. She told you all she knew, and so did Barker here; for on the night when this thing happened there was mighty little time for explanations. She knows everything now, and I would have been a wiser man if I had told her sooner. But it was a hard question, dear,"""
186,"""Well, gentlemen, the day before these happenings I was over in Tunbridge Wells, and I got a glimpse of a man in the street. It was only a glimpse; but I have a quick eye for these things, and I never doubted who it was. It was the worst enemy I had among them all--one who has been after me like a hungry wolf after a caribou all these years. I knew there was trouble coming, and I came home and made ready for it. I guessed I'd fight through it all right on my own, my luck was a proverb in the States about '76. I never doubted that it would be with me still."""
187,"""I was on my guard all that next day, and never went out into the park. It's as well, or he'd have had the drop on me with that buckshot gun of his before ever I could draw on him. After the bridge was up--my mind was always more restful when that bridge was up in the evenings--I put the thing clear out of my head. I never dreamed of his getting into the house and waiting for me. But when I made my round in my dressing gown, as was my habit, I had no sooner entered the study than I scented danger. I guess when a man has had dangers in his life--and I've had more than most in my time--there is a kind of sixth sense that waves the red flag. I saw the signal clear enough, and yet I couldn't tell you why. Next instant I spotted a boot under the window curtain, and then I saw"
188,quote
189,"Lodge 341, Vermissa Valley, Hullo, mate! You seem heeled and ready."
190,"Lodge 341, Vermissa Valley, You seem heeled and ready."
191,"Lodge 341, Vermissa Valley, And where may that be?"
192,"Lodge 341, Vermissa Valley, I'm last from Chicago."
193,"Lodge 341, Vermissa Valley, A stranger in these parts?"
194,"Lodge 341, Vermissa Valley, Yes."
195,"Lodge 341, Vermissa Valley, You may find you need it here."
196,"Lodge 341, Vermissa Valley, What made you come here?"
197,"Lodge 341, Vermissa Valley, I heard there was always work for a willing man."
198,"Lodge 341, Vermissa Valley, Are you a member of the union?"
199,"Lodge 341, Vermissa Valley, Then you'll get your job, I guess."
200,"Lodge 341, Vermissa Valley, Have you any friends?"
201,"Lodge 341, Vermissa Valley, How's that, then?"
202,"Lodge 341, Vermissa Valley, I am one of the Eminent Order of Freemen."
203,"Lodge 341, Vermissa Valley, There's no town without a lodge, and where there is a lodge I'll find my friends."
204,"Lodge 341, Vermissa Valley, Put it there."
205,"Lodge 341, Vermissa Valley, I see you speak the truth."
206,"Lodge 341, Vermissa Valley, But it's well to make certain."
207,"Lodge 341, Vermissa Valley, Dark nights are unpleasant."
208,"Lodge 341, Vermissa Valley, Yes, for strangers to travel."
209,"Lodge 341, Vermissa Valley, That's good enough."
210,"Lodge 341, Vermissa Valley, I'm Brother Scanlan, Lodge 341, Vermissa Valley. Glad to see you in these parts."
211,"Lodge 341, Vermissa Valley, Thank you"
212,quote
213,In trouble?
214,A penitentiary job?
215,Not a killing!
216,It's early days to talk of such things.
217,"All right, mate, no offense meant. The boys will think none the worse of you, whatever you may have done. Where are you bound for now?"
218,Vermissa.
219,That's the third halt down the line. Where are you staying?
220,"Here is the address--Jacob Shafter, Sheridan Street. It's a boarding house that was recommended by a man I knew in Chicago."
221,"Well, I don't know it; but Vermissa is out of my beat. I live at Hobson's Patch, and that's here where we are drawing up. But, say, there's one bit of advice I'll give you before we part: If you're in trouble in Vermissa, go straight to the Union House and see Boss McGinty. He is the Bodymaster of Vermissa Lodge, and nothing can happen in these parts unless Black Jack McGinty wants it. So long, mate! Maybe we'll meet in lodge one of these evenings. But mind my words: If you are in trouble, go to Boss McGinty."
222,"Descended, and McMurdo was left once again to his thoughts."
223,I guess hell must look something like that.
224,"For that matter, I allow that hell must be something like that. If there are worse devils down yonder than some we could name, it's more than I'd expect. I guess you are new to this part, young man?"
225,"Well, what if I am?"
226,"Just this, mister, that I should advise you to be careful in choosing your friends. I don't think I'd begin with Mike Scanlan or his gang if I were you."
227,What the hell is it to you who are my friends?
228,"No offense, stranger. It was a warning for your own good, seeing that you are, by your own showing, new to the place."
229,I'm new to the place; but I'm not new to you and your kind!
230,"Maybe we'll see more of you before very long. You're a real hand-picked one, if I am a judge."
231,I guess we
232,quote
233,""""
234,""""
235,"miss,"""
236,""""
237,""""
238,"sir,"""
239,"here he is! So you can fix things with him right away,"""
240,"sir,"""
241,"the worse luck for someone else! Let him look out for himself! Am I to lose my life's chance and all my heart's desire for someone else? You can keep on saying no, Ettie: the day will come when you will say yes, and I'm young enough to wait,"""
242,""""
243,""""
244,"sir,"""
245,"here he is! So you can fix things with him right away,"""
246,"sir,"""
247,""""
248,""""
249,"sir,"""
250,"here he is! So you can fix things with him right away,"""
251,"sir,"""
252,"the worse luck for someone else! Let him look out for himself! Am I to lose my life's chance and all my heart's desire for someone else? You can keep on saying no, Ettie: the day will come when you will say yes, and I'm young enough to wait,"""
253,""""
254,""""
255,quote
256,He has sold out and left the district. The old devil left a note for us to say that he had rather be a free crossing sweeper in New York than a large mine owner under the power of a ring of blackmailers. By Gar! it was as well that he made a break for it before the note reached us! I guess he won't show his face in this valley again.
257,And who bought the mines of Todman and of Lee that came into the market in the same way last year?
258,"And who bought the ironworks of Manson and of Shuman and of Van Deher and of Atwood, which have all been given up of late?"
259,"I don't see, Eminent Bodymaster, that it matters to us who buys them, since they can't carry them out of the district."
260,"With all respect to you, Eminent Bodymaster, I think it may matter very much to us. This process has been going on now for ten long years. We are gradually driving all the small men out of trade. What is the result? We find in their places great companies like the Railroad or the General Iron, who have their directors in New York or Philadelphia, and care nothing for our threats. We can take it out of their local bosses, but it only means that others will be sent in their stead. And we are making it dangerous for ourselves. The small men could not harm us. They had not the money nor the power. So long as we did not squeeze them too dry, they would stay on under our power. But if these big companies find that we stand between them and their profits, they will spare no pains and no expense to hunt us down and bring us to court."
261,It is my advice that we go easier upon the small men. On the day that they have all been driven out the power of this society will have been broken.
262,"You were always a croaker. So long as the members of this lodge stand together there is no power in the United States that can touch them. Sure, have we not tried it often enough in the law courts? I expect the big companies will find it easier to pay than to fight, same as the little companies do. And now, Brethren, this lodge has finished its business for the evening, save for one small matter which may be mentioned when we are parting. The time has now"
263,quote
264,"""I'll say this much, that if"
265,and every journal in the state
266,"Brother Baldwin?"""
267,"""Sure!"""
268,"""How many will you take?"""
269,"""Half a dozen, and two to guard the door. You'll come, Gower, and"
270,"Mansel, and you, Scanlan, and the two Willabys."""
271,"""I promised the new brother he should go,"" said the chairman."
272,"""Well, he can come if he wants,"" he said in a"
273,"""Here, you,"" said Baldwin to McMurdo, ""you can stand below at the"
274,boys; for we
275,"""It's truth he says,"" remarked one of the men."
276,"""By Gar! you'd best hurry yourselves!"" cried the man below."
277,"""You'll kill the man,"" said he. ""Drop it!"""
278,"""Curse you!"" he cried. ""Who are you to interfere--you that are new to the lodge?"
279,"""Stand back yourself!"" he cried. ""I'll blow your face in if you lay a"
280,wasn't it the order of the Bodymaster
281,"""I wanted to have a word with you, Mr. McMurdo,"" said the older man,"
282,"""Why did you not put your name to the note?"""
283,"""One has to be cautious, mister. One never knows in times like these"
284,"quote"""
285,"that was it?"""
286,"that was it."""
287,I guess because I tell you not. That's enough for most folk in
288,
289,""" said McMurdo boldly. ""If you are a judge of men, you'll"
290,"for sure,"" said he. ""Well, if you want reasons,"
291,that's because he daren't trust you. But in his heart he is
292,"we might think that you were disloyal,"
293,""" McMurdo answered. ""As to being disloyal, if it was any man but"
294,"that's enough,"" said McGinty, draining off his glass. ""I came"
295,"and you've had it."""
296,""" said McMurdo, ""how you ever came to learn that I"
297,""" said he. ""I guess you'd best reckon on my hearing all that"
298,"time's up, and I'll just say--"""
299,"and three frowning, intent faces"
300,quote
301,"""They chose us because neither I nor the boy here drink,"""
302,"""Sure, we are all in it together,"""
303,"""That's true enough, and we'll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing."""
304,"""There are half a dozen about here that I have a word to say to,"""
305,"""I suppose it isn't Jack Knox of Ironhill that you are after. I'd go some way to see him get his deserts."""
306,"""Or Herman Strauss?"""
307,"""Well, if you won't tell us we can't make you; but I'd be glad to know."""
308,"""No, it's not him yet."""
309,"""No, nor him either."""
310,"""Sure, it is like a war,"""
311,"""No, nor him either."""
312,quote
313,"Can I speak with you freely, Mr. McMurdo?"
314,Sure.
315,"I know that well. But you are the one that I can speak to and be safe. I've a secret here, and it is just burning the life out of me. I wish it had come to any one of you but me. If I tell it, it will mean murder, for sure. If I don't, it may bring the end of us all. God help me, but I am near out of my wits over it!"
316,That's the physic for the likes of you. Now let me hear of it.
317,There's a detective on our trail.
318,"Why, man, you're crazy. Isn't the place full of police and detectives and what harm did they ever do us?"
319,"No, no, it's no man of the district. As you say, we know them, and it is little that they can do. But you've heard of Pinkerton's?"
320,I've read of some folk of that name.
321,"Well, you can take it from me you've no show when they are on your trail. It's not a take-it-or-miss-it government concern. It's a dead earnest business proposition that's out for results and keeps out till by hook or crook it gets them. If a Pinkerton man is deep in this business, we are all destroyed."
322,We must kill him.
323,"Ah, it's the first thought that came to you! So it will be up at the lodge. Didn't I say to you that it would end in murder?"
324,"Sure, what is murder? Isn't it common enough in these parts?"
325,"It is, indeed; but it's not for me to point out the man that is to be murdered. I'd never rest easy again. And yet it's our own necks that may be at stake. In God's name what shall I do?"
326,"See here, man, you won't gain anything by sitting keening like an old wife at a wake. Let's have the facts. Who is the fellow? Where is he? How did you hear of him? Why did you come to me?"
327,I came to you; for you are the one man that would advise me. I told you that I had
328,quote
329,"""He is coming,"""
330,"""Good!"""
331,"""He's been here some time--six weeks at the least."""
332,"""There's not a weak man in the lodge, True as steel, every man of them."""
333,"""What about him? If any man gives us away, it would be he. I've a mind to send a couple of the boys round before evening to give him a beating up and see what they can get from him."""
334,"""Well, there would be no harm in that, I won't deny that I have a liking for Morris and would be sorry to see him come to harm."""
335,"""I'll fix the old devil!"""
336,"""But whatever you do must be to-morrow; for we must lie low until the Pinkerton affair is settled up."""
337,"""True for you, And we'll learn from Birdy Edwards himself where he got his news if we have to cut his heart out first."""
338,"""I guess I took him on his weak point."""
339,"""Didn't he ask you why you didn't bring him the papers?"""
340,"""As if I would carry such things, and me a suspected man, and Captain Marvin after speaking to me this very day at the depot!"""
341,"""Ay, I heard of that, I guess the heavy end of this business is coming on to you."""
342,"""If we handle it right, they can never prove the killing."""
343,"""That's all easy and plain."""
344,in CSV format:
345,quote
346,quote
347,"Get him out of England at any cost, There are forces here which may be more dangerous than those he has escaped. There is no safety for your husband in England."
348,"Deviltry, Watson!"
349,"You have not had a cable, have you?"
350,"I've had bad news--terrible news, Mr. Holmes, It's poor Douglas. They tell me his name is Edwards; but he will always be Jack Douglas of Benito Canyon to me. I told you that they started together for South Africa in the Palmyra three weeks ago."
351,Exactly.
352,The ship reached Cape Town last night. I received this cable from Mrs. Douglas this morning:--
353,"""Jack has been lost overboard in gale off St. Helena. No one knows how accident occurred."""
354,quote
355,"Ha! It came like that, did it?"
356,"Well, I've no doubt it was well stage-managed."
357,You mean that you think there was no accident?
358,None in the world.
359,He was murdered?
360,Surely!
361,"So I think also. These infernal Scowrers, this cursed vindictive"
362,"No, no, my good sir."
363,There is a master hand here. It is no case of sawed-off shot-guns and clumsy six-shooters.
364,You can tell an old master by the sweep of his brush.
365,I can tell a Moriarty when I see one.
366,"This crime is from London, not from America."
367,But for what motive?
368,Because it is done by a man who cannot afford to fail--one whose
369,whole unique position depends upon the fact that all he does must
370,succeed.
371,A great brain and a huge organization have been turned to
372,extinction of one man.
373,It is crushing the nut with the hammer--an
374,absurd extravagance of energy--but the nut is very effectually
375,crushed all the same.
376,How came this man to have anything to do with it?
377,I can only say that the first word that ever came to us of the
378,was from one of his lieutenants.
379,These Americans were well advised.
380,"Having an English job to do, they took into partnership, as"
381,"any foreign criminal could do, this great consultant in crime."
382,From that moment their man was doomed.
383,At first he would content himself by using his machinery in order to find
384,their victim.
385,Then he would indicate how the matter might be treated.
