number,quote
58,"I read as follows:

     46, Old Jewry,
     Nov. 19th.
                                   Re Vampires
     Sir:
     Our client, Mr. Robert Ferguson, of Ferguson and Muirhead, tea
     brokers, of Mincing Lane, has made some inquiry from us in a
     communication of even date concerning vampires. As our firm
     specializes entirely upon the assessment of machinery the matter
     hardly comes within our purview, and we have therefore recommended
     Mr. Ferguson to call upon you and lay the matter before you. We have
     not forgotten your successful action in the case of Matilda Briggs.
     We are, sir,
     Faithfully yours,
     Morrison, Morrison, and Dodd.
     per E. J. C."
59,"There are unexplored
     possibilities about you. Take a wire down, like a good fellow. Will
     examine your case with pleasure."
60,"You dont look quite the man you did when I threw you over the ropes
     into the crowd at the Old Deer Park. I expect I have changed a bit
     also. But its this last day or two that has aged me. I see by your
     telegram, Mr. Holmes, that it is no use my pretending to be anyones
     deputy."
61,"If you will take one elbow of the too faithful Dolores, I
     will take the other. There, now,"
62,Have you ever heard the name of Garrideb?
63,"This gentleman is also in the
     plot already, though I certainly did not expect to see him this
     morning. However, he is in a position to tell us a good deal which I
     want to know."
64,"With this assurance our American bowed and departed.

     Holmes had lit his pipe, and he sat for some time with a curious
     smile upon his face."
65,Holmes took his pipe from his lips.
66,"It is fair to tell you so, though I know it will only be an
     additional reason to you for running your head into danger. I should
     know my Watson by now. But there is danger, and you should know it."
67,"You have a case, Holmes?"
68,"It has enabled you to probe my secret. Yes, I have a case.
     After a month of trivialities and stagnation the wheels move once
     more."
69,"Well, Holmes, I must confess that when I consider that this is a man
     who would certainly brush any obstacle from his path, and when I
     remember that his wife may have been an obstacle and an object of
     dislike, as that man Bates plainly told us, it seems to me--"
70,"Our millionaire does not seem to shine in private life,"
71,"What is it, Mr. Holmes?"
72,"Never mind, my dear lady. You will hear from me, Mr. Cummings. With
     the help of the god of justice I will give you a case which will make
     England ring. You will get news by to-morrow, Miss Dunbar, and
     meanwhile take my assurance that the clouds are lifting and that I
     have every hope that the light of truth is breaking through."
73,"I have some recollection that you go armed upon
     these excursions of ours."
74,"Yes, it is a solid bit of work."
75,"I believe your revolver is going to
     have a very intimate connection with the mystery which we are
     investigating."
76,"A clue, Mr. Holmes? What is it?"
77,"Here it is. Now, officer, can you give me ten yards of
     string?"
78,Was there ever a more exact demonstration?
79,"that you will not improve any reputation
     which I may have acquired by adding the case of the Thor Bridge
     mystery to your annals. I have been sluggish in mind and wanting in
     that mixture of imagination and reality which is the basis of my art.
     I confess that the chip in the stonework was a sufficient clue to
     suggest the true solution, and that I blame myself for not having
     attained it sooner."
80,"I sank back in my chair in some disappointment. Was it for so trivial
     a question as this that I had been summoned from my work? Holmes
     glanced across at me."
81,"Speaking as a medical man,"
82,"it appears to be a case for an
     alienist. The old gentlemans cerebral processes were disturbed by
     the love affair. He made a journey abroad in the hope of breaking
     himself of the passion. His letters and the box may be connected with
     some other private transaction--a loan, perhaps, or share
     certificates, which are in the box."
83,"I take it, Miss Presbury, that there
     is some fresh development in the case, and that you thought we should
     know?"
84,"I dont think you have anything to fear now for a week at least,"
85,Holmes looked thoughtful and remained in silence for some moments.
86,"THE ADVENTURE OF SHOSCOMBE OLD PLACE

     Sherlock Holmes had been bending for a long time over a low-power
     microscope. Now he straightened himself up and looked round at me in
     triumph."
87,"It was burned to a black cinder, but there could be no question as to
     its anatomical significance."
88,Nothing but the brothers spite.
89,But it was the voice of a man!
90,"Ive left Barker to look after the formalities,"
91,"That was our first clue,"
92,"I should be most happy to go down with you if I should not be in the
     way,"
93,"We have quite come to the conclusion that he wounded himself in his
     fall."
94,"You have
     saved us a long walk, which would have brought us back on our own
     traces. Let us follow the return track."
95,"Now, Mr. Brown, I am quite at your disposal."
96,"Gregory, let me recommend to your attention this singular epidemic
     among the sheep. Drive on, coachman!"
97,"In that case I shall come out to-morrow and talk it over with you.
     Good-bye, and, above all, do not fret until you know that you really
     have a cause for it."
98,"Not another word did he say of the case until late that night, when
     he was turning away, with his lighted candle, for his bedroom."
99,"Sherlock Holmes rubbed his hands with delight, and I stared with
     astonishment at our client."
100,"There was a pause after the stock-brokers clerk had concluded his
     surprising experience. Then Sherlock Holmes cocked his eye at me,
     leaning back on the cushions with a pleased and yet critical face,
     like a connoisseur who has just taken his first sip of a comet
     vintage."
101,"He flattened it out upon the table, and a cry of triumph
     burst from his lips."
102,"I think that if you knew all that I had in this
     box you would ask me to pull some out instead of putting others in."
103,"But there are some pretty little problems among them. Heres the
     record of the Tarleton murders, and the case of Vamberry, the wine
     merchant, and the adventure of the old Russian woman, and the
     singular affair of the aluminium crutch, as well as a full account of
     Ricoletti of the club-foot, and his abominable wife. And here--ah,
     now, this really is something a little recherché."
104,"If its a local villain there should not be much difficulty in
     running him down,"
105,"We thought that perhaps you would care to step across, Mr. Holmes."
106,"We were
     chatting about the matter when you came in, Inspector. Perhaps you
     can let us have a few details."
107,"The matter grows in interest,"
108,"A pretty mess youve
     made of the carpet."
109,"It is an interesting case, too, at the bottom of it."
110,"This was news to me indeed.  If there were another man with such
     singular powers in England, how was it that neither police nor public
     had heard of him?  I put the question, with a hint that it was my
     companions modesty which made him acknowledge his brother as his
     superior.  Holmes laughed at my suggestion."
111,"As we walked home together, Holmes stopped at a telegraph office and
     sent off several wires."
112,"If this paper remains blue,
     all is well. If it turns red, it means a mans life."
113,Hum! I thought as much!
114,"I should never have known you under that moustache, and I
     dare say you would not be prepared to swear to me. This I presume is
     your celebrated friend, Mr. Sherlock Holmes?"
115,"Your advice is very excellent, Miss Harrison,"
116,"Well, that was reasonable and considerate,"
117,"you have not even condescended to
     say good-morning."
118,"As this is an express, and as the boat runs in connection with it, I
     should think we have shaken him off very effectively."
119,"I owe you a
     thousand apologies. I had no idea that you would be so affected."
120,"It is no joke when a
     tall man has to take a foot off his stature for several hours on end.
     Now, my dear fellow, in the matter of these explanations we have, if
     I may ask for your co-operation, a hard and dangerous nights work in
     front of us. Perhaps it would be better if I gave you an account of
     the whole situation when that work is finished."
121,"and I have
     a piece of work for us both to-night which, if we can bring it to a
     successful conclusion, will in itself justify a mans life on this
     planet."
122,"Of course it has moved,"
123,"He wrung his hands in an agony of
     apprehension, and swayed backwards and forwards in his chair.

     I looked with interest upon this man, who was accused of being the
     perpetrator of a crime of violence. He was flaxen-haired and handsome
     in a washed-out negative fashion, with frightened blue eyes and a
     clean-shaven face, with a weak, sensitive mouth. His age may have
     been about twenty-seven; his dress and bearing that of a gentleman.
     From the pocket of his light summer overcoat protruded the bundle of
     endorsed papers which proclaimed his profession."
124,"When the detective departed my friend rose and made his preparations
     for the days work with the alert air of a man who has a congenial
     task before him."
125,"I do not know how far Sherlock Holmes took any sleep that night, but
     when I came down to breakfast I found him pale and harassed, his
     bright eyes the brighter for the dark shadows round them. The carpet
     round his chair was littered with cigarette-ends and with the early
     editions of the morning papers. An open telegram lay upon the table."
126,"And yet there are singular points about it which hold out some
     hopes for our client."
127,"I think it is time now that we took our friend Lestrade
     into our confidence. He has had his little smile at our expense, and
     perhaps we may do as much by him if my reading of this problem proves
     to be correct. Yes, yes; I think I see how we should approach it."
128,"you do not propose to invest in
     South African securities?"
129,I ought to make you sign a paper to that effect.
130,"His revolver cracked, and I saw the blood spurt from the front of
     Woodleys waistcoat. He spun round with a scream and fell upon his
     back, his hideous red face turning suddenly to a dreadful mottled
     pallor. The old man, still clad in his surplice, burst into such a
     string of foul oaths as I have never heard, and pulled out a revolver
     of his own, but before he could raise it he was looking down the
     barrel of Holmess weapon."
131,Holmes rose and tossed the end of his cigarette into the grate.
132,"The greatest and perhaps the wealthiest. I am aware, Mr. Holmes,
     that you take a very high line in professional matters, and that you
     are prepared to work for the works sake. I may tell you, however,
     that his Grace has already intimated that a cheque for five thousand
     pounds will be handed over to the person who can tell him where his
     son is, and another thousand to him who can name the man, or men, who
     have taken him."
133,"It is a princely offer,"
134,"I have done the lawn and the bicycle shed,"
135,"My own inclinations are to push this inquiry on, for we have
     already lost so much time that we cannot afford to waste another
     hour. On the other hand, we are bound to inform the police of the
     discovery, and to see that this poor fellows body is looked after."
136,"we have picked up two clues this morning.
     One is the bicycle with the Palmer tyre, and we see what that has led
     to. The other is the bicycle with the patched Dunlop. Before we start
     to investigate that, let us try to realize what we do know so as to
     make the most of it, and to separate the essential from the
     accidental."
137,"By Heaven, Watson, I believe that Ive got it!"
138,"Yes, yes,
     it must be so. Watson, do you remember seeing any cow-tracks to-day?"
139,"The fact is, your Grace,"
140,"Holmes had not said one word to me about the tragedy which we had
     witnessed, but I observed all the morning that he was in his most
     thoughtful mood, and he gave me the impression, from his vacant eyes
     and his abstracted manner, of a man who is striving to recall
     something to his memory. We were in the middle of our lunch when he
     suddenly sprang to his feet."
141,"Sherlock Holmes and I walked together to the High Street, where he
     stopped at the shop of Harding Brothers, whence the bust had been
     purchased. A young assistant informed us that Mr. Harding would be
     absent until after noon, and that he was himself a newcomer who could
     give us no information. Holmess face showed his disappointment and
     annoyance."
142,"and the contents of the
     paper showed that Mr. Horace Harker had got his account into print
     after all. Two columns were occupied with a highly sensational and
     flowery rendering of the whole incident. Holmes propped it against
     the cruet-stand and read it while he ate. Once or twice he chuckled."
143,"It is satisfactory to know that there can be no difference of
     opinion upon this case, since Mr. Lestrade, one of the most
     experienced members of the official force, and Mr. Sherlock Holmes,
     the well-known consulting expert, have each come to the conclusion
     that the grotesque series of incidents, which have ended in so tragic
     a fashion, arise from lunacy rather than from deliberate crime. No
     explanation save mental aberration can cover the facts."
144,"and get out the papers of the Conk-Singleton forgery case.
     Good-bye, Lestrade. If any little problem comes your way I shall be
     happy, if I can, to give you a hint or two as to its solution."
145,"it is time we went down to St. Lukes. Can
     you do without breakfast?"
146,"said he, throwing them
     down again with a shrug of disappointment."
147,"Even in his chastened frame of mind the noble miser could give us no
     information which could help us, for he knew little of the private
     life of his nephew. Our only clue lay in the truncated telegram, and
     with a copy of this in his hand Holmes set forth to find a second
     link for his chain. We had shaken off Lord Mount-James, and Overton
     had gone to consult with the other members of his team over the
     misfortune which had befallen them.

     There was a telegraph-office at a short distance from the hotel. We
     halted outside it."
148,"He chuckled and
     rubbed his hands when we found ourselves in the street once more."
149,"The game is afoot. Not a word! Into
     your clothes and come!"
150,"We have got our case--one of the
     most remarkable in our collection. But, dear me, how slow-witted I
     have been, and how nearly I have committed the blunder of my
     lifetime! Now, I think that with a few missing links my chain is
     almost complete."
151,"Once that warrant was made out nothing on earth would save him. Once
     or twice in my career I feel that I have done more real harm by my
     discovery of the criminal than ever he had done by his crime. I have
     learned caution now, and I had rather play tricks with the law of
     England than with my own conscience. Let us know a little more before
     we act."
152,It is an amazing coincidence.
153,"It was just growing dusk at the time. They were lighting the lamps
     as I came back with the brandy."
154,"He had spoken in jesting vein, but the twitching of his bushy
     eyebrows bespoke his disappointment and irritation. I sat helpless
     and unhappy, staring into the fire. A long silence was broken by a
     sudden exclamation from Holmes, who dashed at a cupboard, from which
     he emerged with a second yellow-covered volume in his hand."
155,"I am sure we are honoured by your presence and to show you all we
     know,"
156,Perhaps some day you will do me justice. If you only realized--
157,"As he has himself said, it is no possible business of his."
158,and so I will beg leave to resume my walk.
159,"There
     is one question which you can answer with more authority than anyone
     else in the world, and it may make a very great difference to me. You
     know Mr. Holmes and his relations with the police better than anyone
     else can. Supposing that a matter were brought confidentially to his
     knowledge, is it absolutely necessary that he should pass it on to
     the detectives?"
160,"You think then, definitely, that Barker and Mrs. Douglas are guilty
     of the murder?"
161,"They come at me like bullets. If you
     put it that Mrs. Douglas and Barker know the truth about the murder,
     and are conspiring to conceal it, then I can give you a whole-souled
     answer. I am sure they do. But your more deadly proposition is not so
     clear. Let us for a moment consider the difficulties which stand in
     the way."
162,"said this singular
     epistle. There was neither superscription nor signature. I laughed at
     the quaint message; but Holmes showed unwonted seriousness."
163,"I have, at least, a well-polished, silver-plated coffee-pot in front
     of me,"
164,"And then again, there is the friends of the C.C.H. I should guess
     that to be the Something Hunt, the local hunt to whose members he has
     possibly given some surgical assistance, and which has made him a
     small presentation in return."
165,"Mortimer, James, M.R.C.S., 1882, Grimpen, Dartmoor, Devon.
     House-surgeon, from 1882 to 1884, at Charing Cross Hospital. Winner
     of the Jackson prize for Comparative Pathology, with essay entitled
     Is Disease a Reversion? Corresponding member of the Swedish
     Pathological Society. Author of Some Freaks of Atavism (Lancet
     1882). Do We Progress? (Journal of Psychology, March, 1883).
     Medical Officer for the parishes of Grimpen, Thorsley, and High
     Barrow."
166,"but a country doctor, as you very astutely
     observed. I think that I am fairly justified in my inferences. As to
     the adjectives, I said, if I remember right, amiable, unambitious,
     and absent-minded. It is my experience that it is only an amiable man
     in this world who receives testimonials, only an unambitious one who
     abandons a London career for the country, and only an absent-minded
     one who leaves his stick and not his visiting-card after waiting an
     hour in your room."
167,"No, its this poisonous atmosphere."
168,"I suppose it is pretty thick, now that you mention it."
169,"You see
     how it is with me, and you know just as much about the matter as I
     do. If you will come down to Baskerville Hall and see me through Ill
     never forget it."
170,"I feel a foil as
     quick and supple as my own. He got home upon me very prettily that
     time. So his name was Sherlock Holmes, was it?"
171,"I wish you simply to report facts in the fullest
     possible manner to me, and you can leave me to do the theorizing."
172,but I have never seen a place to compare with it.
173,"I never saw a Devonshire man who did not swear by his county,"
174,"Here on the moor we are homely
     folk and do not wait for formal introductions. You may possibly have
     heard my name from our mutual friend, Mortimer. I am Stapleton, of
     Merripit House."
175,"The records of your detective have reached us
     here, and you could not celebrate him without being known yourself.
     When Mortimer told me your name he could not deny your identity. If
     you are here, then it follows that Mr. Sherlock Holmes is interesting
     himself in the matter, and I am naturally curious to know what view
     he may take."
176,"It cannot much matter to him whether it is early
     or late for the orchids. But you will come on, will you not, and see
     Merripit House?"
177,"I had not even time to put on my hat. I must not stop, or my
     brother may miss me. I wanted to say to you how sorry I am about the
     stupid mistake I made in thinking that you were Sir Henry. Please
     forget the words I said, which have no application whatever to you."
178,"It died away, and an absolute silence closed in upon us. We stood
     straining our ears, but nothing came."
179,"My blood ran cold in my veins, for there was a break in his voice
     which told of the sudden horror which had seized him."
180,"Again the agonized cry swept through the silent night, louder and
     much nearer than ever. And a new sound mingled with it, a deep,
     muttered rumble, musical and yet menacing, rising and falling like
     the low, constant murmur of the sea."
181,"He had started running swiftly over the moor, and I had followed at
     his heels. But now from somewhere among the broken ground immediately
     in front of us there came one last despairing yell, and then a dull,
     heavy thud. We halted and listened. Not another sound broke the heavy
     silence of the windless night.

     I saw Holmes put his hand to his forehead like a man distracted. He
     stamped his feet upon the ground."
182,"My constitution has not got
     over the Afghan campaign yet. I cannot afford to throw any extra
     strain upon it."
183,"I suppose that its influence is physically a bad one. I find it,
     however, so transcendently stimulating and clarifying to the mind
     that its secondary action is a matter of small moment."
184,"Have you your stethoscope?
     Might I ask you--would you have the kindness? I have grave doubts as
     to my mitral valve, if you would be so very good. The aortic I may
     rely upon, but I should value your opinion upon the mitral."
185,"The little man obeyed in a half-stupefied fashion, and we heard him
     stumbling down the stairs in the dark.





          CHAPTER VI
          Sherlock Holmes Gives a Demonstration"
186,"I asked, eagerly,
     when we had regained the lower room once more."
187,"By the time that I got out into the grounds Sherlock Holmes was on
     the roof, and I could see him like an enormous glow-worm crawling
     very slowly along the ridge. I lost sight of him behind a stack of
     chimneys, but he presently reappeared, and then vanished once more
     upon the opposite side. When I made my way round there I found him
     seated at one of the corner eaves."
188,"I have been turning it
     over in my mind, and I can see only one way out of it. It is worth
     trying, at all events."
189,"We will be at Vauxhall Bridge presently,"
190,"not to me, but to my friend Sherlock Holmes.
     With all the will in the world, I could never have followed up a clue
     which has taxed even his analytical genius.  As it was, we very
     nearly lost it at the last moment."
