number,quote
17,"Old Mr. Smithers lost all his money and had to leave it, then the Carslakes took it and Johnny Carslake fell downstairs and broke his leg and Mrs. Carslake had to go away to the south of France for her health, and now the Burdens have got it and I hear that poor Mr. Burden has got to have an operation almost immediately."
18,"At the moment I am not concerned with theories. It seems to me, excluding the supernatural in which I do not for one moment believe, that that was the only way things could have happened. He stabbed himself, and as he fell his arms flew out, wrenching the dagger from the wound and flinging it far into the zone of the trees. That is, I think, although somewhat unlikely, a possible happening."
19,It all perplexes me very much indeed. But curious things do happen. At Lady Sharpleys garden party last year the man who was arranging the clock golf tripped over one of the numbers—quite unconscious he was—and didnt come round for about five minutes.
20,"That is what I am telling you. Of course there is only one way that poor Sir Richard could have been stabbed, but I do wish I knew what caused him to stumble in the first place. Of course, it might have been a tree root. He would be looking at the girl, of course, and when it is moonlight one does trip over things."
21,"It is very sad and I dont like to think of it. He was a right-handed man, was he not? I mean to stab himself in the left shoulder he must have been. I was always so sorry for poor Jack Baynes in the War. He shot himself in the foot, you remember, after very severe fighting at Arras. He told me about it when I went to see him in hospital, and very ashamed of it he was. I dont expect this poor man, Elliot Haydon, profited much by his wicked crime."
22,"I dont see how anyone else could have done it,"
23,"Well, go on, Aunt Jane; havent you got anything to say?"
24,"I am afraid I have counted wrong. Two purl, three plain, slip one, two purl—yes, thats right. What did you say, dear?"
25,"You wouldnt like my opinion, dear. Young people never do, I notice. It is better to say nothing."
26,"I do think you should be more careful how you choose your friends. You are so credulous, dear, so easily gulled. I suppose it is being a writer and having so much imagination. All that story about a Spanish galleon! If you were older and had more experience of life you would have been on your guard at once. A man you had known only a few weeks, too!"
27,"Oh, I saw that at once, dear, although I know nothing about motors,"
28,"Well, he cant have been a real gardener, can he?"
29,"Of course, it is different for me. I mean, we, being women, appreciate the point about clothes. I dont think it is a fair problem to put to a man. It must have meant a lot of rapid changing. What a wicked woman! And a still more wicked man."
30,"Miss Marple, I mean, I believe—I do really believe you know the truth."
31,"it is much easier for me sitting here quietly than it was for you—and being an artist you are so susceptible to atmosphere, arent you? Sitting here with ones knitting, one just sees the facts. Bloodstains dropped on the pavement from the bathing dress hanging above, and being a red bathing dress, of course, the criminals themselves did not realize it was bloodstained. Poor thing, poor young thing!"
32,"but you do know that I am entirely in the dark still. You and Miss Lemprière seem to know what you are talking about, but we men are still in utter darkness."
33,how do you do it? You have lived such a peaceful life and yet nothing seems to surprise you.
34,"I always find one thing very like another in this world,"
35,"There was Mrs. Green, you know, she buried five children—and every one of them insured. Well, naturally, one began to get suspicious."
36,"No, no, my dear young lady. You need have no fears on that score. The story I am about to tell is a perfectly simple and straightforward one and can be followed by any layman."
37,but surely that has nothing to do with the very interesting story that Mr. Petherick has been telling us.
38,"It is a catch! And so is Mr. Pethericks story a catch. So like a lawyer! Ah, my dear old friend!"
39,I feel sure that Mr. Petherick has some clever legal legerdemain up his sleeve.
40,I know it. Many is the time I have played with it as a child.
41,You think that because I have lived in this out-of-the-way spot all my life I am not likely to have had any very interesting experiences.
42,Not after the horrible revelations we have heard from you! The cosmopolitan world seems a mild and peaceful place compared with St. Mary Mead.
43,"human nature is much the same everywhere, and, of course, one has opportunities of observing it at close quarters in a village."
44,I hope you dont mind me calling you Aunt Jane?
45,"the window of the fishmongers shop. There was only one thing in it, a fresh haddock."
46,"and there is no need to be profane about it. The hand of God is everywhere. The first thing I saw were the black spots—the marks of St. Peters thumb. That is the legend, you know. St. Peters thumb. And that brought things home to me. I needed faith, the ever true faith of St. Peter. I connected the two things together, faith—and fish."
47,"Go on, Aunt Jane, and tell us what was so startlingly clear to you."
48,"It happened just before dinner, didnt it? When you took Joyce out to admire the sunset. It is a very favourite place, that. There by the jasmine hedge. That is where the milkman asked Annie if he could put up the banns."
49,dont spoil all the romance. Joyce and I arent like the milkman and Annie.
50,"Everybody is very much alike, really. But fortunately, perhaps, they dont realize it."
51,One always does. Is Miss Instow a pretty girl? I suppose she plays golf?
52,"Yes. Shes good at all games. And shes nice-looking, attractive-looking, very fair with a healthy skin, and nice steady blue eyes. Of course we always have felt that she and George Pritchard—I mean if things had been different—they are so well suited to one another."
53,"We—well, we expected something of the kind—but its eighteen months now. I dont believe they even see much of each other."
54,"Dont be so—so manly, Arthur. Men are always afraid to say anything. Anyway, this is all between ourselves. Its just a wild fantastic idea of mine that possibly—only possibly—Jean Instow disguised herself as a fortune-teller. Mind you, she may have done it for a joke. I dont for a minute think that she meant any harm; but if she did do it, and if Mrs. Pritchard was foolish enough to die of fright—well, thats what Miss Marple meant, wasnt it?"
55,"You see, if I were going to kill anyone—which, of course, I wouldnt dream of doing for a minute, because it would be very wicked, and besides I dont like killing—not even wasps, though I know it has to be, and Im sure the gardener does it as humanely as possible. Let me see, what was I saying?"
56,"Oh yes. Well, if I did, I shouldnt be at all satisfied to trust to fright. I know one reads of people dying of it, but it seems a very uncertain sort of thing, and the most nervous people are far more brave than one really thinks they are. I should like something definite and certain, and make a thoroughly good plan about it."
57,you frighten me. I hope you will never wish to remove me. Your plans would be too good.
58,"perhaps she wasnt so far wrong. And mind you, a nurse often knows. She cant say—shes got no proof—but she knows."
59,Youre lost in a daydream. Wont you tell us all about it?
60,I was just thinking about our District Nurse. A most difficult problem.
61,"I mean, Mrs. Bantry said they were yellow and pink. If it was a pink primrose that turned blue, of course, that fits in perfectly. But if it happened to be a yellow one—"
62,And the wasp season and everything. And of course the gas.
63,"because Mrs. Pritchard might have recognized her in spite of the disguise—though of course if she had, the nurse could have pretended it was a joke."
64,when you said that if you were a certain person you would not have trusted to fright?
65,"No, I think that the warnings and the blue flowers were, if I may use a military term,"
66,"for—well, for testing. Not a very pleasant subject. We wont dwell on it. I have done a little nursing myself."
67,"Blue turns red with acids, and red turns blue with alkalis. So easy to paste some red litmus over a red flower—near the bed, of course. And then, when the poor lady used her smelling salts, the strong ammonia fumes would turn it blue. Really most ingenious. Of course, the geranium wasnt blue when they first broke into the room—nobody noticed it till afterwards. When nurse changed the bottles, she held the Sal Ammoniac against the wallpaper for a minute, I expect."
68,"is poor Mr. Pritchard and that nice girl, Miss Instow. Probably both suspecting each other and keeping apart—and life so very short."
69,As a matter of fact I have something up my sleeve. A nurse has been arrested on a charge of murdering an elderly patient who had left her a legacy. It was done with cyanide of potassium substituted for smelling salts. Nurse Copling trying the same trick again. Miss Instow and Mr. Pritchard need have no doubts as to the truth.
70,"I dont mean about the new murder, of course. Thats very sad, and shows how much wickedness there is in the world, and that if once you give way—which reminds me I must finish my little conversation with Dr. Lloyd about the village nurse."
71,"We dont get much in the creepy line—and still less in the criminal line—in St. Mary Mead, you know, Miss Helier,"
72,"No. As it happens my friend and I were wrong. Nothing in the least exciting happened to the Spanish beauty. She married a clerk in a shipping office, and by the time I left the island she had had five children and was getting very fat."
73,"The one who went on the stage and had such good legs that they made her principal boy in the pantomime. Everyone said shed come to no good, but she married a commercial traveller and settled down splendidly."
74,"My dear young lady, what could I do? There was no evidence. The majority of the eyewitnesses told the same story as Miss Barton. I had built up my own suspicions out of a fleeting expression which I might possibly have imagined. The only thing I could and did do was to see that the widest inquiries were made for the relations of Amy Durrant. The next time I was in England I even went and saw the landlady of her room, with the results I have told you."
75,"Half the time I was ashamed of myself for thinking so. Who was I to go suspecting this nice, pleasant-mannered English lady of a foul and cold-blooded crime? I did my best to be as cordial as possible to her during the short time she stayed on the island. I helped her with the Spanish authorities. I did everything I could do as an Englishman to help a compatriot in a foreign country; and yet I am convinced that she knew I suspected and disliked her."
76,"I think it was about a fortnight. Miss Durrant was buried there, and it must have been about ten days later when she took a boat back to England. The shock had upset her so much that she felt she couldnt spend the winter there as she had planned. Thats what she said."
77,"Well, I dont know that it affected her appearance at all,"
78,"Do you know—its a curious thing your saying that. Now I come to think back, I believe youre right. She—yes, she did seem, if anything, to be putting on weight."
79,I think her end shows her to have been a very clever and resourceful woman.
80,Oh! Ive been so stupid. May I guess again? Of course it must have been that. Blackmail! The companion woman was blackmailing her. Only I dont see why Miss Marple says it was clever of her to kill herself. I cant see that at all.
81,"You see, Miss Marple knew a case just like it in St. Mary Mead."
82,"I must confess it does remind me, just a little, of old Mrs. Trout. She drew the old age pension, you know, for three old women who were dead, in different parishes."
83,But it doesnt seem to me to throw any light upon our present problem.
84,"It wouldnt—to you. But some of the families were very poor, and the old age pension was a great boon to the children. I know its difficult for anyone outside to understand. But what I really meant was that the whole thing hinged upon one old woman being so like any other old woman."
85,Its the only natural way of thinking of it. Dear Mrs. Bantry began that way just now. Why should the rich employer kill the humble companion? Its so much more likely to be the other way about. I mean—thats the way things happen.
86,"she would have to wear Miss Bartons clothes, and they would probably be a little tight on her, so that her general appearance would look as though she had got a little fatter. Thats why I asked that question. A gentleman would be sure to think it was the lady who had got fatter, and not the clothes that had got smaller—though that isnt quite the right way of putting it."
87,"And during that time I expect she travelled, keeping away from anyone who might know her. Thats what I meant by saying that one lady of a certain age looks so like another. I dont suppose the different photograph on her passport was ever noticed—you know what passports are. And then in March, she went down to this Cornish place and began to act queerly and draw attention to herself so that when people found her clothes on the beach and read her last letter they shouldnt think of the commonsense conclusion."
88,"Thats the thing that would stare you in the face, if there werent such a lot of red herrings to draw you off the trail—including the suggestion of foul play and remorse. No body. That was the real significant fact."
89,do you mean that there wasnt any remorse? That there wasnt—that she didnt drown herself?
90,"Its just Mrs. Trout over again. Mrs. Trout was very good at red herrings, but she met her match in me. And I can see through your remorse-driven Miss Barton. Drown herself? Went off to Australia, if Im any good at guessing."
91,"Undoubtedly you are. Now it again took me quite by surprise. Why, you could have knocked me down with a feather that day in Melbourne."
92,"Its very, very thrilling. I dont quite understand now who drowned which. And how does this Mrs. Trout come into it?"
93,She was only a person—not a very nice person—in the village.
94,"a lot of people are stupid. And stupid people get found out, whatever they do. But there are quite a number of people who arent stupid, and one shudders to think of what they might accomplish unless they had very strongly rooted principles."
95,"But you know, it isnt really guilt that is important—its innocence. Thats the thing that nobody will realize."
96,"but I took the precaution of verifying that there was a Mrs. Greene and a Church Social. One cant be too careful, you know."
97,"Youre lost in a daydream, Miss Marple. What are you thinking out?"
98,I was just wondering why the word Honesty in Dr. Rosens letter was spelt with a capital H.
99,"It seems—oh! I dont know—it seems queer. Why should he have letters from Germany? Although, of course, if hes above suspicion, as you say—"
100,"Then, Sir Henry, if I understand you rightly, it is this young Mr. Templeton only who is so much on your mind?"
101,"And their initial letters spell DEATH, explained Miss Marple.

But the letter came to Dr. Rosen himself,"
102,"That and the warning in it. What would he do, getting a letter from someone he didnt know, full of names he didnt know. Why, of course, toss it over to his secretary."
103,"Not the secretary. Why, thats what makes it so perfectly clear that it wasnt him. Hed never have let that letter be found if so. And equally hed never have destroyed a letter to himself with a German stamp on it. Really, his innocence is—if youll allow me to use the word—just shining."
104,"You know, I shall never quite understand you. Your outlook is always a different one from what I expect."
105,"My outlook, I am afraid, is a very petty one,"
106,"And yet you have solved what may be called an International mystery,"
107,"I see we shall have to have that epic of the shrimps,"
108,"Youre so fond of your joke, Sir Henry. The shrimps are only nonsense; but now I come to think of it, I do remember one incident—at least not exactly an incident, something very much more serious—a tragedy. And I was, in a way, mixed up in it; and for what I did, I have never had any regrets—no, no regrets at all. But it didnt happen in St. Mary Mead."
109,Youll be saying this has nothing to do with what went on at Keston Spa Hydro—but it has in a way. It explains why I felt no doubt in my mind the first moment I saw the Sanders together that he meant to do away with her.
110,"As I say, Sir Henry, I felt no doubt in my own mind. Mr. Sanders was a big, good-looking, florid-faced man, very hearty in his manner and popular with all. And nobody could have been pleasanter to his wife than he was. But I knew! He meant to make away with her."
111,"My dear, these things are very common—very common indeed. And gentlemen are especially tempted, being so much the stronger. So easy if a thing looks like an accident. As I say, I knew at once with the Sanders. It was on a tram. It was full inside and I had had to go on top. We all three got up to get off and Mr. Sanders lost his balance and fell right against his wife, sending her headfirst down the stairs. Fortunately the conductor was a very strong young man and caught her."
112,"Of course it was an accident—nothing could have looked more accidental! But Mr. Sanders had been in the Merchant Service, so he told me, and a man who can keep his balance on a nasty tilting boat doesnt lose it on top of a tram if an old woman like me doesnt. Dont tell me!"
113,"I was sure enough, and another incident in crossing the street not long afterwards made me surer still. Now I ask you, what could I do, Sir Henry? Here was a nice contented happy little married woman shortly going to be murdered."
114,"But the man was too clever for me. He didnt wait. He thought I might suspect, and so he struck before I could be sure. He knew I would suspect an accident. So he made it murder."
115,Thats just what I wondered myself. Though the explanation was quite simple. In it were a pair of embroidered slippers and some pocket handkerchiefs that the poor girl was embroidering for her husband for Christmas. Thats why she locked the cupboard. The key was found in her handbag.
116,Its just the one really interesting thing—the thing that made all the murderers plans go wrong.
117,"I puzzled and puzzled—and then suddenly there it was, all clear. I went to the Inspector and asked him to try something and he did."
118,You mean it was someone pretending to be her? But surely when you touched her—
119,you cant get hold of dead bodies right and left. What did they do with the—the first corpse afterwards?
120,The risks he took. The police might have arrived too soon.
121,"That was a piece of his work. He couldnt afford to have the police on the spot too soon. When they did come, they spent some time in the managers office before going up to the bedroom. That was the weakest point—the chance that someone might notice the difference between a body that had been dead two hours and one that had been dead just over half an hour; but he counted on the fact that the people who first discovered the crime would have no expert knowledge."
122,It was actually committed at seven or a few minutes after. When the police surgeon examined the body it would be about half past seven at the earliest. He couldnt possibly tell.
123,I felt the poor girls hand and it was icy cold. Yet a short time later the Inspector spoke as though the murder must have been committed just before we arrived—and I saw nothing!
124,The case was before my time. I dont even remember hearing of it. What happened?
125,And a good job too. I have never regretted my part in bringing that man to justice. Ive no patience with modern humanitarian scruples about capital punishment.
126,"We were staying, Arthur and I, with Sir Ambrose Bercy at Clodderham Court, and one day, by mistake (though very stupidly, Ive always thought) a lot of foxglove leaves were picked with the sage. The ducks for dinner that night were stuffed with it and everyone was very ill, and one poor girl—Sir Ambroses ward—died of it."
127,"Really, you know, Scheherazade, this is most refreshing. Our ingenuity is challenged. Im not so sure you havent done it on purpose—to stimulate our curiosity. A few brisk rounds of Twenty Questions is indicated, I think. Miss Marple, will you begin?"
128,"She must have been a very stupid woman, or else very inexperienced."
129,"She cried a great deal afterwards and said the leaves had been picked and brought in to her as sage, and how was she to know?"
130,"Probably an elderly woman and, I dare say, a very good cook?"
131,What in my day they used to call having the come hither in your eye.
132,"Mrs. MacArthur sent some special bulbs round to Mrs. Toomie the other day,"
133,"And Mrs. Toomies cook mistook them for onions, and all the Toomies were very ill indeed."
134,"Because, as it happened, she was walking with me on the terrace that morning. We went out there after breakfast. It was unusually nice and warm for early spring. Sylvia went alone down into the garden, but later I saw her walking arm-in-arm with Maud Wye."
135,"When you said that the young people were engaged. You said that that was what made it so sad. But, if you know what I mean, your voice didnt sound right when you said it—not convincing, you know."
136,"I want to know whether, after the tragedy, Jerry Lorimer married Maud Wye?"
137,"Except Mr. Lorimer, I suppose, my dear. He wasnt staying in the house, was he?"
138,"He had a very young housekeeper—young enough to be not only his daughter, but his granddaughter. Not a word to anyone, and his family, a lot of nephews and nieces, full of expectations. And when he died, would you believe it, hed been secretly married to her for two years? Of course Mr. Badger was a chemist, and a very rude, common old man as well, and Sir Ambrose Bercy was a very courtly gentleman, so Mrs. Bantry says, but for all that human nature is much the same everywhere."
139,"Sir Henry has put it all very clearly—very clearly indeed,"
140,"And Dr. Lloyd was so right in what he said. Between them they seem to have made things so very clear. Only I dont think Dr. Lloyd quite realized one aspect of what he said. You see, not being Sir Ambroses medical adviser, he couldnt know just what kind of heart trouble Sir Ambrose had, could he?"
141,Youre assuming—arent you?—that Sir Ambrose had the kind of heart that digitalin would affect adversely? But theres nothing to prove that thats so. It might be just the other way about.
142,"You mean Sir Ambrose poisoned his ward, the charming girl whom he loved?"
143,"Anyway, with the young man. So I said, Of course not. And they brought him and said, This is Miss Helier, and—Oh!"
144,"We were bound to guess, you know. And you havent given us the name of the place or anything that really matters."
145,"Supposing you tell us what it was all about, dear,"
146,"I mean what the young mans mistake was, and about the burglary."
147,"But you must admit that he could have invented the story quite easily. He could write the letter purporting to be from you himself. He could also dope himself after successfully committing the burglary. But I confess I dont see where the point of all that would be. Easier to enter the house, help himself, and disappear quietly—unless just possibly he was observed by someone in the neighbourhood and knew himself to have been observed. Then he might hastily concoct this plan for diverting suspicion from himself and accounting for his presence in the neighbourhood."
148,"I incline to suspicion of the city gentleman. Hed know the sort of telegram to get the lady out of the way, and he could manage the rest easily enough with the help of a new lady friend. Nobody seems to have thought of asking him for an alibi."
149,"Im rather in the position of agreeing with everyones solutions—and yet with none of them. I myself have a far-fetched and probably totally erroneous theory that the wife may have had something to do with it. Sir Hermans wife, I mean. Ive no grounds for thinking so—only you would be surprised if you knew the extraordinary—really very extraordinary things that a wronged wife will take it into her head to do."
150,How clever of you. And I never thought of poor Mrs. Pebmarsh.
151,"And that makes it all perfectly clear to you, Miss Marple?"
152,I suppose it was a break in the monotony. What play were you acting in?
153,"Youre reviving it to go on tour next autumn, arent you?"
154,I must go home. Such late hours! But weve had a very entertaining evening. Most unusually so. I think Miss Heliers story wins the prize. Dont you agree?
155,"The personal element. Oh, yes, the personal element. Jane, my good child, do you realize that theft is theft, and you might have been sent to prison?"
156,"Dolly, do you really think there are many like her?"
157,I was going to do it this autumn—in September. I dont know what to do now.
158,"I saw her talking to Footit, the butcher, as I passed. Henry Footit was run over yesterday—that was his dog. One of those smooth-haired fox terriers, rather stout and quarrelsome, that butchers always seem to have."
159,Because it was you I wanted to see. About this sad affair.
160,"But, my dear lady, I am not the person to come to. I am merely a private individual nowadays. If you have knowledge of the kind you claim, you must go to the police."
161,"Because, you see, I havent got any—what you call knowledge."
162,"You can call it that, if you like, but its not really that at all. I know. Im in a position to know; but if I gave my reasons for knowing to Inspector Drewitt—well, hed simply laugh. And really, I dont know that Id blame him. Its very difficult to understand what you might call specialized knowledge."
163,If I were to tell you that I know because of a man called Pease-good leaving turnips instead of carrots when he came round with a cart and sold vegetables to my niece several years ago—
164,You mean that you are simply judging from the facts in a parallel case.
165,"Its impossible not to know human nature living in a village all these years. The question is, do you believe me, or dont you?"
166,"I do believe you, Miss Marple. But I do not see what you want me to do in the matter, or why you have come to me."
167,"As I said, it would be useless going to the police without any facts. I have no facts. What I would ask you to do is to interest yourself in the matter—Inspector Drewitt would be most flattered, I am sure. And, of course, if the matter went farther, Colonel Melchett, the Chief Constable, I am sure, would be wax in your hands."
168,And what data are you going to give me to work upon?
169,"of writing a name—the name—on a piece of paper and giving it to you. Then if, on investigation, you decided that the—the person—is not involved in any way—well, I shall have been quite wrong."
170,"Rather an extraordinary business, this. Ive never done anything like it before. But Im going to back my judgment—of you, Miss Marple."
171,you must forgive an old friend for taking a liberty. What I have come here for is a consultation.
172,"I think I have. There are four possibilities. Either Mrs. Rhodes was killed by her husband, or by the chambermaid, or she committed suicide, or she was killed by an outsider whom nobody saw enter or leave."
173,"Nobody could come in or go out through my room without my seeing them, and even if anyone did manage to come in through my wifes room without the electrician seeing them, how the devil could they get out again leaving the door locked and bolted on the inside?"
174,"to ask a question. Mr. Rhodes, what did the chambermaid look like?"
175,"Its like this, you see. As Uncle Mathew grew older, he got more and more suspicious. He didnt trust anybody."
176,"Well, you may be right. Anyway, Uncle Mathew thought so. He had a friend who lost his money in a bank, and another friend who was ruined by an absconding solicitor, and he lost some money himself in a fraudulent company. He got so that he used to hold forth at great length that the only safe and sane thing to do was to convert your money into solid bullion and bury it."
177,"Yes. Friends argued with him, pointed out that hed get no interest that way, but he held that that didnt really matter. The bulk of your money, he said, should be kept in a box under the bed or buried in the garden. Those were his words."
178,"Thats the maddening part of it. He didnt. Hed been unconscious for somedays, but he rallied before he died. He looked at us both and chuckled—a faint, weak little chuckle. He said, Youll be all right, my pretty pair of doves. And then he tapped his eye—his right eye—and winked at us. And then—he died. Poor old Uncle Mathew."
179,Does that convey anything to you? It made me think of an Arsene Lupin story where there was something hidden in a mans glass eye. But Uncle Mathew didnt have a glass eye.
180,You come down to Ansteys and see if its simple!
181,"Well, really, my dear, thats very kind of you. Ive always wanted to have the chance of looking for buried treasure. And,"
182,"Please forgive me. So apt, I know, to fly off at a tangent. But one thing does remind one of another. And sometimes that is helpful. All I was trying to say was that perhaps if we tried to sharpen our wits and think of a likely place—"
183,"Oh, no, nothing like that, but I do believe I know what sort of man your Uncle Mathew was. Rather like my own Uncle Henry, I think. Fond of rather obvious jokes. A bachelor, evidently—I wonder why—perhaps an early disappointment? Methodical up to a point, but not very fond of being tied up—so few bachelors are!"
184,"You see, he really kept the money somewhere else—behind some volumes of sermons in the library, as a matter of fact. He said people never took a book of that kind out of the shelf!"
185,"Its been awfully good of you to come down as you have and try to help us. Sorry its been all a washout. Feel we trespassed a lot on your time. However—Ill get the car out, and youll be able to catch the three thirty—"
186,"but weve got to find the money, havent we? You mustnt give up, Mr. Rossiter. If at first you dont succeed, try, try, try again."
187,"I havent begun yet. First catch your hare— as Mrs. Beaton says in her cookery book—a wonderful book but terribly expensive; most of the recipes begin, Take a quart of cream and a dozen eggs. Let me see, where was I? Oh, yes. Well, we have, so to speak, caught our hare—the hare being, of course, your Uncle Mathew, and weve only got to decide now where he would have hidden the money. It ought to be quite simple."
188,your cabinetmaker was a young man. He didnt know everything. People were very artful when they made hiding places in those days. Theres such a thing as a secret inside a secret.
189,"Look here, Charmian, it might be, you know! No reason to put a cooking-recipe in a secret drawer otherwise."
190,I know what it might be—invisible ink! Lets heat it. Turn on the electric fire.
191,"I really think, you know, that youre making it rather too difficult. The recipe is only an indication, so to speak. It is, I think, the letters that are significant."
192,"Charmian! Come here! Shes right. See—the envelopes are old, right enough, but the letters themselves were written much later."
193,Theyre only fake old. I bet anything old Uncle Mat faked them himself—
194,The whole things a sell. There never was a female missionary. It must be a code.
195,"I mean, dear, that youre actually holding the money in your hand this minute."
196,"Nothing. Its only the awful thought that, but for Miss Marple, we might have burned these letters in a decent, gentlemanly way!"
197,"thats just what these old gentlemen who are fond of their jokes never realize. Uncle Henry, I remember, sent a favourite niece a five-pound note for a Christmas present. He put it in a Christmas card, gummed the card together, and wrote on it, Love and best wishes. Afraid this is all I can manage this year."
198,Im going to get a bottle of champagne. Well all drink the health of your Uncle Henry.
199,"Certainly, Edna, come in and shut the door. What is it?"
200,"Oh, yes, maam. Shes always one for a change, Gladdie is. She never seems to get really settled, if you know what I mean. But shes always been the one to give the notice, you see!"
201,"I suppose, maam, there isnt anything you could do about it? Gladdies in ever such a taking."
202,If she didnt take the brooch—which Im sure she didnt—then she has no cause to be upset.
203,I—er—am going up that way this afternoon. Ill have a word with the Misses Skinner.
204,"Now, who has been talking? I suppose the girl has. Quite frankly, Im almost certain she took it. And then got frightened and put it back—but, of course, one cant say anything unless one is sure."
205,"I really feel I owe a great deal to Mary, I am so thankful I had the resolution to get rid of that other girl. Mary is really invaluable. Cooks nicely and waits beautifully and keeps our little flat scrupulously clean—mattresses turned over every day. And she is really wonderful with Emily!"
206,"Oh, poor dear, she has been very much under the weather lately. She cant help it, of course, but it really makes things a little difficult sometimes. Wanting certain things cooked and then, when they come, saying she cant eat now—and then wanting them again half an hour later and everything spoiled and having to be done again. It makes, of course, a lot of work—but fortunately Mary does not seem to mind at all. Shes used to waiting on invalids, she says, and understands them. It is such a comfort."
207,"Yes, indeed. I really feel Mary has been sent to us as an answer to prayer."
208,"almost too good to be true. I should—well, I should be a little careful if I were you."
209,Oh! I assure you I do all I can to make her comfortable. I dont know what I should do if she left.
210,"I dont expect shell leave until shes ready to leave,"
211,"If one has no domestic worries, it takes such a load off ones mind, doesnt it? How is your little Edna shaping?"
212,"Good afternoon, Miss Marple, what can I do for you?"
213,"I hope I shall be able to put what I say properly. So difficult, you know, to explain oneself, dont you think? No, perhaps you dont. But you see, not having been educated in the modern style—just a governess, you know, who taught one the dates of the kings of England and general knowledge—Doctor Brewer—three kinds of diseases of wheat—blight, mildew—now what was the third—was it smut?"
214,May I ask you a question? Are fingerprints of no use to you?
215,The maids prints are on it. I think they should be satisfactory—she touched an extremely sticky substance a moment previously.
216,Just the thing for you. The kind of puzzle that is right up your street.
217,"Tried to make a regular story of it. He said, she said, the girl thought, etc. Facts of the story are true."
218,Because the interpretation is up to you. I want to see if youre as clever as you always make out.
219,"Oh, my dear lady, do I have to tell you that?"
220,"that its the curious conduct of the caretaker. Why did she behave in that very odd way? People do mind being turned out of their old homes. But it wasnt her home. In fact, she used to complain and grumble while she was there. Yes, it certainly looks very fishy. What became of her, by the way?"
221,Did a bunk to Liverpool. The accident scared her. Thought shed wait there for her boat.
222,"Yes, I think the Problem of the Caretakers Conduct can be solved easily enough. Bribery, was it not?"
223,"If you dont mind, maam, Ive a few questions to ask you."
224,"May I ask, madam, how you got to know of it?"
225,"Statement was made to me by Mr. Arthur Spenlow, husband of the deceased. Mr. Spenlow says that at two thirty, as far as he can say, he was rung up by Miss Marple, and asked if he would come over at a quarter past three as she was anxious to consult him about something. Now, maam, is that true?"
226,You did not ring up Mr. Spenlow at two thirty?
227,"Mr. Spenlows statement was that he came over here as requested, leaving his own house at ten minutes past three; that on arrival here he was informed by the maidservant that Miss Marple was not at ome."
228,"He did come here, but I was at a meeting at the Womens Institute."
229,"Its not for me to say at this stage, but it looks to me as though somebody, naming no names, has been trying to be artful."
230,"I have always intended, ever since I was a small boy, to live in the country someday and have a garden of my own. I have always been very much attached to flowers. My wife, you know, kept a flower shop. Thats where I saw her first."
231,"Dont think theres anything in that. She didnt even know Spenlow at the time. I remember the case. Opinion in police circles was that a son of the house was mixed up in it—Jim Abercrombie—awful young waster. Had a pile of debts, and just after the robbery they were all paid off—some rich woman, so they said, but I dont know—Old Abercrombie hedged a bit about the case—tried to call the police off."
232,It might give us another motive for the husband. Jealousy.
233,"I think, you know, that Constable Palk could help you. He was the first person on the—on the scene of the crime, as they say."
